chr	start	end	strand	label	n_supporting	method	gene_name
14	89875119	89875120	-		6	2OMe-seq,RiboMeth-seq,RibOxi-seq,na	AL137230.2,EFCAB11,EFCAB11,EFCAB11,EFCAB11,EFCAB11,EFCAB11,EFCAB11,EFCAB11,SSU-rRNA_Hsa,EFCAB11
14	89980580	89980581	+		1	Nm-seq	TDP1,TDP1,TDP1,TDP1,TDP1,TDP1,TDP1,TDP1,TDP1,TDP1,TDP1
14	94062157	94062158	-		1	Nm-seq	DDX24,DDX24,DDX24,DDX24,DDX24,DDX24,DDX24
14	102081593	102081594	-		1	Nm-seq	HSP90AA1,HSP90AA1
14	102084887	102084888	-		1	Nm-seq	HSP90AA1,HSP90AA1,HSP90AA1
14	102084888	102084889	-		1	Nm-seq	HSP90AA1,HSP90AA1,HSP90AA1
14	102084889	102084890	-		1	Nm-seq	HSP90AA1,HSP90AA1,HSP90AA1
14	102084891	102084892	-		1	Nm-seq	HSP90AA1,HSP90AA1,HSP90AA1
14	103341380	103341381	+		1	Nm-seq	EIF5,EIF5,EIF5,EIF5
14	103341381	103341382	+		1	Nm-seq	EIF5,EIF5,EIF5,EIF5
14	103519745	103519746	-		1	Nm-seq	CKB,CKB,CKB,CKB,CKB
14	103520264	103520265	-		1	Nm-seq	CKB,CKB,CKB,CKB,CKB,CKB,CKB,CKB
14	103520277	103520278	-		1	Nm-seq	CKB,CKB,CKB,CKB,CKB,CKB,CKB,CKB
14	103520279	103520280	-		1	Nm-seq	CKB,CKB,CKB,CKB,CKB,CKB,CKB,CKB
14	104759573	104759574	+		1	Nm-seq	SIVA1,SIVA1,SIVA1,SIVA1,SIVA1
14	104770802	104770803	-		1	Nm-seq	AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1
14	104770805	104770806	-		1	Nm-seq	AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1
14	105396734	105396735	+		1	Nm-seq	PACS2
15	34225088	34225089	+		1	Nm-seq	EMC4,EMC4,EMC4,EMC4,EMC4,EMC4,EMC4,EMC4,EMC4,EMC4
15	34362226	34362227	-		1	Nm-seq	LPCAT4,LPCAT4,LPCAT4,LPCAT4,LPCAT4
15	39593002	39593003	+		1	Nm-seq	THBS1
15	40553346	40553347	-		1	Nm-seq	CCDC32,CCDC32,CCDC32,CCDC32,CCDC32,CCDC32,CCDC32,CCDC32,CCDC32
15	43386205	43386206	+		1	Nm-seq	TUBGCP4,TUBGCP4,TUBGCP4
15	44717644	44717645	+		1	Nm-seq	B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M
15	44717645	44717646	+		1	Nm-seq	B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M
15	44717650	44717651	+		1	Nm-seq	B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M
15	44717897	44717898	+		1	Nm-seq	B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M
15	44717898	44717899	+		1	Nm-seq	B2M,B2M,B2M,B2M,B2M,B2M,B2M,B2M
15	48878715	48878716	+		1	Nm-seq	EID1,EID1
15	50949827	50949828	+		1	Nm-seq	AP4E1,AP4E1,AP4E1,AP4E1,AP4E1
15	52550290	52550291	-		1	Nm-seq	ARPP19,ARPP19,ARPP19
15	59124839	59124840	+		1	Nm-seq	CCNB2,CCNB2,AC092757.2,CCNB2
15	60361046	60361047	-		1	Nm-seq	ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2
15	60361048	60361049	-		1	Nm-seq	ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2
15	64088779	64088780	-		1	Nm-seq	CIAO2A,CIAO2A,CIAO2A,CIAO2A,CIAO2A
15	64156855	64156856	-		1	Nm-seq	PPIB,PPIB
15	64162082	64162083	-		1	Nm-seq	PPIB,PPIB,PPIB
15	64376804	64376805	-		1	Nm-seq	PCLAF,PCLAF,AC087632.1,AC087632.1,AC087632.1,PCLAF,AC087632.1,AC087632.1,PCLAF,AC087632.1,PCLAF,PCLAF,AC087632.1,PCLAF
15	64376826	64376827	-		1	Nm-seq	PCLAF,PCLAF,AC087632.1,PCLAF,AC087632.1,PCLAF,PCLAF,PCLAF,AC087632.1,AC087632.1,AC087632.1,AC087632.1,PCLAF,AC087632.1
15	64688791	64688792	-		1	Nm-seq	OAZ2,OAZ2,OAZ2,OAZ2
15	65389396	65389397	-		1	Nm-seq	IGDCC4,IGDCC4
15	65879728	65879729	+		1	Nm-seq	RAB11A,RAB11A,RAB11A,RAB11A,RAB11A,RAB11A,RAB11A
15	65890042	65890043	+		1	Nm-seq	RAB11A
15	66491244	66491245	+		1	Nm-seq	MAP2K1,MAP2K1
15	66503078	66503079	-		1	Nm-seq	RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4
15	66503079	66503080	-		1	Nm-seq	RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4
15	66503080	66503081	-		1	Nm-seq	RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4
15	66504795	66504796	-		1	Nm-seq	RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4
15	66504796	66504797	-		1	Nm-seq	RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4,RPL4
15	66505202	66505203	+		1	Nm-seq	ZWILCH,ZWILCH,ZWILCH
15	66505203	66505204	+		1	Nm-seq	ZWILCH,ZWILCH,ZWILCH
15	66664362	66664363	+		1	Nm-seq	LINC01169
15	67202366	67202367	-		1	Nm-seq	AAGAB,AAGAB,AAGAB
15	68779445	68779446	-		1	Nm-seq	ANP32A,ANP32A,ANP32A
15	68784532	68784533	-		1	Nm-seq	ANP32A,ANP32A,ANP32A,ANP32A,ANP32A,ANP32A
15	69455438	69455439	+		1	Nm-seq	RPLP1,RPLP1,RPLP1,RPLP1,RPLP1
15	72210477	72210478	-		1	Nm-seq	PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM,PKM
15	75338092	75338093	+		1	Nm-seq	COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4,COMMD4
15	77052904	77052905	-		1	Nm-seq	TSPAN3,TSPAN3,TSPAN3,TSPAN3,TSPAN3,TSPAN3,TSPAN3
15	78544262	78544263	+		1	Nm-seq	PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4,PSMA4
15	78897017	78897018	+		1	Nm-seq	MORF4L1,MORF4L1,MORF4L1,MORF4L1,MORF4L1,MORF4L1
15	80779607	80779608	+		1	Nm-seq	CEMIP,CEMIP,CEMIP
15	81358347	81358348	+		1	Nm-seq	TMC3-AS1,TMC3-AS1
15	82301054	82301055	+		1	Nm-seq	ADAMTS7P1,ADAMTS7P1,ADAMTS7P1
15	82536795	82536796	-		1	Nm-seq	RPS17,RPS17,AC245033.1,RPS17,RPS17,AC245033.1,RPS17,RPS17,AC245033.4
15	82536865	82536866	-		1	Nm-seq	RPS17,AC245033.4,RPS17,RPS17,RPS17,AC245033.1,RPS17,RPS17,RPS17,AC245033.1
15	82536869	82536870	-		1	Nm-seq	RPS17,AC245033.4,RPS17,AC245033.1,RPS17,RPS17,RPS17,AC245033.1,RPS17,RPS17
15	82538951	82538952	-		1	Nm-seq	RPS17,RPS17,RPS17,RPS17,AC245033.4,RPS17,RPS17,RPS17,AC245033.1,RPS17,AC245033.1,RPS17
15	88472690	88472691	+		1	Nm-seq	MRPS11,MRPS11,MRPS11,MRPS11,MRPS11,MRPS11,MRPS11
15	89305153	89305154	+		1	Nm-seq	FANCI,FANCI,FANCI,FANCI,FANCI,FANCI
15	89318655	89318656	-		1	Nm-seq	POLG,POLG,POLG,POLG,POLG,POLG,POLG,POLG
15	90354655	90354656	+		1	Nm-seq	ZNF774,ZNF774,ZNF774,ZNF774,ZNF774
15	90472971	90472972	+		1	Nm-seq	IQGAP1,IQGAP1,IQGAP1,IQGAP1
15	90966315	90966316	-		1	Nm-seq	PRC1,AC068831.7,PRC1,PRC1
15	90984046	90984047	-		1	Nm-seq	PRC1,PRC1,PRC1,PRC1,PRC1,AC068831.7,PRC1,PRC1,PRC1,PRC1,AC068831.7,PRC1,PRC1
15	100898184	100898185	+		1	Nm-seq	ALDH1A3,ALDH1A3,ALDH1A3
16	273830	273831	-		1	Nm-seq	RGS11,RGS11,RGS11,RGS11,RGS11,RGS11,RGS11
16	634007	634008	+		1	Nm-seq	WFIKKN1,WFIKKN1
16	648125	648126	+		1	Nm-seq	MCRIP2,MCRIP2,MCRIP2,MCRIP2,MCRIP2,MCRIP2,MCRIP2,MCRIP2
16	682070	682071	+		1	Nm-seq	STUB1,STUB1,STUB1,STUB1,STUB1,STUB1,STUB1,STUB1
16	1324846	1324847	+		1	Nm-seq	UBE2I,UBE2I,UBE2I,UBE2I,UBE2I,UBE2I,UBE2I
16	1962152	1962153	-		1	Nm-seq	RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2
16	3021264	3021265	+		1	Nm-seq	TNFRSF12A,TNFRSF12A,TNFRSF12A,TNFRSF12A,TNFRSF12A,TNFRSF12A
16	3677634	3677635	-		1	Nm-seq	TRAP1,TRAP1,TRAP1,TRAP1,TRAP1,TRAP1,TRAP1
16	18798806	18798807	-		1	Nm-seq	AC138811.2,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1
16	18798816	18798817	-		1	Nm-seq	ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1,AC138811.2,ARL6IP1,ARL6IP1,ARL6IP1,ARL6IP1
16	19502404	19502405	-		1	Nm-seq	GDE1,GDE1,AluJr
16	20623500	20623501	-		1	Nm-seq	ACSM1,ACSM1,ACSM1,ACSM1,ACSM1
16	20623501	20623502	-		1	Nm-seq	ACSM1,ACSM1,ACSM1,ACSM1,ACSM1
16	21519952	21519953	-		1	Nm-seq	SMG1P3,SMG1P3,SLC7A5P2,SMG1P3
16	21519953	21519954	-		1	Nm-seq	SMG1P3,SLC7A5P2,SMG1P3,SMG1P3
16	23581064	23581065	-		1	Nm-seq	NDUFAB1,NDUFAB1,NDUFAB1
16	23582315	23582316	-		1	Nm-seq	NDUFAB1,NDUFAB1,NDUFAB1,NDUFAB1
16	23679149	23679150	+		1	Nm-seq	PLK1,PLK1,PLK1,PLK1
16	23680096	23680097	+		1	Nm-seq	PLK1,PLK1,PLK1,PLK1,PLK1,PLK1
16	28390968	28390969	-		1	Nm-seq	EIF3CL,EIF3CL
16	28842952	28842953	-		1	Nm-seq	TUFM,TUFM
16	28842953	28842954	-		1	Nm-seq	TUFM,TUFM
16	28844800	28844801	-		1	Nm-seq	TUFM,TUFM,TUFM
16	29613227	29613228	-		1	Nm-seq	SLC7A5P1
16	29613228	29613229	-		1	Nm-seq	SLC7A5P1
16	29810827	29810828	+		1	Nm-seq	MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,AC009133.5,MAZ
16	29810854	29810855	+		1	Nm-seq	MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,AC009133.5,MAZ,MAZ
16	29963113	29963114	+		1	Nm-seq	TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219
16	31094658	31094659	-		1	Nm-seq	VKORC1,VKORC1,VKORC1,VKORC1,AC135050.2,VKORC1,VKORC1,AC135050.2
16	31188342	31188343	+		1	Nm-seq	FUS,FUS,FUS,FUS,FUS,FUS,FUS
16	31569078	31569079	-		1	Nm-seq	YBX3P1
16	34160127	34160128	+		5	2OMe-seq,RiboMeth-seq,na	SSU-rRNA_Hsa
16	34160187	34160188	+		5	2OMe-seq,RiboMeth-seq,na	SSU-rRNA_Hsa
16	34160606	34160607	+		4	2OMe-seq,na	SSU-rRNA_Hsa
16	34160657	34160658	+		5	2OMe-seq,RiboMeth-seq,na	SSU-rRNA_Hsa
16	34160674	34160675	+		5	2OMe-seq,RiboMeth-seq,na	SSU-rRNA_Hsa
16	34160895	34160896	+		4	2OMe-seq,na	SSU-rRNA_Hsa
16	34161474	34161475	+		6	2OMe-seq,RiboMeth-seq,RibOxi-seq,na	SSU-rRNA_Hsa
16	34161479	34161480	+		5	2OMe-seq,RiboMeth-seq,RibOxi-seq,na	SSU-rRNA_Hsa
16	47669226	47669227	+		1	Nm-seq	PHKB,PHKB,PHKB,PHKB,PHKB
16	51140901	51140902	-		1	Nm-seq	SALL1,SALL1,SALL1,SALL1
16	56608634	56608635	+		1	Nm-seq	MT2A,MT2A,MT2A,MT2A
16	56609292	56609293	+		1	Nm-seq	MT2A,MT2A,MT2A,MT2A,MT2A
16	57462762	57462763	+		1	Nm-seq	POLR2C,POLR2C,POLR2C,POLR2C,POLR2C,POLR2C
16	57471012	57471013	+		1	Nm-seq	POLR2C
16	57654018	57654019	+		1	Nm-seq	ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1
16	57654022	57654023	+		1	Nm-seq	ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1
16	57772271	57772272	-		1	Nm-seq	KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3
16	57772273	57772274	-		1	Nm-seq	KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3
16	57798208	57798209	-		1	Nm-seq	KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3,KIFC3
16	66398042	66398043	+		1	Nm-seq	CDH5,CDH5,CDH5,CDH5,CDH5
16	66823592	66823593	-		1	Nm-seq	NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1,NAE1
16	67100253	67100254	+		1	Nm-seq	CBFB,CBFB,CBFB,CBFB,CBFB
16	69324219	69324220	+		1	Nm-seq	VPS4A,VPS4A
16	69702865	69702866	+		1	Nm-seq	NFAT5,NFAT5,NFAT5,NFAT5,NFAT5,NFAT5
16	69718226	69718227	-		1	Nm-seq	NQO1,NQO1,NQO1,NQO1,NQO1,NQO1,NQO1
16	69718227	69718228	-		1	Nm-seq	NQO1,NQO1,NQO1,NQO1,NQO1,NQO1,NQO1
16	69718414	69718415	-		1	Nm-seq	NQO1,NQO1,NQO1,NQO1,NQO1,NQO1,NQO1
16	69718504	69718505	-		1	Nm-seq	NQO1,NQO1,NQO1,NQO1,NQO1,NQO1,NQO1
16	70250941	70250942	-		1	Nm-seq	EXOSC6
16	70265600	70265601	-		1	Nm-seq	AARS,AARS
16	70265601	70265602	-		1	Nm-seq	AARS,AARS
16	70445352	70445353	-		1	Nm-seq	RNU6-23P,U6
16	70554514	70554515	+		1	Nm-seq	SF3B3,SF3B3,SF3B3,SF3B3
16	70572068	70572069	+		1	Nm-seq	SF3B3,SF3B3
16	71186908	71186909	-		1	Nm-seq	HYDIN,HYDIN,HYDIN,HYDIN,HYDIN,HYDIN,HYDIN
16	72785042	72785043	-		1	Nm-seq	ZFHX3,ZFHX3,ZFHX3
16	74304317	74304318	+		1	Nm-seq	PSMD7,PSMD7,PSMD7,PSMD7,PSMD7
16	75635757	75635758	-		1	Nm-seq	KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS
16	75635760	75635761	-		1	Nm-seq	KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS
16	75635761	75635762	-		1	Nm-seq	KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS,KARS
16	81087644	81087645	-		1	Nm-seq	GCSH,GCSH,AC092718.8,GCSH,GCSH,GCSH,GCSH,AC092718.3,AC092718.3,GCSH,GCSH,GCSH,GCSH,AC092718.3,AC092718.8
16	81868648	81868649	-		1	2OMe-seq	LSU-rRNA_Hsa
16	85779498	85779499	-		1	Nm-seq	EMC8,EMC8,EMC8,EMC8
16	87830160	87830161	-		1	Nm-seq	SLC7A5,SLC7A5
16	87832534	87832535	-		1	Nm-seq	SLC7A5,SLC7A5
16	87869008	87869009	-		1	Nm-seq	SLC7A5
16	87869009	87869010	-		1	Nm-seq	SLC7A5
16	87869010	87869011	-		1	Nm-seq	SLC7A5
16	88648112	88648113	-		1	Nm-seq	CYBA,CYBA,CYBA,CYBA,CYBA,CYBA,CYBA,CYBA,CYBA
16	89562344	89562345	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89562346	89562347	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89562349	89562350	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89562350	89562351	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89562884	89562885	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89562932	89562933	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89563057	89563058	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
16	89563063	89563064	+		1	Nm-seq	RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13,RPL13
17	800583	800584	-		1	Nm-seq	NXN,NXN,NXN,NXN
17	979389	979390	-		1	Nm-seq	NXN,NXN
17	1365006	1365007	-		1	Nm-seq	YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE
17	1365009	1365010	-		1	Nm-seq	YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE,YWHAE
17	1656705	1656706	-		1	Nm-seq	PRPF8,PRPF8
17	1736038	1736039	+		1	Nm-seq	WDR81,WDR81,WDR81,WDR81,WDR81,WDR81
17	4945661	4945662	-		1	Nm-seq	PFN1
17	5438935	5438936	-		1	Nm-seq	C1QBP,C1QBP,C1QBP
17	7220483	7220484	+		1	Nm-seq	ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL
17	7220485	7220486	+		1	Nm-seq	ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL,ACADVL
17	7574271	7574272	+		1	Nm-seq	EIF4A1,EIF4A1,EIF4A1,SENP3-EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,AC016876.2,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1
17	7575152	7575153	+		1	Nm-seq	EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,SENP3-EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,AC016876.2,EIF4A1,EIF4A1
17	7575159	7575160	+		1	Nm-seq	EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,AC016876.2,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,SENP3-EIF4A1,EIF4A1
17	7578425	7578426	+		1	Nm-seq	EIF4A1,EIF4A1,EIF4A1,EIF4A1,EIF4A1,AC016876.2,EIF4A1,SENP3-EIF4A1,EIF4A1
17	7594699	7594700	-		1	Nm-seq	FXR2,FXR2,FXR2
17	7754651	7754652	+		1	Nm-seq	RPL29P2,DNAH2,RPL29P2,DNAH2
17	7912026	7912027	+		1	Nm-seq	CHD3,CHD3,CHD3,CHD3,CHD3
17	8006366	8006367	+		1	Nm-seq	GUCY2D
17	8222838	8222839	-		1	Nm-seq	tRNA-Pro-CCG,LINC00324,tRNA-Pro-CGG-1-3
17	8226240	8226241	-		1	Nm-seq	CTC1,tRNA-Thr-AGT-1-2,CTC1,tRNA-Thr-ACY
17	15229932	15229933	-		1	Nm-seq	PMP22,PMP22,PMP22,PMP22,PMP22
17	15230888	15230889	-		1	Nm-seq	PMP22,PMP22,PMP22,PMP22,PMP22,PMP22
17	16441471	16441472	+		1	Nm-seq	SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29,SNHG29
17	18245819	18245820	-		1	Nm-seq	FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII,FLII
17	19452390	19452391	+		1	2OMe-seq	LSU-rRNA_Hsa
17	19452392	19452393	+		1	2OMe-seq	LSU-rRNA_Hsa
17	19656511	19656512	+		1	Nm-seq	ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2
17	19775965	19775966	-		1	Nm-seq	ULK2,ULK2
17	22524426	22524427	+		1	Nm-seq	MTRNR2L1
17	22524439	22524440	+		1	Nm-seq	MTRNR2L1
17	22524506	22524507	+		1	Nm-seq	MTRNR2L1
17	28367475	28367476	-		1	Nm-seq	AC002094.3,VTN
17	28634074	28634075	-		1	Nm-seq	KIAA0100,KIAA0100,KIAA0100,KIAA0100
17	28722861	28722862	+		1	Nm-seq	RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A
17	28722863	28722864	+		1	Nm-seq	RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A
17	28723893	28723894	+		1	Nm-seq	RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A,RPL23A
17	29259374	29259375	-		1	Nm-seq	NUFIP2
17	29287444	29287445	-		1	Nm-seq	NUFIP2,NUFIP2
17	34179180	34179181	-		1	Nm-seq	LINC01989,LINC01989,LINC01989
17	35846981	35846982	+		1	Nm-seq	TAF15,TAF15,TAF15,TAF15,TAF15
17	37884000	37884001	-		1	Nm-seq	YWHAEP7
17	38322136	38322137	+		1	Nm-seq	MRPL45,MRPL45
17	38760484	38760485	+		1	Nm-seq	PSMB3,PSMB3,PSMB3,PSMB3,PSMB3
17	38852673	38852674	-		1	Nm-seq	RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23
17	38852674	38852675	-		1	Nm-seq	RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23,RPL23
17	39204533	39204534	+		1	Nm-seq	RPL19,RPL19,RPL19,RPL19,RPL19
17	39729507	39729508	-		1	Nm-seq	MIEN1,MIEN1,MIEN1,MIEN1,MIEN1,MIEN1
17	39988709	39988710	+		1	Nm-seq	PSMD3,PSMD3,PSMD3,PSMD3
17	40389238	40389239	-		1	Nm-seq	TOP2A,TOP2A
17	40390075	40390076	-		1	Nm-seq	TOP2A,TOP2A
17	40400858	40400859	-		1	Nm-seq	TOP2A
17	40402931	40402932	-		1	Nm-seq	TOP2A
17	41691515	41691516	+		1	Nm-seq	EIF1,EIF1,EIF1,EIF1
17	41691516	41691517	+		1	Nm-seq	EIF1,EIF1,EIF1,EIF1
17	41867760	41867761	-		1	Nm-seq	ACLY,ACLY,ACLY,ACLY,ACLY,ACLY
17	41913825	41913826	-		1	Nm-seq	ACLY,ACLY,ACLY,ACLY,ACLY,ACLY,ACLY,ACLY
17	42125136	42125137	-		1	Nm-seq	RAB5C,RAB5C,AC099811.2,AC099811.2,AC099811.2
17	42841575	42841576	+		1	Nm-seq	PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3
17	43233916	43233917	-		5	RiboMeth-seq,Nm-seq,na	U2,RNU2-1,CCDC200,CCDC200
17	43233930	43233931	-		2	Nm-seq,na	CCDC200,RNU2-1,CCDC200,U2
17	44071147	44071148	+		1	Nm-seq	G6PC3,G6PC3,G6PC3,G6PC3,G6PC3,G6PC3
17	44322819	44322820	-		1	Nm-seq	SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39
17	44863687	44863688	-		1	Nm-seq	EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2
17	45086518	45086519	+		1	Nm-seq	NMT1,NMT1,NMT1,NMT1,NMT1,NMT1,NMT1
17	47650391	47650392	+		1	Nm-seq	KPNB1,KPNB1,KPNB1,KPNB1,KPNB1
17	47678386	47678387	+		1	Nm-seq	KPNB1,KPNB1,KPNB1,KPNB1,KPNB1
17	47683227	47683228	+		1	Nm-seq	KPNB1,KPNB1
17	48058750	48058751	+		1	Nm-seq	NFE2L1,NFE2L1,NFE2L1,NFE2L1,NFE2L1,NFE2L1,NFE2L1
