,group,group_name,start,end,width,tx_id,exon_id,exon_rank,seq_start,seq_end,seq_name,seq_strand
2107,2107,NA,-1,-1,1,NA,NA,NA,1656465,1656466,chr16,+
2108,2108,NA,-1,-1,1,NA,NA,NA,18668958,18668959,chr19,+
2109,2109,NA,-1,-1,1,NA,NA,NA,36923434,36923435,chr6,+
2110,2110,NA,-1,-1,1,NA,NA,NA,1461311,1461312,chr19,-
2111,2111,NA,-1,-1,1,NA,NA,NA,2420096,2420097,chr17,-
2112,2112,NA,-1,-1,1,NA,NA,NA,4996834,4996835,chr7,+
2113,2113,NA,-1,-1,1,NA,NA,NA,155122676,155122677,chrX,+
2114,2114,NA,-1,-1,1,NA,NA,NA,1900944,1900945,chr4,+
2115,2115,NA,-1,-1,1,NA,NA,NA,298147,298148,chr16,-
2116,2116,NA,-1,-1,1,NA,NA,NA,117999468,117999469,chr6,+
2117,2117,NA,-1,-1,1,NA,NA,NA,128066796,128066797,chr9,-
2118,2118,NA,-1,-1,1,NA,NA,NA,110719486,110719487,chr13,+
2119,2119,NA,-1,-1,1,NA,NA,NA,98044851,98044852,chr8,-
2120,2120,NA,-1,-1,1,NA,NA,NA,100358923,100358924,chr7,+
2121,2121,NA,-1,-1,1,NA,NA,NA,95831079,95831080,chr11,+
2122,2122,NA,-1,-1,1,NA,NA,NA,209783458,209783459,chr1,-
2123,2123,NA,-1,-1,1,NA,NA,NA,6599798,6599799,chr5,-
2124,2124,NA,-1,-1,1,NA,NA,NA,11351340,11351341,chr16,+
2125,2125,NA,-1,-1,1,NA,NA,NA,32310755,32310756,chr20,+
2126,2126,NA,-1,-1,1,NA,NA,NA,44264287,44264288,chr11,-
2127,2127,NA,-1,-1,1,NA,NA,NA,73201373,73201374,chr17,+
2128,2128,NA,-1,-1,1,NA,NA,NA,231421139,231421140,chr1,-
2129,2129,NA,-1,-1,1,NA,NA,NA,203439467,203439468,chr2,-
2130,2130,NA,-1,-1,1,NA,NA,NA,182599131,182599132,chr1,-
2131,2131,NA,-1,-1,1,NA,NA,NA,127732033,127732034,chr9,-
2132,2132,NA,-1,-1,1,NA,NA,NA,22030474,22030475,chr1,+
2133,2133,NA,-1,-1,1,NA,NA,NA,20425711,20425712,chr22,-
2134,2134,NA,-1,-1,1,NA,NA,NA,155122672,155122673,chrX,+
2135,2135,NA,-1,-1,1,NA,NA,NA,48713435,48713436,chr19,-
2136,2136,NA,-1,-1,1,NA,NA,NA,5586,5587,chr17_KI270861v1_alt,-
2137,2137,NA,-1,-1,1,NA,NA,NA,26509038,26509039,chr8,-
2138,2138,NA,-1,-1,1,NA,NA,NA,28701949,28701950,chr17,+
2139,2139,NA,-1,-1,1,NA,NA,NA,73435741,73435742,chr7,+
2140,2140,NA,-1,-1,1,NA,NA,NA,75891091,75891092,chr17,-
2141,2141,NA,-1,-1,1,NA,NA,NA,55064737,55064738,chr14,+
2142,2142,NA,-1,-1,1,NA,NA,NA,1389507,1389508,chrY,-
2143,2143,NA,-1,-1,1,NA,NA,NA,89674342,89674343,chr6,-
2144,2144,NA,-1,-1,1,NA,NA,NA,228104401,228104402,chr1,+
2145,2145,NA,-1,-1,1,NA,NA,NA,10149858,10149859,chr3,+
2146,2146,NA,-1,-1,1,NA,NA,NA,785693,785694,chr5,+
2147,2147,NA,-1,-1,1,NA,NA,NA,49618828,49618829,chr14,-
2148,2148,NA,-1,-1,1,NA,NA,NA,134026236,134026237,chr9,+
2149,2149,NA,-1,-1,1,NA,NA,NA,1574722,1574723,chr19,-
2150,2150,NA,-1,-1,1,NA,NA,NA,83085150,83085151,chr17,+
2151,2151,NA,-1,-1,1,NA,NA,NA,83068646,83068647,chr9,+
2152,2152,NA,-1,-1,1,NA,NA,NA,30532572,30532573,chr16,-
2153,2153,NA,-1,-1,1,NA,NA,NA,2432718,2432719,chr7,+
2154,2154,NA,-1,-1,1,NA,NA,NA,103204489,103204490,chr9,-
2155,2155,NA,-1,-1,1,NA,NA,NA,211941807,211941808,chr1,-
2156,2156,NA,-1,-1,1,NA,NA,NA,233840755,233840756,chr2,-
2157,2157,NA,-1,-1,1,NA,NA,NA,4764126,4764127,chr7,+
2158,2158,NA,-1,-1,1,NA,NA,NA,67993276,67993277,chr17,-
2159,2159,NA,-1,-1,1,NA,NA,NA,2911892,2911893,chr6_GL000252v2_alt,-
2160,2160,NA,-1,-1,1,NA,NA,NA,172081830,172081831,chr2,+
2161,2161,NA,-1,-1,1,NA,NA,NA,44804673,44804674,chr17,-
2162,2162,NA,-1,-1,1,NA,NA,NA,236124347,236124348,chr2,+
2163,2163,NA,-1,-1,1,NA,NA,NA,240577809,240577810,chr2,+
2164,2164,NA,-1,-1,1,NA,NA,NA,127874032,127874033,chr2,-
2165,2165,NA,-1,-1,1,NA,NA,NA,36246266,36246267,chr9,-
2166,2166,NA,-1,-1,1,NA,NA,NA,49727164,49727165,chr3,-
2167,2167,NA,-1,-1,1,NA,NA,NA,41347784,41347785,chrX,+
2168,2168,NA,-1,-1,1,NA,NA,NA,154944962,154944963,chr1,-
2169,2169,NA,-1,-1,1,NA,NA,NA,28148660,28148661,chr6,+
2170,2170,NA,-1,-1,1,NA,NA,NA,138187333,138187334,chr5,+
2171,2171,NA,-1,-1,1,NA,NA,NA,49097638,49097639,chr12,-
2172,2172,NA,-1,-1,1,NA,NA,NA,32711813,32711814,chr19,+
2173,2173,NA,-1,-1,1,NA,NA,NA,169694772,169694773,chr6,-
2174,2174,NA,-1,-1,1,NA,NA,NA,65044704,65044705,chr11,+
2175,2175,NA,-1,-1,1,NA,NA,NA,76270511,76270512,chr17,+
2176,2176,NA,-1,-1,1,NA,NA,NA,36304502,36304503,chr13,-
2177,2177,NA,-1,-1,1,NA,NA,NA,128955134,128955135,chr7,-
2178,2178,NA,-1,-1,1,NA,NA,NA,3040595,3040596,chr12,+
2179,2179,NA,-1,-1,1,NA,NA,NA,57758977,57758978,chr12,+
2180,2180,NA,-1,-1,1,NA,NA,NA,107840956,107840957,chrX,+
2181,2181,NA,-1,-1,1,NA,NA,NA,16878810,16878811,chr19,+
2182,2182,NA,-1,-1,1,NA,NA,NA,12688590,12688591,chr7,+
2183,2183,NA,-1,-1,1,NA,NA,NA,18142356,18142357,chr20,+
2184,2184,NA,-1,-1,1,NA,NA,NA,117830818,117830819,chr2,+
2185,2185,NA,-1,-1,1,NA,NA,NA,33008484,33008485,chr1,-
2186,2186,NA,-1,-1,1,NA,NA,NA,10260554,10260555,chr3,+
2187,2187,NA,-1,-1,1,NA,NA,NA,44767703,44767704,chr7,+
2188,2188,NA,-1,-1,1,NA,NA,NA,41932767,41932768,chr6,+
2189,2189,NA,-1,-1,1,NA,NA,NA,23096146,23096147,chr22,+
2190,2190,NA,-1,-1,1,NA,NA,NA,46956933,46956934,chr16,-
2191,2191,NA,-1,-1,1,NA,NA,NA,143305194,143305195,chr7,+
2192,2192,NA,-1,-1,1,NA,NA,NA,112779557,112779558,chrX,-
2193,2193,NA,-1,-1,1,NA,NA,NA,98949106,98949107,chr8,+
2194,2194,NA,-1,-1,1,NA,NA,NA,22319186,22319187,chr22,+
2195,2195,NA,-1,-1,1,NA,NA,NA,97432253,97432254,chr2,-
2196,2196,NA,-1,-1,1,NA,NA,NA,119588624,119588625,chrX,-
2197,2197,NA,-1,-1,1,NA,NA,NA,72274758,72274759,chr10,+
2198,2198,NA,-1,-1,1,NA,NA,NA,203307184,203307185,chr1,+
2199,2199,NA,-1,-1,1,NA,NA,NA,18971440,18971441,chr17,-
2200,2200,NA,-1,-1,1,NA,NA,NA,114325638,114325639,chr13,+
2201,2201,NA,-1,-1,1,NA,NA,NA,47571796,47571797,chrX,+
2202,2202,NA,-1,-1,1,NA,NA,NA,46397707,46397708,chr11,-
2203,2203,NA,-1,-1,1,NA,NA,NA,155458854,155458855,chr7,+
2204,2204,NA,-1,-1,1,NA,NA,NA,36752674,36752675,chr20,-
2205,2205,NA,-1,-1,1,NA,NA,NA,65598424,65598425,chr11,-
2206,2206,NA,-1,-1,1,NA,NA,NA,134888078,134888079,chr5,+
2207,2207,NA,-1,-1,1,NA,NA,NA,67312849,67312850,chr12,+
2208,2208,NA,-1,-1,1,NA,NA,NA,65573710,65573711,chr11,+
2209,2209,NA,-1,-1,1,NA,NA,NA,110719885,110719886,chr13,+
2210,2210,NA,-1,-1,1,NA,NA,NA,73543260,73543261,chr14,+
2211,2211,NA,-1,-1,1,NA,NA,NA,129651206,129651207,chr3,-
2212,2212,NA,-1,-1,1,NA,NA,NA,137552397,137552398,chr9,+
2213,2213,NA,-1,-1,1,NA,NA,NA,113730317,113730318,chr10,+
2214,2214,NA,-1,-1,1,NA,NA,NA,137198220,137198221,chr6,-
2215,2215,NA,-1,-1,1,NA,NA,NA,181891,181892,chr20_KI270870v1_alt,+
2216,2216,NA,-1,-1,1,NA,NA,NA,38089855,38089856,chr20,+
2217,2217,NA,-1,-1,1,NA,NA,NA,141010528,141010529,chr7,-
2218,2218,NA,-1,-1,1,NA,NA,NA,41460045,41460046,chr22,-
2219,2219,NA,-1,-1,1,NA,NA,NA,105307921,105307922,chr2,-
2220,2220,NA,-1,-1,1,NA,NA,NA,2834519,2834520,chr19,+
2221,2221,NA,-1,-1,1,NA,NA,NA,102560442,102560443,chr7,-
2222,2222,NA,-1,-1,1,NA,NA,NA,155738361,155738362,chr1,+
2223,2223,NA,-1,-1,1,NA,NA,NA,36591529,36591530,chr20,+
2224,2224,NA,-1,-1,1,NA,NA,NA,133313036,133313037,chr10,+
2225,2225,NA,-1,-1,1,NA,NA,NA,61796891,61796892,chr11,+
2226,2226,NA,-1,-1,1,NA,NA,NA,57708992,57708993,chr15,+
2227,2227,NA,-1,-1,1,NA,NA,NA,40331049,40331050,chr17,+
2228,2228,NA,-1,-1,1,NA,NA,NA,41230388,41230389,chr22,+
2229,2229,NA,-1,-1,1,NA,NA,NA,70134665,70134666,chrX,+
2230,2230,NA,-1,-1,1,NA,NA,NA,53374648,53374649,chrX,-
2231,2231,NA,-1,-1,1,NA,NA,NA,43990494,43990495,chr1,+
2232,2232,NA,-1,-1,1,NA,NA,NA,21393675,21393676,chr14,-
2233,2233,NA,-1,-1,1,NA,NA,NA,15644964,15644965,chr3,+
2234,2234,NA,-1,-1,1,NA,NA,NA,58472477,58472478,chr19,+
2235,2235,NA,-1,-1,1,NA,NA,NA,223959868,223959869,chr2,+
2236,2236,NA,-1,-1,1,NA,NA,NA,120444804,120444805,chr12,-
2237,2237,NA,-1,-1,1,NA,NA,NA,24322772,24322773,chr22,+
2238,2238,NA,-1,-1,1,NA,NA,NA,2420275,2420276,chr17,-
2239,2239,NA,-1,-1,1,NA,NA,NA,18777371,18777372,chr19,+
2240,2240,NA,-1,-1,1,NA,NA,NA,22576778,22576779,chr1,+
2241,2241,NA,-1,-1,1,NA,NA,NA,125583961,125583962,chr11,+
2242,2242,NA,-1,-1,1,NA,NA,NA,121810749,121810750,chr12,+
2243,2243,NA,-1,-1,1,NA,NA,NA,4892144,4892145,chr6,+
2244,2244,NA,-1,-1,1,NA,NA,NA,44624499,44624500,chr7,+
2245,2245,NA,-1,-1,1,NA,NA,NA,13094932,13094933,chr19,+
2246,2246,NA,-1,-1,1,NA,NA,NA,65618688,65618689,chr11,+
2247,2247,NA,-1,-1,1,NA,NA,NA,49903563,49903564,chr22,-
2248,2248,NA,-1,-1,1,NA,NA,NA,11146344,11146345,chr19,-
2249,2249,NA,-1,-1,1,NA,NA,NA,67147459,67147460,chr16,+
2250,2250,NA,-1,-1,1,NA,NA,NA,121430081,121430082,chr12,-
2251,2251,NA,-1,-1,1,NA,NA,NA,46216487,46216488,chr18,+
2252,2252,NA,-1,-1,1,NA,NA,NA,156800469,156800470,chr1,+
2253,2253,NA,-1,-1,1,NA,NA,NA,151214013,151214014,chr7,-
2254,2254,NA,-1,-1,1,NA,NA,NA,135186223,135186224,chr7,-
2255,2255,NA,-1,-1,1,NA,NA,NA,3631344,3631345,chr19,-
2256,2256,NA,-1,-1,1,NA,NA,NA,44457131,44457132,chr21,+
2257,2257,NA,-1,-1,1,NA,NA,NA,153163892,153163893,chr3,+
2258,2258,NA,-1,-1,1,NA,NA,NA,52393678,52393679,chr1,-
2259,2259,NA,-1,-1,1,NA,NA,NA,15628676,15628677,chr17,-
2260,2260,NA,-1,-1,1,NA,NA,NA,44565940,44565941,chr7,-
2261,2261,NA,-1,-1,1,NA,NA,NA,122918714,122918715,chr9,-
2262,2262,NA,-1,-1,1,NA,NA,NA,9566619,9566620,chr19,-
2263,2263,NA,-1,-1,1,NA,NA,NA,51500014,51500015,chr3,-
2264,2264,NA,-1,-1,1,NA,NA,NA,155913393,155913394,chr1,-
2265,2265,NA,-1,-1,1,NA,NA,NA,19179658,19179659,chr22,-
2266,2266,NA,-1,-1,1,NA,NA,NA,5388105,5388106,chr7,-
2267,2267,NA,-1,-1,1,NA,NA,NA,113640821,113640822,chr13,+
2268,2268,NA,-1,-1,1,NA,NA,NA,20953342,20953343,chr22,+
2269,2269,NA,-1,-1,1,NA,NA,NA,197512267,197512268,chr3,-
2270,2270,NA,-1,-1,1,NA,NA,NA,31434147,31434148,chr22,+
2271,2271,NA,-1,-1,1,NA,NA,NA,184619716,184619717,chr1,+
2272,2272,NA,-1,-1,1,NA,NA,NA,18569404,18569405,chr20,+
2273,2273,NA,-1,-1,1,NA,NA,NA,43199665,43199666,chr8,+
2274,2274,NA,-1,-1,1,NA,NA,NA,45109147,45109148,chr7,-
2275,2275,NA,-1,-1,1,NA,NA,NA,172768813,172768814,chr5,-
2276,2276,NA,-1,-1,1,NA,NA,NA,89563055,89563056,chr16,+
2277,2277,NA,-1,-1,1,NA,NA,NA,79765355,79765356,chr8,-
2278,2278,NA,-1,-1,1,NA,NA,NA,9570348,9570349,chr18,-
2279,2279,NA,-1,-1,1,NA,NA,NA,54764498,54764499,chr1,-
2280,2280,NA,-1,-1,1,NA,NA,NA,55091338,55091339,chr19,-
2281,2281,NA,-1,-1,1,NA,NA,NA,41740944,41740945,chr21,-
2282,2282,NA,-1,-1,1,NA,NA,NA,124623554,124623555,chr10,-
2283,2283,NA,-1,-1,1,NA,NA,NA,10643802,10643803,chr19,+
2284,2284,NA,-1,-1,1,NA,NA,NA,100338722,100338723,chr12,+
2285,2285,NA,-1,-1,1,NA,NA,NA,57759041,57759042,chr12,+
2286,2286,NA,-1,-1,1,NA,NA,NA,56307,56308,chr14_KI270847v1_alt,-
2287,2287,NA,-1,-1,1,NA,NA,NA,15669996,15669997,chr3,-
2288,2288,NA,-1,-1,1,NA,NA,NA,29049379,29049380,chr22,+
2289,2289,NA,-1,-1,1,NA,NA,NA,33710218,33710219,chr11,-
2290,2290,NA,-1,-1,1,NA,NA,NA,74799493,74799494,chr14,+
2291,2291,NA,-1,-1,1,NA,NA,NA,44434605,44434606,chr13,-
2292,2292,NA,-1,-1,1,NA,NA,NA,30968337,30968338,chr22,-
2293,2293,NA,-1,-1,1,NA,NA,NA,244705701,244705702,chr1,+
2294,2294,NA,-1,-1,1,NA,NA,NA,30070013,30070014,chr8,-
2295,2295,NA,-1,-1,1,NA,NA,NA,76145137,76145138,chr17,-
2296,2296,NA,-1,-1,1,NA,NA,NA,119453091,119453092,chrX,+
2297,2297,NA,-1,-1,1,NA,NA,NA,155775211,155775212,chr7,+
2298,2298,NA,-1,-1,1,NA,NA,NA,19051837,19051838,chr19,+
2299,2299,NA,-1,-1,1,NA,NA,NA,205147450,205147451,chr1,-
2300,2300,NA,-1,-1,1,NA,NA,NA,32393818,32393819,chr21,+
2301,2301,NA,-1,-1,1,NA,NA,NA,177456025,177456026,chr5,+
2302,2302,NA,-1,-1,1,NA,NA,NA,153604166,153604167,chr4,+
2303,2303,NA,-1,-1,1,NA,NA,NA,124989118,124989119,chr10,-
2304,2304,NA,-1,-1,1,NA,NA,NA,73852678,73852679,chrX,-
2305,2305,NA,-1,-1,1,NA,NA,NA,127941832,127941833,chr2,-
2306,2306,NA,-1,-1,1,NA,NA,NA,59211373,59211374,chr17,+
2307,2307,NA,-1,-1,1,NA,NA,NA,72759651,72759652,chr13,-
2308,2308,NA,-1,-1,1,NA,NA,NA,28860638,28860639,chr17,+
2309,2309,NA,-1,-1,1,NA,NA,NA,51491610,51491611,chrX,-
2310,2310,NA,-1,-1,1,NA,NA,NA,6716741,6716742,chr4,+
2311,2311,NA,-1,-1,1,NA,NA,NA,69742404,69742405,chr16,-
2312,2312,NA,-1,-1,1,NA,NA,NA,134854997,134854998,chr5,+
2313,2313,NA,-1,-1,1,NA,NA,NA,173034732,173034733,chr5,+
2314,2314,NA,-1,-1,1,NA,NA,NA,48700256,48700257,chrX,+
2315,2315,NA,-1,-1,1,NA,NA,NA,65111429,65111430,chr11,+
2316,2316,NA,-1,-1,1,NA,NA,NA,85632920,85632921,chr9,-
2317,2317,NA,-1,-1,1,NA,NA,NA,28326649,28326650,chr17,+
2318,2318,NA,-1,-1,1,NA,NA,NA,292255,292256,chr5_GL339449v2_alt,+
2319,2319,NA,-1,-1,1,NA,NA,NA,56641517,56641518,chr3,-
2320,2320,NA,-1,-1,1,NA,NA,NA,135171779,135171780,chr7,+
2321,2321,NA,-1,-1,1,NA,NA,NA,36126412,36126413,chr18,-
2322,2322,NA,-1,-1,1,NA,NA,NA,26482033,26482034,chr22,-
2323,2323,NA,-1,-1,1,NA,NA,NA,60720172,60720173,chr14,-
2324,2324,NA,-1,-1,1,NA,NA,NA,152644902,152644903,chr7,-
2325,2325,NA,-1,-1,1,NA,NA,NA,38805022,38805023,chrX,+
2326,2326,NA,-1,-1,1,NA,NA,NA,45714204,45714205,chr7,+
2327,2327,NA,-1,-1,1,NA,NA,NA,69208896,69208897,chr10,+
2328,2328,NA,-1,-1,1,NA,NA,NA,4389030,4389031,chr6_GL000255v2_alt,-
2329,2329,NA,-1,-1,1,NA,NA,NA,15820848,15820849,chr22,+
2330,2330,NA,-1,-1,1,NA,NA,NA,67657289,67657290,chr12,+
2331,2331,NA,-1,-1,1,NA,NA,NA,36237934,36237935,chr19,+
2332,2332,NA,-1,-1,1,NA,NA,NA,27850239,27850240,chr1,+
2333,2333,NA,-1,-1,1,NA,NA,NA,2963483,2963484,chr6_GL000256v2_alt,-
2334,2334,NA,-1,-1,1,NA,NA,NA,66668884,66668885,chr11,-
2335,2335,NA,-1,-1,1,NA,NA,NA,125232458,125232459,chr3,-
2336,2336,NA,-1,-1,1,NA,NA,NA,123253850,123253851,chr12,+
2337,2337,NA,-1,-1,1,NA,NA,NA,75272778,75272779,chr17,+
2338,2338,NA,-1,-1,1,NA,NA,NA,120480147,120480148,chr11,+
2339,2339,NA,-1,-1,1,NA,NA,NA,12740789,12740790,chr2,+
2340,2340,NA,-1,-1,1,NA,NA,NA,234495137,234495138,chr2,-
2341,2341,NA,-1,-1,1,NA,NA,NA,73065638,73065639,chr3,+
2342,2342,NA,-1,-1,1,NA,NA,NA,58513810,58513811,chr19,-
2343,2343,NA,-1,-1,1,NA,NA,NA,107758600,107758601,chr7,+
2344,2344,NA,-1,-1,1,NA,NA,NA,22973408,22973409,chr14,-
2345,2345,NA,-1,-1,1,NA,NA,NA,57516743,57516744,chr12,-
2346,2346,NA,-1,-1,1,NA,NA,NA,73783193,73783194,chr10,+
2347,2347,NA,-1,-1,1,NA,NA,NA,127889963,127889964,chr4,+
2348,2348,NA,-1,-1,1,NA,NA,NA,139372758,139372759,chr6,-
2349,2349,NA,-1,-1,1,NA,NA,NA,3850388,3850389,chr6,+
2350,2350,NA,-1,-1,1,NA,NA,NA,122059258,122059259,chr12,+
2351,2351,NA,-1,-1,1,NA,NA,NA,10461652,10461653,chr1,-
2352,2352,NA,-1,-1,1,NA,NA,NA,112779552,112779553,chrX,-
2353,2353,NA,-1,-1,1,NA,NA,NA,18278140,18278141,chr17,-
2354,2354,NA,-1,-1,1,NA,NA,NA,2420057,2420058,chr17,-
2355,2355,NA,-1,-1,1,NA,NA,NA,29702474,29702475,chr19,-
2356,2356,NA,-1,-1,1,NA,NA,NA,4422107,4422108,chr6_GL000256v2_alt,+
2357,2357,NA,-1,-1,1,NA,NA,NA,9103165,9103166,chr16,+
2358,2358,NA,-1,-1,1,NA,NA,NA,27924443,27924444,chr22,+
2359,2359,NA,-1,-1,1,NA,NA,NA,1718377,1718378,chr4,-
2360,2360,NA,-1,-1,1,NA,NA,NA,137301564,137301565,chr9,-
2361,2361,NA,-1,-1,1,NA,NA,NA,35752753,35752754,chr9,+
2362,2362,NA,-1,-1,1,NA,NA,NA,58583037,58583038,chr19,+
2363,2363,NA,-1,-1,1,NA,NA,NA,20406963,20406964,chr22,+
2364,2364,NA,-1,-1,1,NA,NA,NA,6716825,6716826,chr4,+
2365,2365,NA,-1,-1,1,NA,NA,NA,88833456,88833457,chr1,+
2366,2366,NA,-1,-1,1,NA,NA,NA,49656043,49656044,chr3,+
2367,2367,NA,-1,-1,1,NA,NA,NA,55578734,55578735,chr19,-
2368,2368,NA,-1,-1,1,NA,NA,NA,119093388,119093389,chr11,+
2369,2369,NA,-1,-1,1,NA,NA,NA,66624310,66624311,chr11,+
2370,2370,NA,-1,-1,1,NA,NA,NA,58314911,58314912,chr19,+
2371,2371,NA,-1,-1,1,NA,NA,NA,8403772,8403773,chr19,+
2372,2372,NA,-1,-1,1,NA,NA,NA,131941344,131941345,chr12,+
2373,2373,NA,-1,-1,1,NA,NA,NA,4013214,4013215,chr19,+
2374,2374,NA,-1,-1,1,NA,NA,NA,70381044,70381045,chr16,-
2375,2375,NA,-1,-1,1,NA,NA,NA,38805355,38805356,chrX,+
2376,2376,NA,-1,-1,1,NA,NA,NA,121423692,121423693,chr12,+
2377,2377,NA,-1,-1,1,NA,NA,NA,48452777,48452778,chr19,+
2378,2378,NA,-1,-1,1,NA,NA,NA,50798845,50798846,chr19,-
2379,2379,NA,-1,-1,1,NA,NA,NA,2690576,2690577,chr17,-
2380,2380,NA,-1,-1,1,NA,NA,NA,97434663,97434664,chr2,-
2381,2381,NA,-1,-1,1,NA,NA,NA,2229077,2229078,chr1,+
2382,2382,NA,-1,-1,1,NA,NA,NA,74482387,74482388,chr2,-
2383,2383,NA,-1,-1,1,NA,NA,NA,84802313,84802314,chr15,+
2384,2384,NA,-1,-1,1,NA,NA,NA,4878020,4878021,chr7,-
2385,2385,NA,-1,-1,1,NA,NA,NA,42571820,42571821,chr17,+
2386,2386,NA,-1,-1,1,NA,NA,NA,27998898,27998899,chr22,-
2387,2387,NA,-1,-1,1,NA,NA,NA,10279657,10279658,chr3,+
2388,2388,NA,-1,-1,1,NA,NA,NA,151342857,151342858,chr1,-
2389,2389,NA,-1,-1,1,NA,NA,NA,70381755,70381756,chr16,-
2390,2390,NA,-1,-1,1,NA,NA,NA,57602025,57602026,chr12,+
2391,2391,NA,-1,-1,1,NA,NA,NA,17637335,17637336,chr6,-
2392,2392,NA,-1,-1,1,NA,NA,NA,20586746,20586747,chr22,+
2393,2393,NA,-1,-1,1,NA,NA,NA,154584857,154584858,chr1,-
2394,2394,NA,-1,-1,1,NA,NA,NA,7581324,7581325,chr6,+
2395,2395,NA,-1,-1,1,NA,NA,NA,10434006,10434007,chr5,+
2396,2396,NA,-1,-1,1,NA,NA,NA,53214280,53214281,chr1,-
2397,2397,NA,-1,-1,1,NA,NA,NA,17306584,17306585,chr19,+
2398,2398,NA,-1,-1,1,NA,NA,NA,30069921,30069922,chr8,-
2399,2399,NA,-1,-1,1,NA,NA,NA,110900454,110900455,chr10,-
2400,2400,NA,-1,-1,1,NA,NA,NA,49963140,49963141,chr22,+
2401,2401,NA,-1,-1,1,NA,NA,NA,21177245,21177246,chr13,+
2402,2402,NA,-1,-1,1,NA,NA,NA,131626250,131626251,chr9,-
2403,2403,NA,-1,-1,1,NA,NA,NA,41932541,41932542,chr6,+
2404,2404,NA,-1,-1,1,NA,NA,NA,19852122,19852123,chr22,-
2405,2405,NA,-1,-1,1,NA,NA,NA,76271113,76271114,chr17,+
2406,2406,NA,-1,-1,1,NA,NA,NA,105142204,105142205,chr14,-
2407,2407,NA,-1,-1,1,NA,NA,NA,51662667,51662668,chr3,+
2408,2408,NA,-1,-1,1,NA,NA,NA,46061368,46061369,chr20,-
2409,2409,NA,-1,-1,1,NA,NA,NA,1656276,1656277,chr16,+
2410,2410,NA,-1,-1,1,NA,NA,NA,89738021,89738022,chr16,-
2411,2411,NA,-1,-1,1,NA,NA,NA,94079155,94079156,chr14,-
2412,2412,NA,-1,-1,1,NA,NA,NA,1901090,1901091,chr4,+
2413,2413,NA,-1,-1,1,NA,NA,NA,150762780,150762781,chrX,+
2414,2414,NA,-1,-1,1,NA,NA,NA,134741095,134741096,chr5,+
2415,2415,NA,-1,-1,1,NA,NA,NA,23276789,23276790,chr14,-
2416,2416,NA,-1,-1,1,NA,NA,NA,26598620,26598621,chr6,+
2417,2417,NA,-1,-1,1,NA,NA,NA,57398840,57398841,chr19,+
2418,2418,NA,-1,-1,1,NA,NA,NA,52264365,52264366,chr6,-
2419,2419,NA,-1,-1,1,NA,NA,NA,35853942,35853943,chr9,+
2420,2420,NA,-1,-1,1,NA,NA,NA,123015379,123015380,chr8,-
2421,2421,NA,-1,-1,1,NA,NA,NA,133959728,133959729,chr5,-
2422,2422,NA,-1,-1,1,NA,NA,NA,134887844,134887845,chr5,+
2423,2423,NA,-1,-1,1,NA,NA,NA,120696547,120696548,chr12,+
2424,2424,NA,-1,-1,1,NA,NA,NA,1319643,1319644,chr1,-
2425,2425,NA,-1,-1,1,NA,NA,NA,77427234,77427235,chr14,-
2426,2426,NA,-1,-1,1,NA,NA,NA,27922101,27922102,chr22,+
2427,2427,NA,-1,-1,1,NA,NA,NA,42594761,42594762,chr3,+
2428,2428,NA,-1,-1,1,NA,NA,NA,57398834,57398835,chr19,+
2429,2429,NA,-1,-1,1,NA,NA,NA,75469894,75469895,chr14,+
2430,2430,NA,-1,-1,1,NA,NA,NA,145912408,145912409,chr1,-
2431,2431,NA,-1,-1,1,NA,NA,NA,144520416,144520417,chr8,+
2432,2432,NA,-1,-1,1,NA,NA,NA,57252355,57252356,chr16,+
2433,2433,NA,-1,-1,1,NA,NA,NA,96328263,96328264,chr2,+
2434,2434,NA,-1,-1,1,NA,NA,NA,19119878,19119879,chr19,-
2435,2435,NA,-1,-1,1,NA,NA,NA,136724785,136724786,chr9,-
2436,2436,NA,-1,-1,1,NA,NA,NA,32559330,32559331,chr7,+
2437,2437,NA,-1,-1,1,NA,NA,NA,42113601,42113602,chr17,-
2438,2438,NA,-1,-1,1,NA,NA,NA,43133230,43133231,chr22,-
2439,2439,NA,-1,-1,1,NA,NA,NA,13778249,13778250,chr19,+
2440,2440,NA,-1,-1,1,NA,NA,NA,128099065,128099066,chr10,-
2441,2441,NA,-1,-1,1,NA,NA,NA,58147014,58147015,chr8,+
2442,2442,NA,-1,-1,1,NA,NA,NA,109596678,109596679,chr12,+
2443,2443,NA,-1,-1,1,NA,NA,NA,14163261,14163262,chr19,-
2444,2444,NA,-1,-1,1,NA,NA,NA,52264378,52264379,chr6,-
2445,2445,NA,-1,-1,1,NA,NA,NA,19440269,19440270,chr12,+
2446,2446,NA,-1,-1,1,NA,NA,NA,48968344,48968345,chr19,-
2447,2447,NA,-1,-1,1,NA,NA,NA,21385794,21385795,chr14,-
2448,2448,NA,-1,-1,1,NA,NA,NA,138507650,138507651,chr5,-
2449,2449,NA,-1,-1,1,NA,NA,NA,2859022,2859023,chr12,-
2450,2450,NA,-1,-1,1,NA,NA,NA,28326654,28326655,chr17,+
2451,2451,NA,-1,-1,1,NA,NA,NA,87344982,87344983,chr1,+
2452,2452,NA,-1,-1,1,NA,NA,NA,56892030,56892031,chr17,-
2453,2453,NA,-1,-1,1,NA,NA,NA,75566515,75566516,chr11,+
