chr	start	end	strand	label	gene_id	genomic_position	HCT116_model	n_reads	HEK293T_model	Arabidopsis_model
ENST00000439211	1220	1221	.	0	ENSG00000228716	80628924	0.73454756	37	0.7379184	0.8480832
ENST00000439211	1234	1235	.	0	ENSG00000228716	80628910	0.12170273	45	0.36487183	0.40442595
ENST00000439211	1252	1253	.	0	ENSG00000228716	80628892	0.11764461	43	0.13169576	0.16072565
ENST00000439211	1332	1333	.	0	ENSG00000228716	80628812	0.1266394	42	0.30193678	0.28389797
ENST00000439211	1888	1889	.	0	ENSG00000228716	80628256	0.06740241	21	0.18562374	0.041236438
ENST00000439211	1937	1938	.	0	ENSG00000228716	80628207	0.012767101	21	0.1306572	0.00045796632
ENST00000439211	1981	1982	.	0	ENSG00000228716	80628163	0.20467886	22	0.11754353	0.05342088
ENST00000439211	2054	2055	.	0	ENSG00000228716	80628090	0.07021973	25	0.30941054	0.010491252
ENST00000439211	2145	2146	.	0	ENSG00000228716	80627999	0.13657677	29	0.23885727	0.0060398816
ENST00000439211	2152	2153	.	0	ENSG00000228716	80627992	0.49707875	25	0.24556322	0.35936326
ENST00000439211	2315	2316	.	0	ENSG00000228716	80627829	0.018741453	37	0.20065174	0.13012211
ENST00000439211	2354	2355	.	0	ENSG00000228716	80627790	0.0409757	39	0.09552316	0.0053858636
ENST00000439211	2437	2438	.	0	ENSG00000228716	80627707	0.17114216	46	0.38672376	0.17451924
ENST00000439211	2510	2511	.	0	ENSG00000228716	80627634	0.016140783	50	0.09948639	0.12446848
ENST00000439211	2582	2583	.	0	ENSG00000228716	80627562	0.09910534	56	0.13693656	0.13651997
ENST00000439211	2623	2624	.	0	ENSG00000228716	80627521	0.11237836	52	0.21457335	0.14989407
ENST00000439211	2761	2762	.	0	ENSG00000228716	80627383	0.18625224	50	0.34380597	0.08616819
ENST00000439211	2770	2771	.	0	ENSG00000228716	80627374	0.042016815	60	0.30890083	0.12565114
ENST00000439211	2796	2797	.	0	ENSG00000228716	80627348	0.0070712804	60	0.12642193	0.12948832
ENST00000439211	2804	2805	.	0	ENSG00000228716	80627340	0.07036128	60	0.14445318	0.02386781
ENST00000439211	2898	2899	.	0	ENSG00000228716	80627246	0.05649122	57	0.14067921	0.0174726
ENST00000439211	2908	2909	.	0	ENSG00000228716	80627236	0.49030328	58	0.5974582	0.57923764
ENST00000439211	2986	2987	.	0	ENSG00000228716	80627158	0.0018605113	61	0.07459897	0.07503668
ENST00000439211	2997	2998	.	0	ENSG00000228716	80627147	0.01946019	62	0.27385277	0.0896155
ENST00000439211	3064	3065	.	0	ENSG00000228716	80627080	0.3192233	68	0.32738397	0.045170464
ENST00000439211	3168	3169	.	0	ENSG00000228716	80626976	0.14760333	64	0.12175399	0.0145973805
ENST00000439211	3213	3214	.	0	ENSG00000228716	80626931	0.12429029	68	0.26190782	0.061933257
ENST00000439211	3289	3290	.	0	ENSG00000228716	80626855	0.0036688924	45	0.09543382	0.08783045
ENST00000439211	3408	3409	.	0	ENSG00000228716	80626736	0.6687077	61	0.54685557	0.12242161
ENST00000439211	3432	3433	.	0	ENSG00000228716	80626712	0.5810593	65	0.59279025	0.5043867
ENST00000439211	3443	3444	.	0	ENSG00000228716	80626701	0.2601394	63	0.57841235	0.123717844
ENST00000439211	3540	3541	.	0	ENSG00000228716	80626604	0.043197323	63	0.17518717	0.12996905
ENST00000439211	3562	3563	.	0	ENSG00000228716	80626582	0.11253822	72	0.16753575	0.042107392
ENST00000439211	3569	3570	.	0	ENSG00000228716	80626575	0.19675274	69	0.2917007	0.25103152
ENST00000439211	3628	3629	.	0	ENSG00000228716	80626516	0.79589427	67	0.5697296	0.20457682
ENST00000439211	3648	3649	.	0	ENSG00000228716	80626496	0.30498442	75	0.47343987	0.59405977
ENST00000439211	3701	3702	.	0	ENSG00000228716	80626443	0.06467893	74	0.22162633	0.24574895
ENST00000439211	3712	3713	.	0	ENSG00000228716	80626432	0.016582048	68	0.13891926	0.0690614
ENST00000439211	3728	3729	.	0	ENSG00000228716	80626416	0.02786864	72	0.16155553	0.059082426
ENST00000439211	3741	3742	.	0	ENSG00000228716	80626403	0.20603284	74	0.39477116	0.47044596
ENST00000439211	3757	3758	.	0	ENSG00000228716	80626387	0.017669331	76	0.20791927	0.06610529
ENST00000439211	3792	3793	.	0	ENSG00000228716	80626352	0.1698989	68	0.4276855	0.08339359
ENST00000439211	3804	3805	.	0	ENSG00000228716	80626340	0.60929763	65	0.4789254	0.33541897
ENST00000439211	3824	3825	.	0	ENSG00000228716	80626320	0.222648	63	0.4327809	0.1335859
ENST00000439211	3851	3852	.	0	ENSG00000228716	80626293	0.0031957626	70	0.06034733	0.054276932
ENST00000439211	3879	3880	.	0	ENSG00000228716	80626265	0.18567958	55	0.3343553	0.15013975
ENST00000012443	127	128	.	0	ENSG00000011485	46347121	0.4233771	43	0.4555056	0.6095041
ENST00000012443	156	157	.	0	ENSG00000011485	46347150	0.2831126	39	0.3715863	0.11684885
ENST00000012443	199	200	.	0	ENSG00000011485	46347193	0.17456004	45	0.3061312	0.01230148
ENST00000012443	212	213	.	0	ENSG00000011485	46347206	0.027786791	42	0.20046535	0.0692387
ENST00000012443	230	231	.	0	ENSG00000011485	46353754	0.40133172	43	0.66607124	0.56577027
ENST00000012443	275	276	.	0	ENSG00000011485	46353799	0.29301777	42	0.16653475	0.03645847
ENST00000012443	377	378	.	0	ENSG00000011485	46353901	0.19429427	35	0.3600375	0.08163561
ENST00000012443	455	456	.	0	ENSG00000011485	46353979	0.3459426	45	0.40203944	0.031815995
ENST00000012443	488	489	.	0	ENSG00000011485	46375626	0.019313287	37	0.26844028	0.33093446
ENST00000012443	590	591	.	0	ENSG00000011485	46375728	0.30127487	41	0.24373722	0.013297605
ENST00000012443	599	600	.	0	ENSG00000011485	46375737	0.2738946	43	0.33706364	0.036014937
ENST00000012443	613	614	.	0	ENSG00000011485	46375751	0.06538185	42	0.07939513	0.015874863
ENST00000012443	636	637	.	0	ENSG00000011485	46376475	0.41799933	46	0.38126102	0.21049365
ENST00000012443	661	662	.	0	ENSG00000011485	46376500	0.09326609	48	0.3060233	0.020120084
ENST00000012443	701	702	.	0	ENSG00000011485	46376540	0.26058173	46	0.35236138	0.21190462
ENST00000012443	711	712	.	0	ENSG00000011485	46376550	0.507408	47	0.2364444	0.4774918
ENST00000012443	787	788	.	0	ENSG00000011485	46383462	0.04511136	42	0.0498556	0.0241544
ENST00000012443	802	803	.	0	ENSG00000011485	46383780	0.033018507	37	0.22657576	0.013173032
ENST00000012443	827	828	.	1	ENSG00000011485	46383805	0.5577495	43	0.5868213	0.17369631
ENST00000012443	848	849	.	0	ENSG00000011485	46383826	0.22923808	38	0.15245342	0.4730846
ENST00000012443	889	890	.	0	ENSG00000011485	46383867	0.15003115	50	0.1679946	0.20590167
ENST00000012443	914	915	.	0	ENSG00000011485	46384817	0.32817402	37	0.5452932	0.09825394
ENST00000012443	923	924	.	0	ENSG00000011485	46384826	0.5930637	48	0.15440103	0.53997844
ENST00000012443	1018	1019	.	0	ENSG00000011485	46387104	0.075568475	48	0.1551886	0.050701093
ENST00000012443	1022	1023	.	0	ENSG00000011485	46387108	0.06277734	38	0.22559988	0.0034860254
ENST00000012443	1031	1032	.	0	ENSG00000011485	46387117	0.2033073	54	0.18071666	0.015323806
ENST00000012443	1196	1197	.	0	ENSG00000011485	46387412	0.037760068	47	0.29912138	0.43618765
ENST00000012443	1250	1251	.	0	ENSG00000011485	46388420	0.28091112	55	0.18968616	0.26764366
ENST00000012443	1355	1356	.	0	ENSG00000011485	46388629	0.077108994	52	0.40539274	0.0810947
ENST00000012443	1364	1365	.	0	ENSG00000011485	46388638	0.18213871	58	0.49338874	0.029916262
ENST00000012443	1472	1473	.	0	ENSG00000011485	46390065	0.11573128	56	0.38162142	0.13784364
ENST00000012443	1505	1506	.	0	ENSG00000011485	46390098	0.13550869	38	0.1273907	0.6093203
ENST00000012443	1652	1653	.	0	ENSG00000011485	46390396	0.34523314	39	0.3148097	0.09344242
ENST00000012443	1704	1705	.	0	ENSG00000011485	46390448	0.4414262	60	0.511873	0.68648404
ENST00000012443	1802	1803	.	0	ENSG00000011485	46390546	0.23462495	49	0.4882409	0.049989782
ENST00000012443	1961	1962	.	0	ENSG00000011485	46390705	0.04362905	56	0.22620106	0.010982168
ENST00000298585	230	231	.	0	ENSG00000165724	137590260	0.025625587	84	0.060693253	0.094544485
ENST00000298585	278	279	.	0	ENSG00000165724	137588718	0.016718065	81	0.11422373	0.069590844
ENST00000298585	306	307	.	0	ENSG00000165724	137588690	0.34744447	89	0.5093106	0.13761246
ENST00000298585	396	397	.	0	ENSG00000165724	137587765	0.047335863	72	0.42727733	0.09453698
ENST00000298585	402	403	.	0	ENSG00000165724	137587759	0.15967967	85	0.12873204	0.013519513
ENST00000298585	424	425	.	0	ENSG00000165724	137587737	0.34371004	90	0.45237	0.42865592
ENST00000298585	503	504	.	0	ENSG00000165724	137587049	0.20263568	73	0.15899366	0.09658339
ENST00000298585	510	511	.	0	ENSG00000165724	137587042	0.35585815	70	0.40512267	0.2575473
ENST00000298585	522	523	.	0	ENSG00000165724	137587030	0.068976715	79	0.354018	0.08324562
ENST00000298585	569	570	.	0	ENSG00000165724	137586983	0.031839956	80	0.23103027	0.022837747
ENST00000298585	630	631	.	0	ENSG00000165724	137583119	0.033150304	68	0.080723144	0.048659313
ENST00000298585	643	644	.	0	ENSG00000165724	137583106	0.12405167	88	0.36252934	0.063778535
ENST00000298585	665	666	.	0	ENSG00000165724	137583084	0.15485542	92	0.08918981	0.27161464
ENST00000298585	711	712	.	0	ENSG00000165724	137583038	0.2742135	97	0.3413341	0.042217363
ENST00000298585	837	838	.	1	ENSG00000165724	137582616	0.7492809	83	0.65816087	0.3891357
ENST00000298585	969	970	.	1	ENSG00000165724	137582484	0.927502	88	0.63105285	0.9760702
ENST00000298585	973	974	.	1	ENSG00000165724	137582480	0.9836691	66	0.929705	0.7763347
ENST00000298585	985	986	.	0	ENSG00000165724	137582468	0.45115438	96	0.29538116	0.13535717
ENST00000298585	1022	1023	.	0	ENSG00000165724	137582431	0.23852158	93	0.48383325	0.12939945
ENST00000298585	1036	1037	.	0	ENSG00000165724	137582417	0.21469769	98	0.44180137	0.46952334
ENST00000298585	1099	1100	.	0	ENSG00000165724	137582354	0.20304346	88	0.27547866	0.44420314
ENST00000298585	1159	1160	.	0	ENSG00000165724	137582294	0.41657582	94	0.4979704	0.39046088
ENST00000298585	1262	1263	.	0	ENSG00000165724	137582191	0.21137246	62	0.69939446	0.38314235
ENST00000298585	1269	1270	.	0	ENSG00000165724	137582184	0.8186636	54	0.7124861	0.49606615
ENST00000589083	51	52	.	0	ENSG00000104915	13150175	0.25930065	21	0.28533587	0.6015898
ENST00000589083	66	67	.	0	ENSG00000104915	13150160	0.031481825	20	0.1525573	0.0117615815
ENST00000589083	108	109	.	0	ENSG00000104915	13149877	0.18355839	24	0.42548084	0.006263423
ENST00000589083	231	232	.	0	ENSG00000104915	13149754	0.41549617	23	0.38152444	0.25557923
ENST00000589083	240	241	.	0	ENSG00000104915	13149745	0.14820494	25	0.39179772	0.24932022
ENST00000589083	251	252	.	0	ENSG00000104915	13149734	0.023065437	24	0.2347652	0.019032812
ENST00000589083	303	304	.	0	ENSG00000104915	13149548	0.33036417	23	0.35818228	0.0525864
ENST00000589083	363	364	.	0	ENSG00000104915	13149081	0.03462852	29	0.25128	0.009539759
ENST00000589083	408	409	.	0	ENSG00000104915	13149036	0.0022203922	28	0.13739876	0.01313957
ENST00000589083	538	539	.	0	ENSG00000104915	13144856	0.13743663	27	0.38298547	0.007992292
ENST00000589083	660	661	.	0	ENSG00000104915	13144642	0.40551606	21	0.51270324	0.09157865
ENST00000589083	892	893	.	0	ENSG00000104915	13144410	0.057373106	26	0.092181124	0.004479754
ENST00000589083	1056	1057	.	0	ENSG00000104915	13144246	0.3655851	27	0.24098048	0.080808654
ENST00000589083	1066	1067	.	0	ENSG00000104915	13144236	0.67858744	31	0.36985755	0.12905756
ENST00000589083	1079	1080	.	0	ENSG00000104915	13144223	0.06698134	26	0.1463173	0.14332762
ENST00000589083	1132	1133	.	0	ENSG00000104915	13144170	0.45348454	31	0.37919313	0.023531044
ENST00000589083	1141	1142	.	0	ENSG00000104915	13144161	0.05378797	26	0.06972955	0.011481869
ENST00000589083	1170	1171	.	0	ENSG00000104915	13144132	0.10686135	26	0.28315488	0.13331309
ENST00000292616	764	765	.	0	ENSG00000161036	102467758	0.603515	21	0.4129727	0.22463624
ENST00000292616	1005	1006	.	0	ENSG00000161036	102468312	0.10204115	23	0.39181173	0.1328505
ENST00000292616	1020	1021	.	0	ENSG00000161036	102468327	0.3791891	23	0.33852655	0.19910325
ENST00000292616	1028	1029	.	0	ENSG00000161036	102468335	0.115797676	21	0.10596536	0.04683436
ENST00000292616	1085	1086	.	0	ENSG00000161036	102468568	0.050997544	22	0.13468562	0.10667223
ENST00000292616	1193	1194	.	0	ENSG00000161036	102468876	0.12306748	22	0.18044445	0.047965754
ENST00000292616	1367	1368	.	0	ENSG00000161036	102469050	0.10432418	28	0.13001807	0.06057986
ENST00000292616	1392	1393	.	0	ENSG00000161036	102469586	0.026037931	30	0.21711607	0.08609246
ENST00000292616	1413	1414	.	0	ENSG00000161036	102469607	0.2733864	31	0.4513507	0.19437516
ENST00000292616	1434	1435	.	0	ENSG00000161036	102469628	0.24156895	35	0.35894638	0.54735863
ENST00000292616	1470	1471	.	0	ENSG00000161036	102469759	0.3620886	28	0.55513823	0.24892068
ENST00000292616	1575	1576	.	0	ENSG00000161036	102469864	0.112513766	25	0.35463586	0.10529433
ENST00000292616	1677	1678	.	0	ENSG00000161036	102472301	0.01241827	34	0.3399671	0.0072805285
ENST00000292616	1997	1998	.	0	ENSG00000161036	102472951	0.03406502	27	0.09445602	0.078654066
ENST00000292616	2003	2004	.	0	ENSG00000161036	102472957	0.32661995	29	0.2302388	0.0336738
ENST00000292616	2013	2014	.	0	ENSG00000161036	102472967	0.14190808	31	0.46425924	0.0073455335
ENST00000292616	2061	2062	.	0	ENSG00000161036	102473015	0.7507424	27	0.64312744	0.4427061
ENST00000292616	2115	2116	.	0	ENSG00000161036	102473069	0.70745105	26	0.6919061	0.45198685
ENST00000292616	2131	2132	.	0	ENSG00000161036	102473085	0.008018827	32	0.15146425	0.0017203689
ENST00000292616	2135	2136	.	0	ENSG00000161036	102473089	0.16511619	30	0.40083188	0.06428263
ENST00000292616	2196	2197	.	1	ENSG00000161036	102473150	0.19234039	20	0.49537867	0.5978081
ENST00000615984	566	567	.	0	ENSG00000181038	76733055	0.5532613	22	0.46749687	0.09165064
ENST00000615984	613	614	.	0	ENSG00000181038	76733102	0.007060194	24	0.03233273	0.3109591
ENST00000615984	638	639	.	0	ENSG00000181038	76733127	0.7856446	23	0.61947274	0.93575317
ENST00000615984	642	643	.	0	ENSG00000181038	76733131	0.0040606977	24	0.12106975	0.01313467
ENST00000615984	719	720	.	0	ENSG00000181038	76733208	0.1451831	22	0.13560894	0.004986143
ENST00000615984	736	737	.	0	ENSG00000181038	76733302	0.023783064	22	0.19127509	0.21864717
ENST00000615984	817	818	.	0	ENSG00000181038	76733526	0.6309879	24	0.7857525	0.71270555
ENST00000615984	892	893	.	0	ENSG00000181038	76733601	0.0082057	25	0.079839684	0.01494199
ENST00000615984	929	930	.	0	ENSG00000181038	76733638	0.09723534	25	0.43693715	0.25511616
ENST00000615984	1037	1038	.	1	ENSG00000181038	76733746	0.060626805	24	0.2854837	0.8225371
ENST00000615984	1048	1049	.	0	ENSG00000181038	76733757	0.057533227	22	0.16711482	0.05061201
ENST00000615984	1133	1134	.	0	ENSG00000181038	76733842	0.09307267	23	0.35399953	0.38308603
ENST00000615984	1144	1145	.	0	ENSG00000181038	76733853	0.012375784	25	0.08895339	0.14887267
ENST00000278903	383	384	.	0	ENSG00000149547	125572483	0.097740985	70	0.39947018	0.016759146
ENST00000278903	435	436	.	0	ENSG00000149547	125572535	0.027818048	73	0.12520054	0.042328466
ENST00000278903	446	447	.	0	ENSG00000149547	125572546	0.0061176894	73	0.116176404	0.064800285
ENST00000278903	459	460	.	0	ENSG00000149547	125572559	0.1246868	69	0.3568673	0.017355144
ENST00000278903	480	481	.	0	ENSG00000149547	125575273	0.07366981	72	0.38318622	0.005208445
ENST00000278903	728	729	.	0	ENSG00000149547	125577555	0.06201173	71	0.30401495	0.21226278
ENST00000278903	747	748	.	0	ENSG00000149547	125578136	0.13559213	73	0.10348837	0.19931492
ENST00000278903	879	880	.	0	ENSG00000149547	125578959	0.1329549	77	0.12635872	0.11727184
ENST00000278903	945	946	.	0	ENSG00000149547	125579025	0.07125274	70	0.32440433	0.273071
ENST00000278903	1128	1129	.	0	ENSG00000149547	125581238	0.0046236874	82	0.10698948	0.0033543825
ENST00000278903	1271	1272	.	0	ENSG00000149547	125582404	0.06626451	71	0.21459326	0.015031743
ENST00000278903	1336	1337	.	0	ENSG00000149547	125583569	0.19142114	66	0.35767892	0.26277107
ENST00000278903	1349	1350	.	0	ENSG00000149547	125583582	0.34789172	75	0.43688735	0.13631889
ENST00000278903	1426	1427	.	0	ENSG00000149547	125583659	0.25792888	76	0.5940047	0.11382957
ENST00000278903	1542	1543	.	0	ENSG00000149547	125583775	0.19287895	84	0.26722732	0.017252099
ENST00000278903	1633	1634	.	0	ENSG00000149547	125583866	0.3955322	71	0.45457926	0.46838894
ENST00000278903	1654	1655	.	0	ENSG00000149547	125583887	0.0052479506	91	0.06890913	0.0032139183
ENST00000278903	1676	1677	.	0	ENSG00000149547	125583909	0.57251203	90	0.5112999	0.38438255
ENST00000278903	1729	1730	.	1	ENSG00000149547	125583962	0.90350133	76	0.8255919	0.7478746
ENST00000278903	1739	1740	.	0	ENSG00000149547	125583972	0.53448945	86	0.36456466	0.032971047
ENST00000278903	1874	1875	.	0	ENSG00000149547	125584107	0.024886202	79	0.12856965	0.01603347
ENST00000278903	1961	1962	.	0	ENSG00000149547	125584194	0.39244914	98	0.3289223	0.06990069
ENST00000278903	2057	2058	.	0	ENSG00000149547	125584290	0.08862223	96	0.15717869	0.050666165
ENST00000278903	2178	2179	.	0	ENSG00000149547	125584411	0.49592027	77	0.61097926	0.44677725
ENST00000278903	2203	2204	.	0	ENSG00000149547	125584436	0.043415345	103	0.095568106	0.30395848
ENST00000278903	2209	2210	.	0	ENSG00000149547	125584442	0.7694912	98	0.7666481	0.15901683
ENST00000278903	2315	2316	.	0	ENSG00000149547	125584548	0.7274044	96	0.59959173	0.085672975
ENST00000278903	2337	2338	.	0	ENSG00000149547	125584570	0.0074604154	92	0.07447537	0.16688962
ENST00000278903	2372	2373	.	0	ENSG00000149547	125584605	0.11479014	63	0.5385988	0.13893506
ENST00000278903	2430	2431	.	0	ENSG00000149547	125584663	0.0723495	53	0.19641736	0.30452913
ENST00000464949	313	314	.	0	ENSG00000135940	97647137	0.34257656	40	0.26955467	0.0049083233
ENST00000464949	318	319	.	0	ENSG00000135940	97647345	0.2803367	38	0.11847156	0.11821095
ENST00000464949	366	367	.	0	ENSG00000135940	97647393	0.027579438	40	0.14408937	0.06006806
ENST00000464949	426	427	.	0	ENSG00000135940	97648005	0.055012204	40	0.34849134	0.031772327
ENST00000258424	220	221	.	0	ENSG00000135940	97647137	0.51053333	544	0.38677916	0.015933525
ENST00000258424	225	226	.	0	ENSG00000135940	97647345	0.3977181	560	0.21576193	0.16683741
ENST00000258424	273	274	.	0	ENSG00000135940	97647393	0.02717365	584	0.16105603	0.16302882
ENST00000258424	333	334	.	0	ENSG00000135940	97648005	0.09728278	580	0.3580867	0.039359666
ENST00000258424	492	493	.	0	ENSG00000135940	97648164	0.011577666	358	0.24204683	0.048113715
ENST00000496455	354	355	.	0	ENSG00000163655	155870890	0.036046125	27	0.22272149	0.0063941004
ENST00000496455	381	382	.	0	ENSG00000163655	155893537	0.059290398	23	0.1536506	0.059278894
ENST00000496455	459	460	.	0	ENSG00000163655	155893615	0.21869357	24	0.08774348	0.073965214
ENST00000496455	475	476	.	0	ENSG00000163655	155893631	0.5512514	27	0.5360486	0.2597437
ENST00000496455	509	510	.	0	ENSG00000163655	155893665	0.05062015	26	0.19660228	0.08790654
ENST00000496455	532	533	.	0	ENSG00000163655	155893688	0.034684848	26	0.24119897	0.0051997183
ENST00000496455	565	566	.	0	ENSG00000163655	155897948	0.12778164	26	0.29580516	0.010881066
ENST00000496455	849	850	.	0	ENSG00000163655	155906252	0.040526234	29	0.09021014	0.0860302
ENST00000496455	980	981	.	0	ENSG00000163655	155910811	0.09358802	31	0.17000756	0.035873342
ENST00000496455	996	997	.	0	ENSG00000163655	155910827	0.4358321	29	0.52230686	0.35242787
ENST00000496455	1003	1004	.	0	ENSG00000163655	155910834	0.25486654	32	0.52395713	0.27263802
ENST00000496455	1077	1078	.	0	ENSG00000163655	155911136	0.2471642	30	0.4870499	0.29383868
ENST00000496455	1116	1117	.	0	ENSG00000163655	155911175	0.09165218	30	0.16290575	0.09769243
ENST00000496455	1123	1124	.	0	ENSG00000163655	155911182	0.38171965	28	0.4720722	0.19688444
ENST00000496455	1253	1254	.	0	ENSG00000163655	155914451	0.19728902	23	0.4054424	0.112162456
ENST00000496455	1286	1287	.	0	ENSG00000163655	155914484	0.14982559	28	0.2084012	0.039126717
ENST00000496455	1322	1323	.	0	ENSG00000163655	155914520	0.15348445	29	0.12301105	0.51081514
ENST00000496455	1401	1402	.	0	ENSG00000163655	155916047	0.42141765	32	0.65814763	0.03316902
ENST00000496455	1408	1409	.	0	ENSG00000163655	155916054	0.032728326	29	0.077245474	0.042914867
ENST00000496455	1492	1493	.	0	ENSG00000163655	155916138	0.28707308	30	0.3804254	0.0063893558
ENST00000496455	1502	1503	.	0	ENSG00000163655	155916148	0.008645082	28	0.12829366	0.12117853
ENST00000496455	1515	1516	.	0	ENSG00000163655	155916161	0.2447991	27	0.26507935	0.016095638
ENST00000496455	1561	1562	.	0	ENSG00000163655	155919247	0.16437975	29	0.14099553	0.119419694
ENST00000496455	1609	1610	.	0	ENSG00000163655	155919295	0.5147516	29	0.68340135	0.25663835
ENST00000496455	1615	1616	.	0	ENSG00000163655	155919301	0.50461453	27	0.34185567	0.60697216
ENST00000496455	1690	1691	.	0	ENSG00000163655	155922224	0.07802981	31	0.15903814	0.19450866
ENST00000496455	1707	1708	.	1	ENSG00000163655	155922241	0.22536416	28	0.3021558	0.0664994
ENST00000496455	1718	1719	.	0	ENSG00000163655	155922252	0.010292483	30	0.085888624	0.005596578
ENST00000496455	1880	1881	.	0	ENSG00000163655	155925352	0.4693777	30	0.82826424	0.35818955
ENST00000496455	1899	1900	.	0	ENSG00000163655	155931769	0.4104498	28	0.39345244	0.10967312
ENST00000496455	1945	1946	.	0	ENSG00000163655	155931815	0.23084208	33	0.1896665	0.08966591
ENST00000496455	1950	1951	.	0	ENSG00000163655	155931820	0.67372406	32	0.67199266	0.04877013
ENST00000496455	2007	2008	.	0	ENSG00000163655	155931877	0.00758239	32	0.12506932	0.0267918
ENST00000496455	2044	2045	.	0	ENSG00000163655	155934949	0.36510462	33	0.17550154	0.19427216
ENST00000496455	2075	2076	.	0	ENSG00000163655	155934980	0.12239964	31	0.27138835	0.048156213
ENST00000496455	2124	2125	.	0	ENSG00000163655	155935029	0.0037857057	35	0.12097863	0.5459732
ENST00000496455	2180	2181	.	0	ENSG00000163655	155936376	0.13323626	33	0.20685458	0.057237066
ENST00000496455	2202	2203	.	0	ENSG00000163655	155936398	0.6308139	29	0.32686692	0.36870873
ENST00000496455	2249	2250	.	0	ENSG00000163655	155936445	0.10968568	32	0.30007005	0.15936267
ENST00000496455	2265	2266	.	0	ENSG00000163655	155936461	0.4639309	28	0.49535656	0.42571753
ENST00000496455	2273	2274	.	0	ENSG00000163655	155936469	0.41866216	32	0.6218606	0.11868348
ENST00000496455	2376	2377	.	0	ENSG00000163655	155937652	0.5066689	30	0.74089503	0.7283925
ENST00000496455	2381	2382	.	0	ENSG00000163655	155937657	0.0063556433	32	0.09446132	0.008304524
ENST00000496455	2399	2400	.	0	ENSG00000163655	155937675	0.6485409	32	0.45343667	0.059813224
ENST00000308683	1501	1502	.	0	ENSG00000173545	16451716	0.010254872	20	0.16111399	0.016158093
ENST00000308683	1628	1629	.	0	ENSG00000173545	16451589	0.86113465	21	0.6672065	0.7731751
ENST00000360270	1535	1536	.	0	ENSG00000147065	65738989	0.108051315	21	0.35458407	0.2681148
ENST00000360270	1546	1547	.	0	ENSG00000147065	65739000	0.013845968	23	0.15265606	0.0006422043
ENST00000360270	1564	1565	.	0	ENSG00000147065	65739018	0.17245075	20	0.2960916	0.009120107
ENST00000360270	1649	1650	.	0	ENSG00000147065	65739103	0.29710937	23	0.116058804	0.525216
ENST00000360270	1786	1787	.	0	ENSG00000147065	65739774	0.17884088	25	0.32534847	0.012071622
ENST00000360270	1796	1797	.	0	ENSG00000147065	65739784	0.015295935	22	0.36739898	0.36082846
ENST00000360270	1814	1815	.	0	ENSG00000147065	65739802	0.49838504	26	0.50604075	0.5798607
ENST00000360270	1843	1844	.	0	ENSG00000147065	65739831	0.16466573	22	0.19381323	0.28944358
ENST00000360270	1926	1927	.	0	ENSG00000147065	65739914	0.3237266	25	0.20526817	0.18242727
ENST00000360270	1968	1969	.	0	ENSG00000147065	65739956	0.38409013	24	0.48368734	0.07329737
ENST00000360270	1977	1978	.	0	ENSG00000147065	65739965	0.116640426	24	0.40909973	0.019125592
ENST00000360270	2001	2002	.	0	ENSG00000147065	65739989	0.011143351	21	0.22804871	0.03804381
ENST00000360270	2053	2054	.	0	ENSG00000147065	65740041	0.14973691	21	0.29052645	0.5134393
ENST00000360270	2118	2119	.	0	ENSG00000147065	65740106	0.10305361	23	0.09196085	0.22529039
ENST00000360270	2349	2350	.	0	ENSG00000147065	65740337	0.029683912	24	0.10718836	0.0021893978
ENST00000360270	2354	2355	.	0	ENSG00000147065	65740342	0.39005333	24	0.50938356	0.45378956
ENST00000360270	2385	2386	.	0	ENSG00000147065	65740373	0.404844	26	0.14689347	0.17914665
ENST00000360270	2499	2500	.	0	ENSG00000147065	65740487	0.09777582	24	0.19070801	0.48306966
ENST00000360270	2526	2527	.	0	ENSG00000147065	65740514	0.10919658	26	0.2743095	0.08056881
ENST00000360270	2535	2536	.	0	ENSG00000147065	65740523	0.63080823	26	0.5055694	0.15213108
ENST00000360270	2580	2581	.	0	ENSG00000147065	65740568	0.19379337	26	0.2583774	0.017673958
ENST00000360270	2591	2592	.	0	ENSG00000147065	65740579	0.057795346	27	0.09084082	0.021432543
ENST00000360270	2788	2789	.	0	ENSG00000147065	65740776	0.018010234	27	0.07588867	0.013281226
ENST00000360270	2831	2832	.	0	ENSG00000147065	65740819	0.3926819	27	0.53100854	0.12498456
ENST00000360270	3067	3068	.	0	ENSG00000147065	65741055	0.06485484	20	0.11117224	0.02303567
ENST00000360270	3106	3107	.	0	ENSG00000147065	65741094	0.47532362	27	0.43244925	0.04630941
ENST00000360270	3127	3128	.	0	ENSG00000147065	65741115	0.004941809	27	0.14999205	0.0031285523
ENST00000360270	3131	3132	.	0	ENSG00000147065	65741119	0.014461661	30	0.10778429	0.13366315
ENST00000360270	3138	3139	.	0	ENSG00000147065	65741126	0.026220214	32	0.1505011	0.0074800374
ENST00000360270	3150	3151	.	0	ENSG00000147065	65741138	0.10164789	29	0.23832865	0.14796054
ENST00000360270	3181	3182	.	0	ENSG00000147065	65741169	0.004051757	28	0.12383189	0.05325825
ENST00000360270	3445	3446	.	0	ENSG00000147065	65741433	0.0036179542	31	0.19016072	0.020612895
ENST00000360270	3674	3675	.	0	ENSG00000147065	65741662	0.45118314	32	0.16328779	0.57266635
