chr	start	end	strand	label	n_supporting	method	gene_name
16	694341	694342	-		2	Bisulfite-seq,m5C-RIP-seq	FBXL16,FBXL16,FBXL16,FBXL16
16	715178	715179	+		2	m5C-RIP-seq,Bisulfite-seq	METRN
16	1445763	1445764	-		6	Bisulfite-seq,m5C-RIP-seq	CLCN7,CLCN7,CLCN7,CLCN7,CLCN7
16	1964561	1964562	-		5	Bisulfite-seq,m5C-RIP-seq	RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2
16	1977165	1977166	+		3	Bisulfite-seq,m5C-RIP-seq	TBL3,TBL3,TBL3,TBL3,TBL3,TBL3,TBL3
16	1998063	1998064	-		2	Bisulfite-seq,m5C-RIP-seq	ZNF598,ZNF598,ZNF598,ZNF598,ZNF598
16	2135632	2135633	-		1	m5C-RIP-seq	PKD1,PKD1
16	2175895	2175896	+		5	Bisulfite-seq,m5C-RIP-seq	TRAF7
16	2176358	2176359	+		4	Bisulfite-seq,m5C-RIP-seq	TRAF7
16	2456713	2456714	+		3	m5C-RIP-seq,Bisulfite-seq	CCNF,CCNF
16	2967118	2967119	+		3	Bisulfite-seq,m5C-RIP-seq	KREMEN2,KREMEN2,KREMEN2,KREMEN2,KREMEN2,KREMEN2
16	2971715	2971716	+		1	m5C-RIP-seq	PAQR4,PAQR4,PAQR4,PAQR4,PAQR4
16	2972794	2972795	+		4	Bisulfite-seq,m5C-RIP-seq	PAQR4,PAQR4,PAQR4
16	4513001	4513002	-		5	Bisulfite-seq,m5C-RIP-seq	CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1
16	4847601	4847602	+		2	m5C-RIP-seq,Bisulfite-seq	UBN1
16	11345704	11345705	+		3	Bisulfite-seq,m5C-RIP-seq	RMI2,RMI2,RMI2,RMI2,RMI2
16	23523235	23523236	-		2	m5C-RIP-seq,Bisulfite-seq	EARS2,EARS2,EARS2,EARS2,EARS2
16	28211784	28211785	-		3	m5C-RIP-seq,Bisulfite-seq	XPO6,XPO6
16	29810936	29810937	+		2	m5C-RIP-seq,Bisulfite-seq	MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,MAZ,AC009133.5,MAZ,MAZ
16	29885648	29885649	-		4	Bisulfite-seq,m5C-RIP-seq	SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2
16	29901665	29901666	+		4	Bisulfite-seq,m5C-RIP-seq	ASPHD1,ASPHD1,ASPHD1,ASPHD1,ASPHD1,ASPHD1
16	29968111	29968112	+		5	Bisulfite-seq,m5C-RIP-seq	TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219
16	30117205	30117206	-		5	Bisulfite-seq,m5C-RIP-seq	MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3
16	30949370	30949371	+		1	m5C-RIP-seq	ORAI3,ORAI3,AC135048.1,ORAI3,AC135048.1,ORAI3
16	30987988	30987989	+		1	m5C-RIP-seq	HSD3B7,HSD3B7
16	31092786	31092787	-		3	m5C-RIP-seq,Bisulfite-seq	VKORC1,AC135050.2,AC135050.2,VKORC1,VKORC1,VKORC1,AC135050.2,VKORC1,VKORC1,VKORC1,VKORC1
16	47143618	47143619	-		3	m5C-RIP-seq,Bisulfite-seq	NETO2,NETO2
16	48352516	48352517	+		5	Bisulfite-seq,m5C-RIP-seq	LONP2,AluSz6,LONP2,LONP2
16	57092738	57092739	+		1	m5C-RIP-seq	CPNE2,CPNE2
16	57664057	57664058	+		3	Bisulfite-seq,m5C-RIP-seq	ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1
16	57664086	57664087	+		5	Bisulfite-seq,m5C-RIP-seq	ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1,ADGRG1
16	57756912	57756913	+		2	m5C-RIP-seq,Bisulfite-seq	KATNB1
16	58026089	58026090	+		4	Bisulfite-seq,m5C-RIP-seq	MMP15
16	58026200	58026201	+		5	Bisulfite-seq,m5C-RIP-seq	MMP15
16	66935528	66935529	+		3	Bisulfite-seq,m5C-RIP-seq	CES2,CES2,CES2,CES2,CES2,CES2,CES2
16	67280445	67280446	+		3	Bisulfite-seq,m5C-RIP-seq	PLEKHG4,PLEKHG4,PLEKHG4,PLEKHG4,PLEKHG4,PLEKHG4,PLEKHG4
16	70473213	70473214	+		1	m5C-RIP-seq	FUK,FUK,FUK,FUK
16	70663962	70663963	-		2	m5C-RIP-seq,Bisulfite-seq	MTSS1L,MTSS1L
16	74774624	74774625	-		2	m5C-RIP-seq,Bisulfite-seq	FA2H,FA2H
16	84178574	84178575	-		2	m5C-RIP-seq,Bisulfite-seq	TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C
16	88630551	88630552	+		5	Bisulfite-seq,m5C-RIP-seq	ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18
16	88655362	88655363	-		5	Bisulfite-seq,m5C-RIP-seq	MVD,MVD
16	88810478	88810479	-		3	m5C-RIP-seq,Bisulfite-seq	APRT,APRT,APRT,APRT,APRT,APRT,APRT,APRT
16	88824768	88824769	-		2	m5C-RIP-seq,Bisulfite-seq	GALNS,GALNS,GALNS,GALNS
16	89490461	89490462	-		4	Bisulfite-seq,m5C-RIP-seq	ANKRD11,ANKRD11,ANKRD11
16	89553803	89553804	+		6	Bisulfite-seq,m5C-RIP-seq	SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7
16	89575889	89575890	+		1	m5C-RIP-seq	CPNE7,CPNE7,CPNE7
16	89765037	89765038	-		3	Bisulfite-seq,m5C-RIP-seq	FANCA,FANCA,FANCA,FANCA,FANCA
16	89859291	89859292	+		3	Bisulfite-seq,m5C-RIP-seq	SPIRE2,SPIRE2,SPIRE2
16	89904915	89904916	+		6	Bisulfite-seq,m5C-RIP-seq	TCF25,TCF25,TCF25,TCF25,TCF25,TCF25
17	2322676	2322677	-		2	Bisulfite-seq,m5C-RIP-seq	AluY,TSR1
17	4822687	4822688	+		2	m5C-RIP-seq,Bisulfite-seq	PLD2,PLD2,PLD2,PLD2
17	5468854	5468855	-		5	Bisulfite-seq,m5C-RIP-seq	DHX33,DHX33
17	7591485	7591486	-		1	m5C-RIP-seq	FXR2,FXR2
17	7910884	7910885	+		5	Bisulfite-seq,m5C-RIP-seq	CHD3,CHD3,CHD3,CHD3,CHD3,CHD3,CHD3,CHD3
17	7911695	7911696	+		1	m5C-RIP-seq	CHD3,CHD3,CHD3,CHD3,CHD3,CHD3,CHD3
17	7939620	7939621	+		5	Bisulfite-seq,m5C-RIP-seq	CNTROB,CNTROB,CNTROB,CNTROB,CNTROB,CNTROB,CNTROB
17	10697298	10697299	-		5	Bisulfite-seq,m5C-RIP-seq	SCO1,SCO1,SCO1,SCO1,SCO1
17	12996606	12996607	-		5	Bisulfite-seq,m5C-RIP-seq	ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2
17	17042793	17042794	+		1	m5C-RIP-seq	MPRIP,MPRIP,MPRIP,MPRIP,MPRIP
17	17187364	17187365	+		4	Bisulfite-seq,m5C-RIP-seq	MPRIP,MPRIP,MPRIP,MPRIP
17	17206113	17206114	-		3	Bisulfite-seq,m5C-RIP-seq	AC055811.2,PLD6
17	19343443	19343444	-		4	Bisulfite-seq,m5C-RIP-seq	B9D1,B9D1,B9D1,B9D1,B9D1,B9D1,B9D1,B9D1
17	21002701	21002702	-		4	Bisulfite-seq,m5C-RIP-seq	USP22,USP22,USP22
17	28368574	28368575	-		3	Bisulfite-seq,m5C-RIP-seq	VTN,VTN
17	29109948	29109949	-		4	Bisulfite-seq,m5C-RIP-seq	MYO18A,MYO18A,MYO18A,MYO18A,MYO18A
17	29589472	29589473	-		1	m5C-RIP-seq	GIT1,GIT1,GIT1,GIT1,GIT1
17	36989363	36989364	+		5	Bisulfite-seq,m5C-RIP-seq	AATF,AATF
17	37478130	37478131	+		2	Bisulfite-seq,m5C-RIP-seq	TADA2A,TADA2A,AluSg,TADA2A
17	39980911	39980912	+		4	Bisulfite-seq,m5C-RIP-seq	PSMD3,PSMD3
17	41820019	41820020	+		1	m5C-RIP-seq	FKBP10,FKBP10,MIRc,FKBP10,FKBP10
17	41821809	41821810	+		3	m5C-RIP-seq,Bisulfite-seq	FKBP10,FKBP10,FKBP10,FKBP10,FKBP10
17	41822451	41822452	+		5	Bisulfite-seq,m5C-RIP-seq	FKBP10,FKBP10,FKBP10,FKBP10
17	41973628	41973629	+		1	m5C-RIP-seq	CNP,CNP,CNP,CNP,CNP
17	42833545	42833546	+		3	m5C-RIP-seq,Bisulfite-seq	PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3,PSME3
17	44959968	44959969	-		3	m5C-RIP-seq,Bisulfite-seq	C1QL1
17	47709145	47709146	+		5	Bisulfite-seq,m5C-RIP-seq	TBKBP1,TBKBP1
17	47709147	47709148	+		4	Bisulfite-seq,m5C-RIP-seq	TBKBP1,TBKBP1
17	47974725	47974726	+		5	Bisulfite-seq,m5C-RIP-seq	CDK5RAP3,AC018521.1,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3
17	50357114	50357115	+		3	Bisulfite-seq,m5C-RIP-seq	XYLT2,XYLT2,XYLT2,XYLT2
17	50551109	50551110	+		6	Bisulfite-seq,m5C-RIP-seq	SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20
17	57885860	57885861	-		2	m5C-RIP-seq,Bisulfite-seq	CUEDC1,CUEDC1,CUEDC1,CUEDC1
17	59028433	59028434	-		4	Bisulfite-seq,m5C-RIP-seq	TRIM37,TRIM37,TRIM37,TRIM37
17	62692370	62692371	+		4	Bisulfite-seq,m5C-RIP-seq	AC080038.1,AC080038.1,AC080038.1
17	63766183	63766184	-		2	m5C-RIP-seq,Bisulfite-seq	CCDC47,CCDC47,CCDC47,CCDC47,CCDC47
17	66302866	66302867	+		2	m5C-RIP-seq,Bisulfite-seq	PRKCA,PRKCA,PRKCA,PRKCA
17	73284826	73284827	-		2	m5C-RIP-seq,Bisulfite-seq	CDC42EP4,CDC42EP4
17	75318970	75318971	-		6	Bisulfite-seq,m5C-RIP-seq	GRB2,GRB2,GRB2,GRB2,GRB2,GRB2
17	75568363	75568364	+		3	m5C-RIP-seq,Bisulfite-seq	LLGL2,LLGL2,LLGL2,LLGL2,LLGL2,LLGL2
17	75570984	75570985	+		2	m5C-RIP-seq,Bisulfite-seq	LLGL2,LLGL2,LLGL2,LLGL2,LLGL2,LLGL2
17	75620712	75620713	+		1	m5C-RIP-seq	MYO15B,MYO15B,MYO15B,MYO15B,MYO15B,MYO15B,MYO15B,MYO15B,MYO15B,MYO15B
17	75777944	75777945	-		5	m5C-RIP-seq,Bisulfite-seq	H3F3B
17	76072455	76072456	-		1	m5C-RIP-seq	SRP68,SRP68,SRP68,SRP68,SRP68
17	76082265	76082266	-		4	Bisulfite-seq,m5C-RIP-seq	EXOC7,EXOC7,EXOC7,EXOC7
17	76710742	76710743	-		3	Bisulfite-seq,m5C-RIP-seq	MXRA7,MXRA7,MXRA7
17	76949128	76949129	+		5	Bisulfite-seq,m5C-RIP-seq	MGAT5B,MGAT5B,MGAT5B,MGAT5B,MGAT5B
17	78174186	78174187	-		3	m5C-RIP-seq,Bisulfite-seq	TK1,TK1
17	79086570	79086571	+		3	Bisulfite-seq,m5C-RIP-seq	ENGASE,ENGASE,ENGASE
17	81120887	81120888	-		2	m5C-RIP-seq,Bisulfite-seq	AATK,AATK,AATK,AATK,AATK
17	81550478	81550479	-		2	m5C-RIP-seq,Bisulfite-seq	FAAP100,FAAP100,FAAP100,FAAP100
17	82398203	82398204	-		2	Bisulfite-seq,m5C-RIP-seq	OGFOD3,OGFOD3,OGFOD3,OGFOD3,OGFOD3,OGFOD3,OGFOD3,OGFOD3
17	82418505	82418506	+		3	m5C-RIP-seq,Bisulfite-seq	HEXD
17	82418548	82418549	+		3	Bisulfite-seq,m5C-RIP-seq	HEXD
18	50270796	50270797	-		1	m5C-RIP-seq	MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1,MBD1
18	58044394	58044395	+		2	m5C-RIP-seq,Bisulfite-seq	NEDD4L,NEDD4L,NEDD4L,NEDD4L
18	59345933	59345934	-		5	Bisulfite-seq,m5C-RIP-seq	LMAN1
18	79377724	79377725	+		1	m5C-RIP-seq	ATP9B,ATP9B,ATP9B,ATP9B,ATP9B
19	679959	679960	+		4	Bisulfite-seq,m5C-RIP-seq	FSTL3,FSTL3
19	1010021	1010022	-		1	m5C-RIP-seq	TMEM259,TMEM259,TMEM259,TMEM259,TMEM259,TMEM259,TMEM259
19	1474375	1474376	-		1	m5C-RIP-seq	C19orf25,C19orf25,C19orf25,C19orf25,C19orf25,C19orf25,C19orf25,C19orf25,C19orf25,C19orf25
19	1497278	1497279	+		4	Bisulfite-seq,m5C-RIP-seq	REEP6,REEP6
19	3544202	3544203	-		1	m5C-RIP-seq	MFSD12,MFSD12,MFSD12,MFSD12,MFSD12
19	3546279	3546280	-		1	m5C-RIP-seq	MFSD12,MFSD12,MFSD12,MFSD12,MFSD12,MFSD12,MFSD12
19	3573234	3573235	+		2	m5C-RIP-seq,Bisulfite-seq	HMG20B,HMG20B,HMG20B,HMG20B,HMG20B,HMG20B,HMG20B,HMG20B
19	4333696	4333697	-		1	m5C-RIP-seq	STAP2,STAP2,STAP2,STAP2
19	5690364	5690365	+		1	m5C-RIP-seq	RPL36,RPL36,RPL36,RPL36,RPL36,RPL36,RPL36
19	7555274	7555275	+		4	Bisulfite-seq,m5C-RIP-seq	PNPLA6,PNPLA6,PNPLA6,PNPLA6,PNPLA6,PNPLA6
19	7631559	7631560	+		4	Bisulfite-seq,m5C-RIP-seq	AC008763.2,PET100,PET100,AC008763.2,PET100,PET100,AC008763.2,PET100
19	7912692	7912693	+		1	m5C-RIP-seq	MAP2K7,MAP2K7,MAP2K7
19	10091570	10091571	+		2	m5C-RIP-seq,Bisulfite-seq	C19orf66,C19orf66,C19orf66,C19orf66,C19orf66
19	10114531	10114532	+		2	m5C-RIP-seq,Bisulfite-seq	PPAN-P2RY11,PPAN-P2RY11,P2RY11
19	10575007	10575008	-		2	m5C-RIP-seq,Bisulfite-seq	AP1M2,AP1M2,AP1M2,AP1M2,AP1M2
19	10687670	10687671	+		1	m5C-RIP-seq	ILF3,ILF3,ILF3,ILF3,ILF3,ILF3,ILF3
19	11132734	11132735	+		2	Bisulfite-seq,m5C-RIP-seq	AluYb8,LDLR,LDLR
19	12696366	12696367	-		5	Bisulfite-seq,m5C-RIP-seq	FBXW9,FBXW9,FBXW9
19	12896016	12896017	+		5	Bisulfite-seq,m5C-RIP-seq	GCDH,GCDH,GCDH,GCDH,GCDH,GCDH
19	13118339	13118340	+		1	m5C-RIP-seq	NACC1,NACC1,(GCGGAG)n
19	14480413	14480414	-		6	Bisulfite-seq,m5C-RIP-seq	GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1
19	14566838	14566839	-		6	Bisulfite-seq,m5C-RIP-seq	NDUFB7,NDUFB7
19	15177977	15177978	-		1	m5C-RIP-seq	NOTCH3,NOTCH3
19	15425615	15425616	-		5	Bisulfite-seq,m5C-RIP-seq	WIZ,WIZ,WIZ,WIZ,WIZ,WIZ,WIZ
19	15429588	15429589	-		3	Bisulfite-seq,m5C-RIP-seq	WIZ,WIZ,WIZ,WIZ,WIZ,WIZ,WIZ
19	17581638	17581639	+		3	Bisulfite-seq,m5C-RIP-seq	COLGALT1,COLGALT1
19	17602268	17602269	-		1	m5C-RIP-seq	UNC13A
19	18169403	18169404	+		2	m5C-RIP-seq,Bisulfite-seq	PIK3R2,PIK3R2,AC007192.1
19	18169404	18169405	+		2	m5C-RIP-seq,Bisulfite-seq	PIK3R2,PIK3R2,AC007192.1
19	18169978	18169979	+		4	Bisulfite-seq,m5C-RIP-seq	AluSx1,AC007192.1,PIK3R2,PIK3R2
19	18434303	18434304	+		3	m5C-RIP-seq,Bisulfite-seq	SSBP4,SSBP4,SSBP4,SSBP4
19	18568620	18568621	+		4	Bisulfite-seq,m5C-RIP-seq	KXD1,KXD1,KXD1,KXD1,KXD1,KXD1,KXD1,KXD1,KXD1
19	19356029	19356030	+		3	Bisulfite-seq,m5C-RIP-seq	MAU2,MAU2,MAU2,MAU2,MAU2
19	19663424	19663425	-		4	Bisulfite-seq,m5C-RIP-seq	ATP13A1,ATP13A1
19	23827394	23827395	+		4	Bisulfite-seq,m5C-RIP-seq	RPSAP58,AC139769.1,AC139769.1,AC139769.1
19	33205694	33205695	+		1	m5C-RIP-seq	LRP3,LRP3
19	34482177	34482178	+		1	m5C-RIP-seq	WTIP
19	34482592	34482593	+		1	m5C-RIP-seq	WTIP,WTIP
19	35622917	35622918	+		2	Bisulfite-seq,m5C-RIP-seq	HAUS5,HAUS5,HAUS5,HAUS5,HAUS5,HAUS5
19	39125860	39125861	+		2	Bisulfite-seq,m5C-RIP-seq	PAK4,PAK4,PAK4,PAK4,PAK4,PAK4,PAK4,PAK4
19	39423006	39423007	+		1	m5C-RIP-seq	PLEKHG2,PLEKHG2,PLEKHG2,PLEKHG2,PLEKHG2
19	39489943	39489944	+		3	Bisulfite-seq,m5C-RIP-seq	TIMM50,TIMM50,TIMM50,TIMM50,TIMM50
19	40233077	40233078	-		2	m5C-RIP-seq,Bisulfite-seq	AKT2,AKT2,AKT2,AKT2
19	40367743	40367744	+		6	Bisulfite-seq,m5C-RIP-seq	PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3
19	40605136	40605137	+		1	m5C-RIP-seq	LTBP4,LTBP4,LTBP4,LTBP4,LTBP4,LTBP4,LTBP4,LTBP4
19	40705366	40705367	-		5	Bisulfite-seq,m5C-RIP-seq	COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B
19	41438308	41438309	-		5	Bisulfite-seq,m5C-RIP-seq	DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2
19	44748914	44748915	+		3	Bisulfite-seq,m5C-RIP-seq	BCL3,BCL3,BCL3
19	44871925	44871926	+		6	Bisulfite-seq,m5C-RIP-seq	NECTIN2,NECTIN2,NECTIN2
19	45391969	45391970	-		1	m5C-RIP-seq	PPP1R13L,PPP1R13L,PPP1R13L
19	45901776	45901777	-		4	m5C-RIP-seq,Bisulfite-seq	MYPOP
19	49526040	49526041	+		1	m5C-RIP-seq	FCGRT,FCGRT,FCGRT,FCGRT,FCGRT,FCGRT,FCGRT
19	54180726	54180727	-		4	Bisulfite-seq,m5C-RIP-seq	MBOAT7,MBOAT7,MBOAT7,MBOAT7,MBOAT7,MBOAT7,MBOAT7,MBOAT7
19	55383847	55383848	-		4	m5C-RIP-seq,Bisulfite-seq	TMEM238
19	55453233	55453234	-		3	Bisulfite-seq,m5C-RIP-seq	ISOC2,ISOC2,ISOC2,ISOC2
19	55641179	55641180	+		2	m5C-RIP-seq,Bisulfite-seq	ZNF581,ZNF581,ZNF580,ZNF580,CCDC106,(GGCCGG)n,ZNF580
19	58408878	58408879	+		2	m5C-RIP-seq,Bisulfite-seq	ZNF584,ZNF584,ZNF584,ZNF584,ZNF584,ZNF584,ZNF584,ZNF584
19	58549490	58549491	+		4	Bisulfite-seq,m5C-RIP-seq	TRIM28,TRIM28,TRIM28,TRIM28
19	58583512	58583513	+		3	Bisulfite-seq,m5C-RIP-seq	AC016629.3,CENPBD1P1,CENPBD1P1,AC016629.3,AC016629.3
2	1649289	1649290	-		3	Bisulfite-seq,m5C-RIP-seq	PXDN,PXDN,PXDN
2	26779080	26779081	+		3	m5C-RIP-seq,Bisulfite-seq	CENPA,SLC35F6,SLC35F6,SLC35F6
2	27233404	27233405	+		2	m5C-RIP-seq,Bisulfite-seq	CAD,CAD,CAD
2	27409490	27409491	-		3	Bisulfite-seq,m5C-RIP-seq	PPM1G,PPM1G,PPM1G
2	38681294	38681295	+		3	Bisulfite-seq,m5C-RIP-seq	GALM,GALM,GALM,GALM,GALM
2	46904391	46904392	-		5	Bisulfite-seq,m5C-RIP-seq	MCFD2,MCFD2,MCFD2,MCFD2,MCFD2,MCFD2
2	61178231	61178232	+		2	m5C-RIP-seq,Bisulfite-seq	AHSA2P,AHSA2P,AHSA2P,AHSA2P,AHSA2P,AHSA2P,AHSA2P
2	73112683	73112684	-		5	Bisulfite-seq,m5C-RIP-seq	RAB11FIP5,RAB11FIP5,RAB11FIP5
2	73602258	73602259	+		2	m5C-RIP-seq,Bisulfite-seq	ALMS1,ALMS1,ALMS1,ALMS1,ALMS1,ALMS1,ALMS1,ALMS1
2	73901378	73901379	+		2	Bisulfite-seq,m5C-RIP-seq	ACTG2,ACTG2,ACTG2,ACTG2,ACTG2,ACTG2,ACTG2,ACTG2,ACTG2
2	74493019	74493020	+		2	m5C-RIP-seq,Bisulfite-seq	TTC31,TTC31,TTC31,TTC31,TTC31,TTC31,TTC31,TTC31,TTC31
2	86021894	86021895	-		2	m5C-RIP-seq,Bisulfite-seq	POLR1A
2	96832829	96832830	+		3	m5C-RIP-seq,Bisulfite-seq	CNNM3,CNNM3,CNNM3
2	119372425	119372426	+		3	Bisulfite-seq,m5C-RIP-seq	DBI,DBI,DBI,DBI,DBI,DBI,DBI
2	174682842	174682843	-		2	m5C-RIP-seq,Bisulfite-seq	WIPF1,WIPF1,WIPF1,WIPF1,WIPF1
2	178480643	178480644	+		1	m5C-RIP-seq	PLEKHA3
2	181916260	181916261	+		2	m5C-RIP-seq,Bisulfite-seq	ITPRID2,ITPRID2,ITPRID2,ITPRID2,ITPRID2,ITPRID2,ITPRID2,ITPRID2
2	200306828	200306829	+		1	m5C-RIP-seq	SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,SPATS2L,(CGGCCC)n,SPATS2L,SPATS2L,SPATS2L,SPATS2L
2	218346195	218346196	+		5	Bisulfite-seq,m5C-RIP-seq	PNKD,PNKD
2	219542040	219542041	-		3	Bisulfite-seq,m5C-RIP-seq	CHPF,CHPF,CHPF
2	232410290	232410291	+		1	m5C-RIP-seq	ALPG
2	235494371	235494372	+		3	m5C-RIP-seq,Bisulfite-seq	AGAP1,AGAP1,AGAP1
2	240467013	240467014	+		2	m5C-RIP-seq,Bisulfite-seq	GPC1
2	240467028	240467029	+		2	m5C-RIP-seq,Bisulfite-seq	GPC1
2	240568845	240568846	+		1	m5C-RIP-seq	RNPEPL1,RNPEPL1
2	240568954	240568955	+		1	m5C-RIP-seq	RNPEPL1,RNPEPL1,RNPEPL1
2	240578306	240578307	+		2	m5C-RIP-seq,Bisulfite-seq	RNPEPL1,RNPEPL1,RNPEPL1,RNPEPL1
2	241373224	241373225	+		2	m5C-RIP-seq,Bisulfite-seq	FARP2,FARP2,FARP2,FARP2,FARP2,FARP2,FARP2,FARP2,FARP2,FARP2
20	3866091	3866092	+		1	m5C-RIP-seq	MAVS,MAVS
20	32236429	32236430	+		3	m5C-RIP-seq,Bisulfite-seq	POFUT1,POFUT1
20	33659611	33659612	-		1	m5C-RIP-seq	NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3,NECAB3
20	33993903	33993904	+		3	Bisulfite-seq,m5C-RIP-seq	RALY,RALY,RALY
20	34510184	34510185	+		1	m5C-RIP-seq	ITCH
20	37316500	37316501	+		4	Bisulfite-seq,m5C-RIP-seq	MANBAL,MANBAL,MANBAL,MANBAL,MANBAL
20	41174171	41174172	+		4	Bisulfite-seq,m5C-RIP-seq	PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1
20	44724781	44724782	+		1	m5C-RIP-seq	CCN5,CCN5,CCN5,CCN5,CCN5
20	45843542	45843543	-		5	Bisulfite-seq,m5C-RIP-seq	ACOT8,ACOT8,ACOT8,ACOT8,ACOT8,ACOT8,ACOT8,ACOT8
20	49270327	49270328	-		4	Bisulfite-seq,m5C-RIP-seq	ZNFX1,ZNFX1,ZNFX1,ZNFX1,ZNFX1
20	57709630	57709631	-		2	m5C-RIP-seq,Bisulfite-seq	PMEPA1,PMEPA1,PMEPA1,PMEPA1,PMEPA1,PMEPA1
20	57709667	57709668	-		2	m5C-RIP-seq,Bisulfite-seq	PMEPA1,PMEPA1,PMEPA1,PMEPA1,PMEPA1,PMEPA1
20	58891384	58891385	+		5	Bisulfite-seq,m5C-RIP-seq	GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,(CGG)n,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS
20	62303420	62303421	+		4	Bisulfite-seq,m5C-RIP-seq	ADRM1,ADRM1,ADRM1,ADRM1
20	62945123	62945124	+		4	Bisulfite-seq,m5C-RIP-seq	GID8
20	63688144	63688145	+		1	m5C-RIP-seq	RTEL1,RTEL1,RTEL1-TNFRSF6B,RTEL1,RTEL1-TNFRSF6B,RTEL1,RTEL1
20	63738905	63738906	+		2	Bisulfite-seq,m5C-RIP-seq	LIME1,LIME1,AL121845.2,AL121845.3,LIME1,AL121845.2
21	33837760	33837761	+		1	m5C-RIP-seq	ITSN1,ITSN1,ITSN1,ITSN1,ITSN1,ITSN1,ITSN1,ITSN1,ITSN1
21	37195881	37195882	+		3	Bisulfite-seq,m5C-RIP-seq	TTC3,TTC3,TTC3,TTC3,TTC3,TTC3,TTC3
21	43758132	43758133	+		3	Bisulfite-seq,m5C-RIP-seq	PDXK,PDXK,PDXK
21	43759480	43759481	+		3	Bisulfite-seq,m5C-RIP-seq	PDXK,PDXK,PDXK
21	44128070	44128071	+		5	Bisulfite-seq,m5C-RIP-seq	PWP2,PWP2,PWP2
21	45477438	45477439	+		5	Bisulfite-seq,m5C-RIP-seq	COL18A1,COL18A1,COL18A1,COL18A1
