chr	start	end	strand	label	Loci	Coverage_B	C_count_B	T_count_B	MethyRate_B	C+T/cov_B	Coverage_C	C_count_C	T_count_C	MethyRate_C	C+T/cov_C	Coverage_E	C_count_E	T_count_E	MethyRate_E	C+T/cov_E	Raw_Coverage_B	Raw_C_count_B	Raw_T_count_B	Raw_MethyRate_B	Raw_C+T/cov_B	SignalRatio_B	Raw_Coverage_C	Raw_C_count_C	Raw_T_count_C	Raw_MethyRate_C	Raw_C+T/cov_C	SignalRatio_C	Raw_Coverage_E	Raw_C_count_E	Raw_T_count_E	Raw_MethyRate_E	Raw_C+T/cov_E	SignalRatio_E	Loci.1	GeneSymbol	Transcript ID	Region	TranscriptType
11	64265961	64265962	+		chr11:64265962:C:+	143	23	120	0.160839160839161	1.0	133	30	103	0.225563909774436	1.0	102	23	79	0.225490196078431	1.0	143	23	120	0.160839160839161	1.0	1.0	133	30	103	0.225563909774436	1.0	1.0	102	23	79	0.225490196078431	1.0	1.0	chr11:64265962:C:+	PLCB3	ENST00000540288.5	cds	protein_coding
11	64285219	64285220	+		chr11:64285220:C:+	48	6	42	0.125	1.0	36	7	29	0.194444444444444	1.0	33	14	19	0.424242424242424	1.0	50	6	44	0.12	1.0	0.96	38	8	30	0.210526315789474	1.0	0.947368	35	15	20	0.428571428571429	1.0	0.942857	chr11:64285220:C:+	GPR137	ENST00000539851.5	5utr	protein_coding
11	64288440	64288441	+		chr11:64288441:C:+	82	71	11	0.865853658536585	1.0	61	51	10	0.836065573770492	1.0	51	47	4	0.92156862745098	1.0	82	71	11	0.865853658536585	1.0	1.0	61	51	10	0.836065573770492	1.0	1.0	51	47	4	0.92156862745098	1.0	1.0	chr11:64288441:C:+	GPR137	ENST00000539851.5	cds	protein_coding
11	65425306	65425307	+		chr11:65425307:C:+	184	22	162	0.119565217391304	1.0	79	9	70	0.113924050632911	1.0	86	18	68	0.209302325581395	1.0	184	22	162	0.119565217391304	1.0	1.0	79	9	70	0.113924050632911	1.0	1.0	86	18	68	0.209302325581395	1.0	1.0	chr11:65425307:C:+	NEAT1	ENST00000501122.2	ncRNA_exonic	lincRNA
11	65539223	65539224	-		chr11:65539224:C:-	194	33	161	0.170103092783505	1.0	194	30	164	0.154639175257732	1.0	140	30	110	0.214285714285714	1.0	194	33	161	0.170103092783505	1.0	1.0	194	30	164	0.154639175257732	1.0	1.0	140	30	110	0.214285714285714	1.0	1.0	chr11:65539224:C:-	LTBP3	ENST00000301873.9	cds	protein_coding
11	65584531	65584532	+		chr11:65584532:C:+	274	44	229	0.161172161172161	0.996350364963504	271	38	233	0.140221402214022	1.0	201	44	157	0.218905472636816	1.0	274	44	229	0.161172161172161	0.996350364963504	1.0	271	38	233	0.140221402214022	1.0	1.0	201	44	157	0.218905472636816	1.0	1.0	chr11:65584532:C:+	EHBP1L1	ENST00000309295.8	cds	protein_coding
11	65780106	65780107	-		chr11:65780107:C:-	68	19	49	0.279411764705882	1.0	80	17	63	0.2125	1.0	82	18	64	0.219512195121951	1.0	68	19	49	0.279411764705882	1.0	1.0	80	17	63	0.2125	1.0	1.0	82	18	64	0.219512195121951	1.0	1.0	chr11:65780107:C:-	AP5B1	ENST00000532090.2	cds	protein_coding
11	66276686	66276687	+		chr11:66276687:C:+	241	72	169	0.298755186721992	1.0	293	68	225	0.232081911262799	1.0	220	66	154	0.3	1.0	264	80	184	0.303030303030303	1.0	0.912879	324	75	249	0.231481481481481	1.0	0.904321	233	70	163	0.300429184549356	1.0	0.944206	chr11:66276687:C:+	RAB1B	ENST00000311481.10	3utr	protein_coding
11	66348175	66348176	+		chr11:66348176:C:+	40	13	27	0.325	1.0	56	20	36	0.357142857142857	1.0	47	12	35	0.25531914893617	1.0	40	13	27	0.325	1.0	1.0	57	21	36	0.368421052631579	1.0	0.982456	47	12	35	0.25531914893617	1.0	1.0	chr11:66348176:C:+	RP11-867G23.8	ENST00000531602.1	ncRNA_intronic	antisense
11	66692586	66692587	-		chr11:66692587:C:-	58	9	49	0.155172413793103	1.0	44	6	38	0.136363636363636	1.0	37	8	29	0.216216216216216	1.0	58	9	49	0.155172413793103	1.0	1.0	44	6	38	0.136363636363636	1.0	1.0	37	8	29	0.216216216216216	1.0	1.0	chr11:66692587:C:-	SPTBN2	ENST00000533211.5	cds	protein_coding
11	66859909	66859910	+		chr11:66859910:C:+	161	29	132	0.180124223602484	1.0	184	42	142	0.228260869565217	1.0	129	40	89	0.310077519379845	1.0	162	30	132	0.185185185185185	1.0	0.993827	184	42	142	0.228260869565217	1.0	1.0	129	40	89	0.310077519379845	1.0	1.0	chr11:66859910:C:+	LRFN4	ENST00000309602.4	cds	protein_coding
11	66859917	66859918	+		chr11:66859918:C:+	229	36	193	0.157205240174672	1.0	246	34	212	0.138211382113821	1.0	191	33	158	0.172774869109948	1.0	229	36	193	0.157205240174672	1.0	1.0	250	35	215	0.14	1.0	0.984	194	34	160	0.175257731958763	1.0	0.984536	chr11:66859918:C:+	LRFN4	ENST00000309602.4	cds	protein_coding
11	66868898	66868899	-		chr11:66868899:C:-	309	121	188	0.391585760517799	1.0	214	84	130	0.392523364485981	1.0	166	77	89	0.463855421686747	1.0	309	121	188	0.391585760517799	1.0	1.0	214	84	130	0.392523364485981	1.0	1.0	167	78	89	0.467065868263473	1.0	0.994012	chr11:66868899:C:-	PC	ENST00000393960.5	cds	protein_coding
11	67432773	67432774	+		chr11:67432774:C:+	1168	525	643	0.449486301369863	1.0	1006	431	574	0.428855721393035	0.999005964214712	782	358	424	0.457800511508951	1.0	1169	526	643	0.449957228400342	1.0	0.999145	1010	435	574	0.431119920713578	0.999009900990099	0.99604	784	359	425	0.457908163265306	1.0	0.997449	chr11:67432774:C:+	RPS6KB2	ENST00000312629.9	cds	protein_coding
11	67434619	67434620	+		chr11:67434620:C:+	1082	234	848	0.216266173752311	1.0	963	202	761	0.209761163032191	1.0	690	140	550	0.202898550724638	1.0	1085	236	849	0.217511520737327	1.0	0.997235	963	202	761	0.209761163032191	1.0	1.0	690	140	550	0.202898550724638	1.0	1.0	chr11:67434620:C:+	RPS6KB2	ENST00000312629.9	cds	protein_coding
11	67608109	67608110	+		chr11:67608110:C:+	65	7	58	0.107692307692308	1.0	86	21	65	0.244186046511628	1.0	49	7	42	0.142857142857143	1.0	66	7	59	0.106060606060606	1.0	0.984848	86	21	65	0.244186046511628	1.0	1.0	51	7	44	0.137254901960784	1.0	0.960784	chr11:67608110:C:+	NDUFV1	ENST00000322776.10	intronic	protein_coding
11	68018539	68018540	+		chr11:68018540:C:+	485	49	436	0.101030927835052	1.0	407	51	356	0.125307125307125	1.0	378	35	343	0.0925925925925926	1.0	485	49	436	0.101030927835052	1.0	1.0	407	51	356	0.125307125307125	1.0	1.0	378	35	343	0.0925925925925926	1.0	1.0	chr11:68018540:C:+	ALDH3B1	ENST00000342456.10	cds	protein_coding
11	68019020	68019021	+		chr11:68019021:C:+	166	73	93	0.439759036144578	1.0	107	40	67	0.373831775700935	1.0	125	29	96	0.232	1.0	166	73	93	0.439759036144578	1.0	1.0	108	41	67	0.37962962962963	1.0	0.990741	125	29	96	0.232	1.0	1.0	chr11:68019021:C:+	ALDH3B1	ENST00000342456.10	intronic	protein_coding
11	68348134	68348135	+		chr11:68348135:C:+	586	193	393	0.329351535836177	1.0	473	158	315	0.334038054968288	1.0	465	171	294	0.367741935483871	1.0	586	193	393	0.329351535836177	1.0	1.0	473	158	315	0.334038054968288	1.0	1.0	465	171	294	0.367741935483871	1.0	1.0	chr11:68348135:C:+	LRP5	ENST00000294304.11	cds	protein_coding
11	68579840	68579841	+		chr11:68579841:C:+	49	9	40	0.183673469387755	1.0	57	8	49	0.140350877192982	1.0	58	5	53	0.0862068965517241	1.0	49	9	40	0.183673469387755	1.0	1.0	57	8	49	0.140350877192982	1.0	1.0	58	5	53	0.0862068965517241	1.0	1.0	chr11:68579841:C:+	PPP6R3	ENST00000393800.6	intronic	protein_coding
11	71480831	71480832	+		chr11:71480832:C:+	321	96	225	0.299065420560748	1.0	281	79	202	0.281138790035587	1.0	257	78	179	0.303501945525292	1.0	321	96	225	0.299065420560748	1.0	1.0	281	79	202	0.281138790035587	1.0	1.0	257	78	179	0.303501945525292	1.0	1.0	chr11:71480832:C:+	NADSYN1	ENST00000319023.6	cds	protein_coding
11	71484416	71484417	+		chr11:71484417:C:+	291	38	253	0.130584192439863	1.0	326	29	297	0.0889570552147239	1.0	361	36	325	0.0997229916897507	1.0	291	38	253	0.130584192439863	1.0	1.0	326	29	297	0.0889570552147239	1.0	1.0	361	36	325	0.0997229916897507	1.0	1.0	chr11:71484417:C:+	NADSYN1	ENST00000319023.6	cds	protein_coding
11	72727057	72727058	-		chr11:72727058:C:-	67	14	53	0.208955223880597	1.0	54	9	45	0.166666666666667	1.0	42	12	30	0.285714285714286	1.0	67	14	53	0.208955223880597	1.0	1.0	54	9	45	0.166666666666667	1.0	1.0	42	12	30	0.285714285714286	1.0	1.0	chr11:72727058:C:-	ARAP1	ENST00000359373.9	cds	protein_coding
11	73308895	73308896	+		chr11:73308896:C:+	89	11	78	0.123595505617978	1.0	62	11	51	0.17741935483871	1.0	51	10	41	0.196078431372549	1.0	92	11	81	0.119565217391304	1.0	0.967391	63	11	52	0.174603174603175	1.0	0.984127	53	10	43	0.188679245283019	1.0	0.962264	chr11:73308896:C:+	ARHGEF17	ENST00000263674.3	cds	protein_coding
11	73308896	73308897	+		chr11:73308897:C:+	89	20	69	0.224719101123595	1.0	64	13	51	0.203125	1.0	51	11	40	0.215686274509804	1.0	93	20	73	0.21505376344086	1.0	0.956989	65	14	51	0.215384615384615	1.0	0.984615	53	11	42	0.207547169811321	1.0	0.962264	chr11:73308897:C:+	ARHGEF17	ENST00000263674.3	cds	protein_coding
11	73927289	73927290	+		chr11:73927290:C:+	543	55	488	0.101289134438306	1.0	543	75	468	0.138121546961326	1.0	375	41	334	0.109333333333333	1.0	543	55	488	0.101289134438306	1.0	1.0	543	75	468	0.138121546961326	1.0	1.0	375	41	334	0.109333333333333	1.0	1.0	chr11:73927290:C:+	PAAF1	ENST00000310571.7	cds	protein_coding
11	75404676	75404677	+		chr11:75404677:C:+	72860	16960	55895	0.232791160524329	0.999931375240187	71631	13280	58345	0.185410122164049	0.999916237383256	61378	13825	47547	0.225265593430229	0.999902245104109	72877	16974	55898	0.232928971347019	0.999931391248268	0.999767	71640	13287	58347	0.185484546444426	0.999916247906198	0.999874	61389	13832	47551	0.225339263313947	0.999902262620339	0.999821	chr11:75404677:C:+	RPS3	ENST00000531188.5	cds	protein_coding
11	75815427	75815428	+		chr11:75815428:C:+	329	45	284	0.13677811550152	1.0	276	30	246	0.108695652173913	1.0	238	20	218	0.0840336134453782	1.0	353	47	306	0.13314447592068	1.0	0.932011	305	32	273	0.104918032786885	1.0	0.904918	264	24	240	0.0909090909090909	1.0	0.901515	chr11:75815428:C:+	UVRAG	ENST00000356136.7	cds	protein_coding
11	764333	764334	+		chr11:764334:C:+	5825	1010	4815	0.173390557939914	1.0	5304	738	4561	0.139271560671825	0.999057315233786	5784	849	4934	0.146809614386996	0.999827109266943	5827	1011	4816	0.173502660030891	1.0	0.999657	5305	739	4561	0.139433962264151	0.999057492931197	0.999811	5786	851	4934	0.147104580812446	0.99982716902869	0.999654	chr11:764334:C:+	TALDO1	ENST00000319006.7	cds	protein_coding
11	78124142	78124143	-		chr11:78124143:C:-	84	16	68	0.19047619047619	1.0	105	20	85	0.19047619047619	1.0	104	23	81	0.221153846153846	1.0	84	16	68	0.19047619047619	1.0	1.0	105	20	85	0.19047619047619	1.0	1.0	104	23	81	0.221153846153846	1.0	1.0	chr11:78124143:C:-	ALG8	ENST00000376156.7	cds	protein_coding
11	83184091	83184092	+		chr11:83184092:C:+	35	17	18	0.485714285714286	1.0	53	13	40	0.245283018867925	1.0	37	11	26	0.297297297297297	1.0	36	18	18	0.5	1.0	0.972222	55	15	40	0.272727272727273	1.0	0.963636	37	11	26	0.297297297297297	1.0	1.0	chr11:83184092:C:+	PCF11	ENST00000298281.8	intronic	protein_coding
11	8947418	8947419	-		chr11:8947419:C:-	39	10	29	0.256410256410256	1.0	66	22	44	0.333333333333333	1.0	36	17	19	0.472222222222222	1.0	39	10	29	0.256410256410256	1.0	1.0	67	22	45	0.328358208955224	1.0	0.985075	37	18	19	0.486486486486487	1.0	0.972973	chr11:8947419:C:-	TMEM9B	ENST00000534025.5	3utr	protein_coding
11	94799426	94799427	+		chr11:94799427:C:+	146	16	130	0.10958904109589	1.0	106	13	93	0.122641509433962	1.0	114	12	102	0.105263157894737	1.0	146	16	130	0.10958904109589	1.0	1.0	106	13	93	0.122641509433962	1.0	1.0	114	12	102	0.105263157894737	1.0	1.0	chr11:94799427:C:+	AMOTL1	ENST00000433060.2	cds	protein_coding
12	106997605	106997606	-		chr12:106997606:C:-	60	11	49	0.183333333333333	1.0	52	10	42	0.192307692307692	1.0	48	8	40	0.166666666666667	1.0	60	11	49	0.183333333333333	1.0	1.0	52	10	42	0.192307692307692	1.0	1.0	48	8	40	0.166666666666667	1.0	1.0	chr12:106997606:C:-	CRY1	ENST00000008527.9	cds	protein_coding
12	106997916	106997917	-		chr12:106997917:C:-	54	8	46	0.148148148148148	1.0	47	5	42	0.106382978723404	1.0	43	6	37	0.13953488372093	1.0	54	8	46	0.148148148148148	1.0	1.0	47	5	42	0.106382978723404	1.0	1.0	43	6	37	0.13953488372093	1.0	1.0	chr12:106997917:C:-	CRY1	ENST00000008527.9	cds	protein_coding
12	108646811	108646812	-		chr12:108646812:C:-	30	9	21	0.3	1.0	55	11	44	0.2	1.0	52	7	45	0.134615384615385	1.0	30	9	21	0.3	1.0	1.0	55	11	44	0.2	1.0	1.0	52	7	45	0.134615384615385	1.0	1.0	chr12:108646812:C:-	CORO1C	ENST00000420959.6	3utr	protein_coding
12	110282123	110282124	+		chr12:110282124:C:+	72	15	57	0.208333333333333	1.0	72	7	65	0.0972222222222222	1.0	75	11	64	0.146666666666667	1.0	72	15	57	0.208333333333333	1.0	1.0	72	7	65	0.0972222222222222	1.0	1.0	75	11	64	0.146666666666667	1.0	1.0	chr12:110282124:C:+	ATP2A2	ENST00000308664.10	intronic	protein_coding
12	111418301	111418302	+		chr12:111418302:C:+	197	34	163	0.17258883248731	1.0	136	13	123	0.0955882352941176	1.0	129	15	114	0.116279069767442	1.0	197	34	163	0.17258883248731	1.0	1.0	136	13	123	0.0955882352941176	1.0	1.0	129	15	114	0.116279069767442	1.0	1.0	chr12:111418302:C:+	SH2B3	ENST00000341259.6	cds	protein_coding
12	111418608	111418609	+		chr12:111418609:C:+	160	9	151	0.05625	1.0	106	15	91	0.141509433962264	1.0	103	13	90	0.12621359223301	1.0	160	9	151	0.05625	1.0	1.0	106	15	91	0.141509433962264	1.0	1.0	103	13	90	0.12621359223301	1.0	1.0	chr12:111418609:C:+	SH2B3	ENST00000341259.6	cds	protein_coding
12	111842326	111842327	+		chr12:111842327:C:+	78	22	56	0.282051282051282	1.0	79	30	49	0.379746835443038	1.0	56	20	36	0.357142857142857	1.0	84	28	56	0.333333333333333	1.0	0.928571	84	35	49	0.416666666666667	1.0	0.940476	59	23	36	0.389830508474576	1.0	0.949153	chr12:111842327:C:+	MAPKAPK5	ENST00000550735.6	5utr	protein_coding
12	112382023	112382024	-		chr12:112382024:C:-	98	14	84	0.142857142857143	1.0	72	7	65	0.0972222222222222	1.0	51	6	45	0.117647058823529	1.0	98	14	84	0.142857142857143	1.0	1.0	73	7	66	0.0958904109589041	1.0	0.986301	51	6	45	0.117647058823529	1.0	1.0	chr12:112382024:C:-	HECTD4	ENST00000377560.9	cds	protein_coding
12	113222107	113222108	+		chr12:113222108:C:+	49	24	25	0.489795918367347	1.0	44	25	19	0.568181818181818	1.0	61	37	24	0.60655737704918	1.0	49	24	25	0.489795918367347	1.0	1.0	44	25	19	0.568181818181818	1.0	1.0	61	37	24	0.60655737704918	1.0	1.0	chr12:113222108:C:+	TPCN1	ENST00000550785.5	intronic	protein_coding
12	113268807	113268808	+		chr12:113268808:C:+	131	22	109	0.16793893129771	1.0	102	13	89	0.127450980392157	1.0	98	14	84	0.142857142857143	1.0	131	22	109	0.16793893129771	1.0	1.0	102	13	89	0.127450980392157	1.0	1.0	98	14	84	0.142857142857143	1.0	1.0	chr12:113268808:C:+	TPCN1	ENST00000550785.5	cds	protein_coding
12	118376701	118376702	+		chr12:118376702:C:+	859	285	574	0.331781140861467	1.0	821	260	561	0.316686967113276	1.0	693	245	448	0.353535353535354	1.0	861	287	574	0.333333333333333	1.0	0.997677	823	261	561	0.317518248175182	0.998784933171324	0.99757	695	247	448	0.355395683453237	1.0	0.997122	chr12:118376702:C:+	SUDS3	ENST00000543473.1	cds	protein_coding
12	120137748	120137749	-		chr12:120137749:C:-	470	79	391	0.168085106382979	1.0	325	61	264	0.187692307692308	1.0	304	43	261	0.141447368421053	1.0	470	79	391	0.168085106382979	1.0	1.0	326	62	264	0.190184049079755	1.0	0.996933	305	44	261	0.144262295081967	1.0	0.996721	chr12:120137749:C:-	GCN1	ENST00000300648.6	cds	protein_coding
12	120144336	120144337	-		chr12:120144337:C:-	176	77	99	0.4375	1.0	133	53	79	0.401515151515151	0.992481203007519	113	45	68	0.398230088495575	1.0	176	77	99	0.4375	1.0	1.0	133	53	79	0.401515151515151	0.992481203007519	1.0	113	45	68	0.398230088495575	1.0	1.0	chr12:120144337:C:-	GCN1	ENST00000300648.6	cds	protein_coding
12	120153249	120153250	-		chr12:120153250:C:-	229	17	212	0.074235807860262	1.0	147	21	126	0.142857142857143	1.0	167	17	150	0.101796407185629	1.0	229	17	212	0.074235807860262	1.0	1.0	147	21	126	0.142857142857143	1.0	1.0	167	17	150	0.101796407185629	1.0	1.0	chr12:120153250:C:-	GCN1	ENST00000300648.6	cds	protein_coding
12	120199188	120199189	-		chr12:120199189:C:-	4949	611	4338	0.123459284703981	1.0	4985	460	4522	0.0923323966278603	0.999398194583751	4547	517	4029	0.113726352837659	0.999780074774577	4960	617	4343	0.124395161290323	1.0	0.997782	5003	469	4531	0.0938	0.99940035978413	0.996402	4566	526	4039	0.115224534501643	0.999780989925537	0.995839	chr12:120199189:C:-	RPLP0	ENST00000551150.5	cds	protein_coding
12	120212951	120212952	+		chr12:120212952:C:+	37	23	14	0.621621621621622	1.0	49	25	24	0.510204081632653	1.0	38	24	14	0.631578947368421	1.0	37	23	14	0.621621621621622	1.0	1.0	49	25	24	0.510204081632653	1.0	1.0	38	24	14	0.631578947368421	1.0	1.0	chr12:120212952:C:+	RP1-278C19.3	ENST00000535200.1	ncRNA_exonic	antisense
12	121002587	121002588	-		chr12:121002588:C:-	113	24	89	0.212389380530973	1.0	111	26	85	0.234234234234234	1.0	88	18	70	0.204545454545455	1.0	113	24	89	0.212389380530973	1.0	1.0	111	26	85	0.234234234234234	1.0	1.0	88	18	70	0.204545454545455	1.0	1.0	chr12:121002588:C:-	C12orf43	ENST00000288757.7	3utr	protein_coding
12	121824248	121824249	+		chr12:121824249:C:+	140	55	85	0.392857142857143	1.0	153	70	83	0.457516339869281	1.0	118	57	61	0.483050847457627	1.0	140	55	85	0.392857142857143	1.0	1.0	153	70	83	0.457516339869281	1.0	1.0	118	57	61	0.483050847457627	1.0	1.0	chr12:121824249:C:+	SETD1B	ENST00000542440.5	intronic	protein_coding
12	122981425	122981426	+		chr12:122981426:C:+	42	27	15	0.642857142857143	1.0	48	20	28	0.416666666666667	1.0	38	19	19	0.5	1.0	42	27	15	0.642857142857143	1.0	1.0	48	20	28	0.416666666666667	1.0	1.0	38	19	19	0.5	1.0	1.0	chr12:122981426:C:+	RP11-197N18.2	ENST00000540866.2	ncRNA_exonic	retained_intron
12	124950170	124950171	-		chr12:124950171:C:-	302	38	264	0.125827814569536	1.0	259	26	233	0.1003861003861	1.0	179	16	163	0.0893854748603352	1.0	302	38	264	0.125827814569536	1.0	1.0	259	26	233	0.1003861003861	1.0	1.0	179	16	163	0.0893854748603352	1.0	1.0	chr12:124950171:C:-	DHX37	ENST00000308736.6	cds	protein_coding
12	132508340	132508341	+		chr12:132508341:C:+	59	13	46	0.220338983050847	1.0	34	9	25	0.264705882352941	1.0	33	6	27	0.181818181818182	1.0	59	13	46	0.220338983050847	1.0	1.0	34	9	25	0.264705882352941	1.0	1.0	33	6	27	0.181818181818182	1.0	1.0	chr12:132508341:C:+	FBRSL1	ENST00000434748.2	cds	protein_coding
12	132661558	132661559	-		chr12:132661559:C:-	111	13	98	0.117117117117117	1.0	70	13	57	0.185714285714286	1.0	58	7	51	0.120689655172414	1.0	111	13	98	0.117117117117117	1.0	1.0	70	13	57	0.185714285714286	1.0	1.0	58	7	51	0.120689655172414	1.0	1.0	chr12:132661559:C:-	POLE	ENST00000320574.9	cds	protein_coding
12	20649689	20649690	+		chr12:20649690:C:+	34	20	14	0.588235294117647	1.0	37	21	16	0.567567567567568	1.0	32	21	11	0.65625	1.0	34	20	14	0.588235294117647	1.0	1.0	38	22	16	0.578947368421053	1.0	0.973684	33	22	11	0.666666666666667	1.0	0.969697	chr12:20649690:C:+	PDE3A	ENST00000359062.3	intronic	protein_coding
12	20649690	20649691	+		chr12:20649691:C:+	33	19	14	0.575757575757576	1.0	38	24	14	0.631578947368421	1.0	34	22	12	0.647058823529412	1.0	33	19	14	0.575757575757576	1.0	1.0	39	25	14	0.641025641025641	1.0	0.974359	35	23	12	0.657142857142857	1.0	0.971429	chr12:20649691:C:+	PDE3A	ENST00000359062.3	intronic	protein_coding
12	29343241	29343242	-		chr12:29343242:C:-	242	61	180	0.253112033195021	0.995867768595041	333	86	247	0.258258258258258	1.0	246	55	191	0.223577235772358	1.0	242	61	180	0.253112033195021	0.995867768595041	1.0	333	86	247	0.258258258258258	1.0	1.0	246	55	191	0.223577235772358	1.0	1.0	chr12:29343242:C:-	ERGIC2	ENST00000360150.8	cds	protein_coding
12	31590826	31590827	-		chr12:31590827:C:-	65	62	3	0.953846153846154	1.0	72	65	7	0.902777777777778	1.0	43	43	0	1.0	1.0	65	62	3	0.953846153846154	1.0	1.0	72	65	7	0.902777777777778	1.0	1.0	43	43	0	1.0	1.0	1.0	chr12:31590827:C:-	DENND5B	ENST00000389082.9	cds	protein_coding
12	40105901	40105902	-		chr12:40105902:C:-	231	85	146	0.367965367965368	1.0	238	91	147	0.382352941176471	1.0	179	79	100	0.441340782122905	1.0	231	85	146	0.367965367965368	1.0	1.0	238	91	147	0.382352941176471	1.0	1.0	179	79	100	0.441340782122905	1.0	1.0	chr12:40105902:C:-	SLC2A13	ENST00000380858.1	5utr	protein_coding
12	43787820	43787821	+		chr12:43787821:C:+	266	37	229	0.139097744360902	1.0	255	47	208	0.184313725490196	1.0	182	20	162	0.10989010989011	1.0	274	44	230	0.160583941605839	1.0	0.970803	267	58	209	0.217228464419476	1.0	0.955056	189	27	162	0.142857142857143	1.0	0.962963	chr12:43787821:C:+	IRAK4	ENST00000613694.4	3utr	protein_coding
12	43787821	43787822	+		chr12:43787822:C:+	284	38	246	0.133802816901408	1.0	271	53	218	0.195571955719557	1.0	201	25	176	0.124378109452736	1.0	292	44	248	0.150684931506849	1.0	0.972603	282	63	219	0.223404255319149	1.0	0.960993	208	32	176	0.153846153846154	1.0	0.966346	chr12:43787822:C:+	IRAK4	ENST00000613694.4	3utr	protein_coding
12	43787826	43787827	+		chr12:43787827:C:+	269	25	244	0.0929368029739777	1.0	263	45	218	0.171102661596958	1.0	204	19	185	0.0931372549019608	1.0	278	32	246	0.115107913669065	1.0	0.967626	275	52	223	0.189090909090909	1.0	0.956364	210	25	185	0.119047619047619	1.0	0.971429	chr12:43787827:C:+	IRAK4	ENST00000613694.4	3utr	protein_coding
12	48137806	48137807	+		chr12:48137807:C:+	1813	236	1577	0.130170987313844	1.0	1841	223	1618	0.121129820749593	1.0	1989	230	1759	0.115635997988939	1.0	1814	237	1577	0.130650496141125	1.0	0.999449	1841	223	1618	0.121129820749593	1.0	1.0	1991	231	1760	0.116022099447514	1.0	0.998995	chr12:48137807:C:+	PFKM	ENST00000340802.11	cds	protein_coding
12	48695061	48695062	-		chr12:48695062:C:-	35	5	30	0.142857142857143	1.0	40	15	25	0.375	1.0	41	14	27	0.341463414634146	1.0	38	5	33	0.131578947368421	1.0	0.921053	41	15	26	0.365853658536585	1.0	0.97561	41	14	27	0.341463414634146	1.0	1.0	chr12:48695062:C:-	CCNT1	ENST00000261900.7	intronic	protein_coding
12	48965574	48965575	-		chr12:48965575:C:-	119	37	82	0.310924369747899	1.0	129	39	90	0.302325581395349	1.0	84	29	55	0.345238095238095	1.0	119	37	82	0.310924369747899	1.0	1.0	129	39	90	0.302325581395349	1.0	1.0	84	29	55	0.345238095238095	1.0	1.0	chr12:48965575:C:-	WNT10B	ENST00000301061.8	3utr	protein_coding
12	49265443	49265444	+		chr12:49265444:C:+	88	8	80	0.0909090909090909	1.0	91	16	75	0.175824175824176	1.0	66	9	57	0.136363636363636	1.0	88	8	80	0.0909090909090909	1.0	1.0	91	16	75	0.175824175824176	1.0	1.0	66	9	57	0.136363636363636	1.0	1.0	chr12:49265444:C:+	TUBA1C	ENST00000301072.10	intronic	protein_coding
12	52191911	52191912	-		chr12:52191912:C:-	98	5	93	0.0510204081632653	1.0	80	11	69	0.1375	1.0	49	11	38	0.224489795918367	1.0	102	9	93	0.0882352941176471	1.0	0.960784	82	13	69	0.158536585365854	1.0	0.97561	50	12	38	0.24	1.0	0.98	chr12:52191912:C:-	KRT80	ENST00000313234.9	5utr	protein_coding
12	52191912	52191913	-		chr12:52191913:C:-	98	7	91	0.0714285714285714	1.0	77	12	65	0.155844155844156	1.0	51	13	38	0.254901960784314	1.0	103	11	92	0.106796116504854	1.0	0.951456	79	14	65	0.177215189873418	1.0	0.974684	52	14	38	0.269230769230769	1.0	0.980769	chr12:52191913:C:-	KRT80	ENST00000313234.9	5utr	protein_coding
12	52233235	52233236	+		chr12:52233236:C:+	148	20	128	0.135135135135135	1.0	121	15	106	0.12396694214876	1.0	138	18	120	0.130434782608696	1.0	150	20	130	0.133333333333333	1.0	0.986667	121	15	106	0.12396694214876	1.0	1.0	138	18	120	0.130434782608696	1.0	1.0	chr12:52233236:C:+	KRT7	ENST00000331817.5	5utr	protein_coding
12	53102117	53102118	+		chr12:53102118:C:+	1040	379	661	0.364423076923077	1.0	849	273	576	0.321554770318021	1.0	888	274	614	0.308558558558559	1.0	1041	380	661	0.365033621517771	1.0	0.999039	849	273	576	0.321554770318021	1.0	1.0	888	274	614	0.308558558558559	1.0	1.0	chr12:53102118:C:+	IGFBP6	ENST00000548547.5	cds	protein_coding
12	53299445	53299446	+		chr12:53299446:C:+	49	27	22	0.551020408163265	1.0	64	33	31	0.515625	1.0	37	18	19	0.486486486486487	1.0	49	27	22	0.551020408163265	1.0	1.0	64	33	31	0.515625	1.0	1.0	37	18	19	0.486486486486487	1.0	1.0	chr12:53299446:C:+	PFDN5	ENST00000551018.5	3utr	protein_coding
12	53505255	53505256	+		chr12:53505256:C:+	1316	192	1124	0.145896656534954	1.0	1257	180	1077	0.143198090692124	1.0	1099	167	932	0.151956323930846	1.0	1316	192	1124	0.145896656534954	1.0	1.0	1257	180	1077	0.143198090692124	1.0	1.0	1101	168	933	0.152588555858311	1.0	0.998183	chr12:53505256:C:+	TARBP2	ENST00000266987.6	cds	protein_coding
12	55727231	55727232	-		chr12:55727232:C:-	1835	228	1607	0.12425068119891	1.0	2207	209	1997	0.0947416137805984	0.999546896239239	2054	236	1818	0.114897760467381	1.0	1836	228	1608	0.124183006535948	1.0	0.999455	2208	210	1997	0.095151789759855	0.999547101449275	0.999547	2055	237	1818	0.115328467153285	1.0	0.999513	chr12:55727232:C:-	CD63	ENST00000549117.5	cds	protein_coding
