chr	start	end	strand	label	Gene ID	Gene Symbol	Gene Type	m5C	C	m5C Level	m5C.1	C.1	m5C Level.1	Status_rep1	Status_rep2	Final Level	m5C.2	C.2	m5C Level.2	m5C.3	C.3	m5C Level.3	Status_rep1.1	Status_rep2.1	Final Level.1
1	200669848	200669849	-	1	ENSG00000118197	DDX59	mRNA	109	154	0.414449	97	191	0.336806	1	1	0.373866	70	277	0.201729	76	322	0.190955	1	1	0.195973
1	200669878	200669879	-	1	ENSG00000118197	DDX59	mRNA	11	79	0.122222	10	62	0.138889	1	1	0.12963	17	116	0.12782	23	110	0.172932	1	1	0.150376
1	200669893	200669894	-	1	ENSG00000118197	DDX59	mRNA	5	31	0.138889	1	32	0.030303	1	/	/	8	32	0.2	4	54	0.0689655	1	/	/
1	200848116	200848117	+	1	ENSG00000118200	CAMSAP2	mRNA	9	52	0.147541	4	39	0.0930233	1	/	/	1	29	0.0333333	5	30	0.142857	/	1	/
1	200900177	200900178	+	1	ENSG00000163362	C1orf106	mRNA	9	63	0.125	14	82	0.145833	1	1	0.136905	10	89	0.10101	10	91	0.0990099	1	/	/
1	200909327	200909328	-	0			intergenic	3	22	0.12	9	27	0.25	/	1	/	6	22	0.214286	3	22	0.12	/	/	/
1	200972488	200972489	-	1			intergenic	16	95	0.144144	12	90	0.117647	1	1	0.131455	15	78	0.16129	10	97	0.0934579	1	/	/
1	200972502	200972503	-	1			intergenic	21	88	0.192661	10	85	0.105263	1	1	0.151961	16	74	0.177778	10	99	0.0917431	1	/	/
1	200972503	200972504	-	1			intergenic	21	88	0.192661	8	86	0.0851064	1	/	/	17	73	0.188889	10	99	0.0917431	1	/	/
1	200972504	200972505	-	1			intergenic	22	87	0.201835	8	86	0.0851064	1	/	/	17	73	0.188889	10	99	0.0917431	1	/	/
1	200972505	200972506	-	1			intergenic	22	87	0.201835	8	86	0.0851064	1	/	/	16	74	0.177778	10	99	0.0917431	1	/	/
1	200972506	200972507	-	1			intergenic	19	89	0.175926	7	87	0.0744681	1	/	/	17	73	0.188889	10	101	0.0900901	1	/	/
1	201008821	201008822	-	1	ENSG00000116852	KIF21B	mRNA	22	73	0.231579	17	54	0.239437	1	1	0.23494	2	65	0.0298507	6	72	0.0769231	/	/	/
1	201023561	201023562	-	1			intergenic	7	61	0.102941	1	77	0.0128205	1	/	/	1	59	0.0166667	4	61	0.0615385	/	/	/
1	201040356	201040357	-	1	ENSG00000081248	CACNA1S	mRNA	31	38	0.449275	35	26	0.57377	1	1	0.507692	32	32	0.5	29	38	0.432836	1	1	0.465649
1	201134971	201134972	-	0	ENSG00000116857	TMEM9	mRNA	3	95	0.0306122	1	56	0.0175439	/	/	/	6	39	0.133333	4	76	0.05	1	/	/
1	201135820	201135821	-	1	ENSG00000116857	TMEM9	mRNA	7	26	0.212121	2	20	0.0909091	1	/	/	6	25	0.193548	6	21	0.222222	1	/	/
1	201216527	201216528	+	1	ENSG00000163395	IGFN1	mRNA	36	101	0.262774	37	64	0.366337	1	1	0.306723	31	64	0.326316	22	52	0.297297	1	1	0.313609
1	201216528	201216529	+	1	ENSG00000163395	IGFN1	mRNA	39	90	0.302326	38	60	0.387755	1	1	0.339207	30	60	0.333333	23	51	0.310811	1	1	0.323171
1	201216529	201216530	+	1	ENSG00000163395	IGFN1	mRNA	37	97	0.276119	38	64	0.372549	1	1	0.317797	32	62	0.340426	23	51	0.310811	1	1	0.327381
1	201216530	201216531	+	1	ENSG00000163395	IGFN1	mRNA	36	95	0.274809	38	61	0.383838	1	1	0.321739	33	60	0.354839	22	52	0.297297	1	1	0.329341
1	201216531	201216532	+	1	ENSG00000163395	IGFN1	mRNA	39	89	0.304688	39	61	0.39	1	1	0.342105	35	60	0.368421	23	53	0.302632	1	1	0.339181
1	201216547	201216548	+	1	ENSG00000163395	IGFN1	mRNA	44	106	0.293333	53	66	0.445378	1	1	0.360595	55	65	0.458333	41	57	0.418367	1	1	0.440367
1	201216548	201216549	+	1	ENSG00000163395	IGFN1	mRNA	40	112	0.263158	43	75	0.364407	1	1	0.307407	50	71	0.413223	38	60	0.387755	1	1	0.401826
1	201226031	201226032	+	0	ENSG00000163395	IGFN1	mRNA	5	57	0.0806452	3	35	0.0789474	/	/	/	7	34	0.170732	4	41	0.0888889	1	/	/
1	201468390	201468391	-	0	ENSG00000174307	PHLDA3	mRNA	3	21	0.125	3	28	0.0967742	/	/	/	4	23	0.148148	9	34	0.209302	/	1	/
1	201468392	201468393	-	1	ENSG00000174307	PHLDA3	mRNA	7	47	0.12963	6	47	0.113208	1	1	0.121495	4	36	0.1	6	55	0.0983607	/	/	/
1	201483717	201483718	-	0	ENSG00000159176	CSRP1	mRNA	36	341	0.0954907	39	337	0.103723	/	1	/	44	340	0.114583	48	313	0.132964	1	1	0.12349
1	201484452	201484453	-	1	ENSG00000159176	CSRP1	mRNA	20	29	0.408163	5	30	0.142857	1	1	0.297619	9	17	0.346154	12	19	0.387097	/	1	/
1	201794549	201794550	+	0	ENSG00000134369	NAV1	mRNA	2	26	0.0714286	2	13	0.133333	/	/	/	1	17	0.0555556	5	29	0.147059	/	1	/
1	201869668	201869669	+	0	ENSG00000198700	IPO9	mRNA	4	54	0.0689655	5	38	0.116279	/	1	/	3	36	0.0769231	3	36	0.0769231	/	/	/
1	201892148	201892149	+	1			intergenic	6	49	0.109091	3	58	0.0491803	1	/	/	0	65	0.0	3	67	0.0428571	/	/	/
1	202335769	202335770	-	0	ENSG00000077152	UBE2T	mRNA	2	64	0.030303	6	40	0.130435	/	1	/	1	67	0.0147059	1	65	0.0151515	/	/	/
1	202730982	202730983	-	0	ENSG00000117139	KDM5B	mRNA	1	85	0.0116279	7	73	0.0875	/	/	/	7	60	0.104478	5	63	0.0735294	1	/	/
1	202879229	202879230	-	0	ENSG00000183155	RABIF	mRNA	5	23	0.178571	7	20	0.259259	/	/	/	9	16	0.36	16	34	0.32	/	1	/
1	202888993	202888994	-	1	ENSG00000183155	RABIF	mRNA	37	14	0.72549	20	8	0.714286	1	/	/	15	14	0.517241	23	11	0.676471	/	1	/
1	202889132	202889133	-	0	ENSG00000183155	RABIF	mRNA	0	42	0.0	6	42	0.125	/	1	/	4	51	0.0727273	9	40	0.183673	/	1	/
1	202892471	202892472	-	1	ENSG00000117153	KLHL12	mRNA	5	27	0.15625	8	32	0.2	1	1	0.180556	3	29	0.09375	10	15	0.4	/	/	/
1	202911939	202911940	+	0	ENSG00000230280	RP11-38O14.1	pseudogene	3	29	0.09375	3	16	0.157895	/	/	/	6	23	0.206897	8	23	0.258065	/	1	/
1	202948351	202948352	-	0	ENSG00000159346	ADIPOR1	mRNA	0	45	0.0	5	30	0.142857	/	1	/	0	27	0.0	1	43	0.0227273	/	/	/
1	202962171	202962172	-	0	ENSG00000159348	CYB5R1	mRNA	11	126	0.080292	8	97	0.0761905	/	/	/	12	106	0.101695	13	116	0.100775	1	1	0.101215
1	203862194	203862195	-	1			intergenic	44	16	0.733333	24	14	0.631579	1	1	0.693878	19	13	0.59375	18	7	0.72	1	/	/
1	203865060	203865061	+	1	ENSG00000182004	SNRPE	mRNA	242	442	0.353801	268	367	0.422047	1	1	0.386657	177	307	0.365702	186	280	0.399142	1	1	0.382105
1	204445996	204445997	-	0	ENSG00000133056	PIK3C2B	mRNA	5	71	0.0657895	3	59	0.0483871	/	/	/	1	54	0.0181818	9	80	0.101124	/	1	/
1	204449234	204449235	+	1			intergenic	7	36	0.162791	5	27	0.15625	1	1	0.16	3	26	0.103448	1	24	0.04	/	/	/
1	204449246	204449247	+	0			intergenic	5	52	0.0877193	3	40	0.0697674	/	/	/	5	35	0.125	3	31	0.0882353	1	/	/
1	204454679	204454680	-	1	ENSG00000133056	PIK3C2B	mRNA	5	31	0.138889	0	28	0.0	1	/	/	0	41	0.0	1	28	0.0344828	/	/	/
1	204456054	204456055	-	1	ENSG00000133056	PIK3C2B	mRNA	7	35	0.166667	5	44	0.102041	1	1	0.131868	5	36	0.121951	2	46	0.0416667	1	/	/
1	204552382	204552383	+	0	ENSG00000198625	MDM4	mRNA	5	15	0.25	5	26	0.16129	/	1	/	6	14	0.3	6	16	0.272727	/	/	/
1	204552436	204552437	+	1	ENSG00000198625	MDM4	mRNA	6	47	0.113208	3	35	0.0789474	1	/	/	0	37	0.0	2	41	0.0465116	/	/	/
1	204552442	204552443	+	1	ENSG00000198625	MDM4	mRNA	6	49	0.109091	3	35	0.0789474	1	/	/	1	39	0.025	3	41	0.0681818	/	/	/
1	204555235	204555236	+	1	ENSG00000198625	MDM4	mRNA	6	26	0.1875	8	21	0.275862	1	/	/	11	16	0.407407	9	9	0.5	/	/	/
1	204555236	204555237	+	1	ENSG00000198625	MDM4	mRNA	9	23	0.28125	8	21	0.275862	1	/	/	11	16	0.407407	9	9	0.5	/	/	/
1	204555238	204555239	+	1	ENSG00000198625	MDM4	mRNA	10	24	0.294118	8	22	0.266667	1	1	0.28125	11	16	0.407407	9	10	0.473684	/	/	/
1	204555239	204555240	+	1	ENSG00000198625	MDM4	mRNA	10	24	0.294118	8	22	0.266667	1	1	0.28125	11	16	0.407407	9	10	0.473684	/	/	/
1	204555241	204555242	+	1	ENSG00000198625	MDM4	mRNA	10	24	0.294118	8	23	0.258065	1	1	0.276923	7	20	0.259259	8	11	0.421053	/	/	/
1	204555242	204555243	+	1	ENSG00000198625	MDM4	mRNA	9	25	0.264706	8	23	0.258065	1	1	0.261538	8	20	0.285714	8	11	0.421053	/	/	/
1	204555244	204555245	+	1	ENSG00000198625	MDM4	mRNA	9	25	0.264706	7	24	0.225806	1	1	0.246154	6	22	0.214286	8	11	0.421053	/	/	/
1	204555245	204555246	+	1	ENSG00000198625	MDM4	mRNA	9	25	0.264706	8	24	0.25	1	1	0.257576	7	22	0.241379	8	11	0.421053	/	/	/
1	204555246	204555247	+	1	ENSG00000198625	MDM4	mRNA	7	28	0.2	9	23	0.28125	1	1	0.238806	4	25	0.137931	9	10	0.473684	/	/	/
1	204555406	204555407	+	0	ENSG00000198625	MDM4	mRNA	0	36	0.0	5	45	0.1	/	1	/	1	30	0.0322581	1	24	0.04	/	/	/
1	204555407	204555408	+	0	ENSG00000198625	MDM4	mRNA	0	36	0.0	5	45	0.1	/	1	/	2	29	0.0645161	2	23	0.08	/	/	/
1	204555409	204555410	+	0	ENSG00000198625	MDM4	mRNA	2	35	0.0540541	7	45	0.134615	/	1	/	3	29	0.09375	2	23	0.08	/	/	/
1	204555410	204555411	+	0	ENSG00000198625	MDM4	mRNA	2	35	0.0540541	7	45	0.134615	/	1	/	4	28	0.125	1	24	0.04	/	/	/
1	204555411	204555412	+	0	ENSG00000198625	MDM4	mRNA	2	36	0.0526316	8	44	0.153846	/	1	/	3	29	0.09375	1	24	0.04	/	/	/
1	204555427	204555428	+	1	ENSG00000198625	MDM4	mRNA	7	35	0.166667	14	34	0.291667	1	1	0.233333	3	28	0.0967742	5	20	0.2	/	/	/
1	204555431	204555432	+	1	ENSG00000198625	MDM4	mRNA	11	34	0.244444	14	35	0.285714	1	1	0.265957	5	30	0.142857	6	21	0.222222	1	/	/
1	204555437	204555438	+	1	ENSG00000198625	MDM4	mRNA	7	38	0.155556	8	41	0.163265	1	1	0.159574	3	26	0.103448	5	23	0.178571	/	/	/
1	204555438	204555439	+	1	ENSG00000198625	MDM4	mRNA	6	39	0.133333	8	41	0.163265	1	1	0.148936	5	24	0.172414	3	25	0.107143	/	/	/
1	204555440	204555441	+	1	ENSG00000198625	MDM4	mRNA	7	36	0.162791	7	41	0.145833	1	1	0.153846	4	26	0.133333	3	25	0.107143	/	/	/
1	204555441	204555442	+	1	ENSG00000198625	MDM4	mRNA	5	37	0.119048	7	41	0.145833	1	1	0.133333	4	26	0.133333	3	25	0.107143	/	/	/
1	204555613	204555614	+	0	ENSG00000198625	MDM4	mRNA	1	66	0.0149254	5	59	0.078125	/	/	/	5	43	0.104167	1	52	0.0188679	1	/	/
1	204555804	204555805	+	1	ENSG00000198625	MDM4	mRNA	20	85	0.190476	16	87	0.15534	1	1	0.173077	10	50	0.166667	19	86	0.180952	1	1	0.175758
1	204555811	204555812	+	1	ENSG00000198625	MDM4	mRNA	17	93	0.154545	11	95	0.103774	1	1	0.12963	7	51	0.12069	16	88	0.153846	1	1	0.141975
1	204555812	204555813	+	1	ENSG00000198625	MDM4	mRNA	17	94	0.153153	10	96	0.0943396	1	/	/	6	52	0.103448	10	94	0.0961538	1	/	/
1	205061344	205061345	-	1			intergenic	5	29	0.147059	5	45	0.1	1	1	0.119048	3	37	0.075	7	47	0.12963	/	1	/
1	205161329	205161330	-	0	ENSG00000133059	DSTYK	mRNA	0	57	0.0	5	43	0.104167	/	1	/	5	46	0.0980392	1	54	0.0181818	/	/	/
1	205351218	205351219	+	1			intergenic	36	9	0.8	31	12	0.72093	1	1	0.761364	18	9	0.666667	22	11	0.666667	/	1	/
1	205351222	205351223	+	1			intergenic	22	88	0.2	27	75	0.264706	1	1	0.231132	15	70	0.176471	14	100	0.122807	1	1	0.145729
1	205716931	205716932	-	0	ENSG00000069275	NUCKS1	mRNA	105	1014	0.0938338	100	815	0.10929	/	1	/	69	570	0.107981	77	586	0.116139	1	1	0.112135
1	205791555	205791556	-	1	ENSG00000133065	SLC41A1	mRNA	13	71	0.154762	4	68	0.0555556	1	/	/	3	65	0.0441176	6	117	0.0487805	/	/	/
1	206476338	206476339	-	1			intergenic	90	57	0.612245	60	61	0.495868	1	1	0.559701	113	74	0.604278	130	70	0.65	1	1	0.627907
1	206479038	206479039	+	1	ENSG00000143466	IKBKE	mRNA	6	24	0.2	1	15	0.0625	1	/	/	1	15	0.0625	0	25	0.0	/	/	/
1	206480024	206480025	-	0			intergenic	2	47	0.0408163	5	44	0.102041	/	1	/	4	57	0.0655738	1	58	0.0169492	/	/	/
1	206611338	206611339	-	1	ENSG00000143486	EIF2D	mRNA	5	38	0.116279	0	38	0.0	1	/	/	2	33	0.0571429	0	19	0.0	/	/	/
1	206733543	206733544	+	1			intergenic	53	362	0.127711	53	337	0.135897	1	1	0.131677	13	290	0.0429043	22	302	0.0679012	/	/	/
1	206907911	206907912	+	1	ENSG00000226945	RP11-564A8.4	pseudogene	40	15	0.727273	23	10	0.69697	1	1	0.715909	24	14	0.631579	14	11	0.56	1	/	/
1	207321687	207321688	+	1			intergenic	104	764	0.119816	102	648	0.136	1	1	0.127318	99	643	0.133423	88	692	0.112821	1	1	0.122865
1	207321809	207321810	+	1	ENSG00000196352	CD55	mRNA	59	507	0.10424	37	506	0.06814	1	/	/	12	461	0.02537	20	435	0.043956	/	/	/
1	207322392	207322393	+	1	ENSG00000196352	CD55	mRNA	12	72	0.142857	6	63	0.0869565	1	/	/	10	62	0.138889	6	63	0.0869565	1	/	/
1	207324680	207324681	+	1	ENSG00000196352	CD55	mRNA	10	34	0.227273	4	28	0.125	1	/	/	5	20	0.2	0	29	0.0	/	/	/
1	207324686	207324687	+	1	ENSG00000196352	CD55	mRNA	191	184	0.509333	203	129	0.611446	1	1	0.557284	158	130	0.548611	239	126	0.654795	1	1	0.607963
1	207331301	207331302	+	1	ENSG00000196352	CD55	mRNA	7	36	0.162791	5	19	0.208333	1	/	/	2	21	0.0869565	4	11	0.266667	/	/	/
1	208042249	208042250	-	0	ENSG00000076356	PLXNA2	mRNA	1	37	0.0263158	6	44	0.12	/	1	/	8	46	0.148148	2	64	0.030303	1	/	/
1	209623165	209623166	-	1	ENSG00000196878	LAMB3	mRNA	33	222	0.129412	25	161	0.134409	1	1	0.131519	12	236	0.0483871	15	143	0.0949367	/	/	/
1	209626009	209626010	-	1	ENSG00000196878	LAMB3	mRNA	75	504	0.129534	54	401	0.118681	1	1	0.124758	21	518	0.038961	34	694	0.0467033	/	/	/
1	210860375	210860376	-	0	ENSG00000224668	IPO8P1	pseudogene	9	202	0.042654	17	159	0.0965909	/	/	/	20	132	0.131579	11	161	0.0639535	1	/	/
1	211579182	211579183	-	0			intergenic	6	19	0.24	12	23	0.342857	/	1	/	10	21	0.322581	8	30	0.210526	1	1	0.26087
1	212608807	212608808	+	0			intergenic	2	26	0.0714286	1	28	0.0344828	/	/	/	5	31	0.138889	1	32	0.030303	1	/	/
1	212619706	212619707	+	1			intergenic	21	87	0.194444	12	108	0.1	1	1	0.144737	16	111	0.125984	23	109	0.174242	1	1	0.150579
1	212619710	212619711	+	1			intergenic	18	12	0.6	16	15	0.516129	1	1	0.557377	18	9	0.666667	27	14	0.658537	/	1	/
1	212619711	212619712	+	1			intergenic	20	15	0.571429	21	23	0.477273	1	1	0.518987	17	23	0.425	23	29	0.442308	1	1	0.434783
1	212619712	212619713	+	1			intergenic	16	24	0.4	14	28	0.333333	1	1	0.365854	19	25	0.431818	18	32	0.36	1	1	0.393617
1	212619716	212619717	+	0			intergenic	3	37	0.075	6	42	0.125	/	1	/	5	43	0.104167	2	52	0.037037	1	/	/
1	212619717	212619718	+	0			intergenic	3	37	0.075	7	38	0.155556	/	1	/	6	42	0.125	6	47	0.113208	1	1	0.118812
1	212797145	212797146	+	1	ENSG00000203705	TATDN3	mRNA	18	156	0.103448	7	129	0.0514706	1	/	/	17	107	0.137097	8	116	0.0645161	1	/	/
1	212858657	212858658	+	1	ENSG00000162769	FLVCR1	mRNA	19	163	0.104396	22	226	0.0887097	1	/	/	34	271	0.111475	47	293	0.138235	1	1	0.125581
1	212973985	212973986	+	1	ENSG00000143494	VASH2	mRNA	5	26	0.16129	3	22	0.12	1	/	/	1	23	0.0416667	1	25	0.0384615	/	/	/
1	214281131	214281132	+	1			intergenic	12	69	0.148148	6	60	0.0909091	1	/	/	6	64	0.0857143	3	81	0.0357143	/	/	/
1	214281133	214281134	+	1			intergenic	14	89	0.135922	8	65	0.109589	1	1	0.125	9	68	0.116883	4	86	0.0444444	1	/	/
1	214281134	214281135	+	1			intergenic	16	99	0.13913	8	72	0.1	1	1	0.123077	10	76	0.116279	5	101	0.0471698	1	/	/
1	214281150	214281151	+	1			intergenic	18	127	0.124138	13	95	0.12037	1	1	0.12253	15	98	0.132743	7	123	0.0538462	1	/	/
1	214281153	214281154	+	1			intergenic	20	137	0.127389	13	99	0.116071	1	1	0.122677	14	103	0.119658	7	128	0.0518519	1	/	/
1	214281155	214281156	+	1			intergenic	18	154	0.104651	13	109	0.106557	1	1	0.105442	12	113	0.096	7	136	0.048951	/	/	/
1	214281156	214281157	+	1			intergenic	18	156	0.103448	13	112	0.104	1	1	0.103679	11	113	0.0887097	7	137	0.0486111	/	/	/
1	214281205	214281206	+	1			intergenic	34	235	0.126394	25	184	0.119617	1	1	0.123431	9	180	0.047619	5	213	0.0229358	/	/	/
1	214350076	214350077	-	1	ENSG00000228470	RP11-176D17.3	processed_transcript	9	52	0.147541	3	51	0.0555556	1	/	/	1	42	0.0232558	5	48	0.0943396	/	/	/
1	214352440	214352441	-	0	ENSG00000228470	RP11-176D17.3	processed_transcript	11	9	0.55	15	16	0.483871	/	1	/	17	11	0.607143	27	10	0.72973	/	1	/
1	214613849	214613850	-	1			intergenic	6	39	0.133333	5	25	0.166667	1	1	0.146667	1	30	0.0322581	4	38	0.0952381	/	/	/
1	215567381	215567382	+	1			intergenic	7	50	0.122807	3	56	0.0508475	1	/	/	9	62	0.126761	5	46	0.0980392	1	/	/
1	215567384	215567385	+	0			intergenic	6	57	0.0952381	1	61	0.016129	/	/	/	8	68	0.105263	4	49	0.0754717	1	/	/
1	215567429	215567430	+	1	ENSG00000136636	KCTD3	mRNA	96	464	0.171429	84	444	0.159091	1	1	0.165441	80	544	0.128205	84	448	0.157895	1	1	0.141869
1	215567430	215567431	+	1	ENSG00000136636	KCTD3	mRNA	96	470	0.169611	90	440	0.169811	1	1	0.169708	86	542	0.136943	83	452	0.15514	1	1	0.145314
1	215567431	215567432	+	1	ENSG00000136636	KCTD3	mRNA	107	473	0.184483	96	444	0.177778	1	1	0.18125	86	546	0.136076	88	453	0.162662	1	1	0.148338
1	215567434	215567435	+	1	ENSG00000136636	KCTD3	mRNA	93	507	0.155	82	488	0.14386	1	1	0.149573	78	589	0.116942	76	493	0.133568	1	1	0.124595
1	215567461	215567462	+	1	ENSG00000136636	KCTD3	mRNA	117	624	0.157895	109	615	0.150552	1	1	0.154266	94	679	0.121604	102	625	0.140303	1	1	0.130667
1	215567462	215567463	+	1	ENSG00000136636	KCTD3	mRNA	117	624	0.157895	116	609	0.16	1	1	0.158936	98	676	0.126615	109	621	0.149315	1	1	0.137633
1	215567466	215567467	+	1	ENSG00000136636	KCTD3	mRNA	137	634	0.177691	140	609	0.186916	1	1	0.182237	121	688	0.149567	131	634	0.171242	1	1	0.160102
1	215567467	215567468	+	1	ENSG00000136636	KCTD3	mRNA	127	645	0.164508	131	618	0.1749	1	1	0.169625	114	695	0.140915	117	648	0.152941	1	1	0.14676
1	215671197	215671198	-	1	ENSG00000042781	USH2A	mRNA	15	18	0.454545	2	10	0.166667	1	/	/	11	28	0.282051	9	12	0.428571	1	/	/
1	215934728	215934729	+	0			intergenic	0	62	0.0	6	46	0.115385	/	1	/	1	50	0.0196078	1	41	0.0238095	/	/	/
1	216196644	216196645	+	1	ENSG00000236292	RP5-1099E6.3	antisense	7	33	0.175	2	28	0.0666667	1	/	/	4	30	0.117647	2	59	0.0327869	/	/	/
1	219173894	219173895	+	0	ENSG00000143353	LYPLAL1	mRNA	9	87	0.09375	13	106	0.109244	/	1	/	4	117	0.0330579	9	143	0.0592105	/	/	/
1	219980079	219980080	-	1	ENSG00000136628	EPRS	mRNA	29	45	0.391892	43	46	0.483146	1	1	0.441718	53	40	0.569892	37	45	0.45122	1	1	0.514286
1	220006206	220006207	-	0	ENSG00000136628	EPRS	mRNA	3	36	0.0769231	3	31	0.0882353	/	/	/	5	22	0.185185	6	30	0.166667	/	1	/
1	220057905	220057906	-	0	ENSG00000162813	BPNT1	mRNA	1	32	0.030303	5	32	0.135135	/	1	/	3	33	0.0833333	3	44	0.0638298	/	/	/
1	220057906	220057907	-	0	ENSG00000162813	BPNT1	mRNA	2	33	0.0571429	5	33	0.131579	/	1	/	3	35	0.0789474	3	46	0.0612245	/	/	/
1	220057908	220057909	-	0	ENSG00000162813	BPNT1	mRNA	4	33	0.108108	6	32	0.157895	/	1	/	4	34	0.105263	5	44	0.102041	/	1	/
1	220057909	220057910	-	0	ENSG00000162813	BPNT1	mRNA	3	31	0.0882353	5	32	0.135135	/	1	/	4	32	0.111111	5	42	0.106383	/	1	/
1	220057919	220057920	-	0	ENSG00000162813	BPNT1	mRNA	3	37	0.075	12	33	0.266667	/	1	/	6	37	0.139535	6	50	0.107143	1	1	0.121212
1	220057928	220057929	-	0	ENSG00000162813	BPNT1	mRNA	8	74	0.097561	15	55	0.214286	/	1	/	13	82	0.136842	9	74	0.108434	1	1	0.123596
1	220057935	220057936	-	0	ENSG00000162813	BPNT1	mRNA	5	83	0.0568182	11	67	0.141026	/	1	/	12	94	0.113208	7	83	0.0777778	1	/	/
1	220057936	220057937	-	0	ENSG00000162813	BPNT1	mRNA	5	90	0.0526316	12	68	0.15	/	1	/	11	98	0.100917	7	87	0.0744681	1	/	/
1	220057937	220057938	-	0	ENSG00000162813	BPNT1	mRNA	5	90	0.0526316	13	68	0.160494	/	1	/	13	96	0.119266	7	86	0.0752688	1	/	/
1	220057939	220057940	-	0	ENSG00000162813	BPNT1	mRNA	4	91	0.0421053	9	72	0.111111	/	1	/	9	100	0.0825688	4	88	0.0434783	/	/	/
1	220058797	220058798	-	0	ENSG00000162813	BPNT1	mRNA	31	503	0.0580524	47	419	0.100858	/	1	/	17	352	0.0460705	24	437	0.0520607	/	/	/
1	220094159	220094160	+	1	ENSG00000067704	IARS2	mRNA	26	86	0.232143	24	101	0.192	1	1	0.21097	32	106	0.231884	56	181	0.236287	1	1	0.234667
1	220814071	220814072	+	1	ENSG00000186205	2016-03-01 00:00:00	mRNA	46	140	0.247312	24	121	0.165517	1	1	0.21148	28	94	0.229508	40	92	0.30303	1	1	0.267717
1	222628502	222628503	+	1	ENSG00000154305	MIA3	mRNA	13	59	0.180556	7	33	0.175	1	1	0.178571	4	32	0.111111	11	35	0.23913	/	1	/
1	222644526	222644527	+	0	ENSG00000154305	MIA3	mRNA	1	32	0.030303	0	38	0.0	/	/	/	2	40	0.047619	5	38	0.116279	/	1	/
1	222654421	222654422	+	0	ENSG00000154305	MIA3	mRNA	5	65	0.0714286	8	59	0.119403	/	1	/	9	70	0.113924	2	63	0.0307692	1	/	/
1	222728754	222728755	+	1	ENSG00000162819	BROX	mRNA	5	36	0.121951	0	29	0.0	1	/	/	0	31	0.0	0	30	0.0	/	/	/
1	223814260	223814261	-	1	ENSG00000143514	TP53BP2	mRNA	5	28	0.151515	5	19	0.208333	1	/	/	0	24	0.0	6	19	0.24	/	/	/
1	224227621	224227622	-	1	ENSG00000143748	NVL	mRNA	52	222	0.189781	54	152	0.262136	1	1	0.220833	59	223	0.20922	48	199	0.194332	1	1	0.202268
1	224365973	224365974	+	1	ENSG00000143771	CNIH4	mRNA	13	112	0.104	4	69	0.0547945	1	/	/	3	94	0.0309278	8	76	0.0952381	/	/	/
1	224434784	224434785	-	0			intergenic	4	28	0.125	7	28	0.2	/	1	/	6	20	0.230769	9	43	0.173077	/	1	/
1	224967489	224967490	+	1	ENSG00000185842	DNAH14	mRNA	10	69	0.126582	3	43	0.0652174	1	/	/	2	76	0.025641	6	67	0.0821918	/	/	/
1	224968808	224968809	-	1			intergenic	10	65	0.133333	7	59	0.106061	1	1	0.120567	13	68	0.160494	14	56	0.2	1	1	0.178808
1	225097219	225097220	+	1	ENSG00000185842	DNAH14	mRNA	7	32	0.179487	6	44	0.12	1	1	0.146067	4	34	0.105263	8	64	0.111111	/	1	/
1	225412471	225412472	-	1	ENSG00000143815	LBR	mRNA	5	32	0.135135	1	25	0.0384615	1	/	/	2	45	0.0425532	1	48	0.0204082	/	/	/
1	225789478	225789479	+	1	ENSG00000143742	SRP9	mRNA	21	58	0.265823	14	50	0.21875	1	1	0.244755	20	47	0.298507	13	44	0.22807	1	1	0.266129
1	225845338	225845339	+	0	ENSG00000143819	EPHX1	mRNA	5	51	0.0892857	5	30	0.142857	/	1	/	7	39	0.152174	4	48	0.0769231	1	/	/
1	225921381	225921382	-	0	ENSG00000143811	PYCR2	mRNA	6	0	1.0	6	2	0.75	/	/	/	12	1	0.923077	31	0	1.0	/	1	/
1	226383118	226383119	-	0	ENSG00000143799	PARP1	mRNA	0	46	0.0	5	33	0.131579	/	1	/	0	49	0.0	1	44	0.0222222	/	/	/
1	226408075	226408076	-	0			intergenic	1	19	0.05	6	25	0.193548	/	1	/	3	20	0.130435	0	27	0.0	/	/	/
1	226984109	226984110	+	0	ENSG00000163050	ADCK3	mRNA	2	20	0.0909091	4	19	0.173913	/	/	/	2	30	0.0625	5	25	0.166667	/	1	/
1	228097848	228097849	+	1	ENSG00000143761	ARF1	mRNA	10	58	0.147059	9	62	0.126761	1	1	0.136691	4	76	0.05	7	76	0.0843373	/	/	/
1	228098916	228098917	+	1			intergenic	114	833	0.12038	95	752	0.112161	1	1	0.116499	106	796	0.117517	138	847	0.140102	1	1	0.129306
1	228215586	228215587	+	1	ENSG00000154358	OBSCN	mRNA	5	28	0.151515	2	27	0.0689655	1	/	/	2	37	0.0512821	2	20	0.0909091	/	/	/
1	228303792	228303793	-	0			intergenic	10	1	0.909091	15	1	0.9375	/	/	/	36	0	1.0	48	4	0.923077	1	1	0.954545
1	228378364	228378365	-	0			intergenic	19	6	0.76	9	4	0.692308	/	/	/	20	11	0.645161	25	8	0.757576	1	1	0.703125
1	228494102	228494103	+	1	ENSG00000168159	RNF187	mRNA	13	17	0.433333	4	17	0.190476	1	/	/	12	18	0.4	13	20	0.393939	1	1	0.396825
