chr	start	end	strand	label	n_supporting	method	gene_name
7	39690545	39690546	+		2	Bisulfite-seq	RALA,RALA,RALA,RALA
7	44059575	44059576	+		2	Bisulfite-seq	DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL,DBNL
7	45714658	45714659	+		1	Bisulfite-seq	ADCY1
7	72948483	72948484	-		3	Bisulfite-seq,m5C-RIP-seq	NSUN5P2,NSUN5P2,NSUN5P2,NSUN5P2
7	73683252	73683253	-		2	Bisulfite-seq	DNAJC30
7	74657876	74657877	+		4	Bisulfite-seq,m5C-RIP-seq	GTF2I,GTF2I,GTF2I,GTF2I,GTF2I,GTF2I
7	75416600	75416601	+		4	Bisulfite-seq,m5C-RIP-seq	NSUN5P1,NSUN5P1,NSUN5P1,NSUN5P1
7	100070157	100070158	-		1	Bisulfite-seq	ZNF3,ZNF3,ZNF3,ZNF3
7	100070165	100070166	-		2	Bisulfite-seq,m5C-RIP-seq	ZNF3,ZNF3,ZNF3,ZNF3
7	100827207	100827208	-		4	Bisulfite-seq,m5C-RIP-seq	EPHB4,EPHB4
7	100881345	100881346	+		6	Bisulfite-seq,m5C-RIP-seq	SRRT,SRRT,SRRT,SRRT,SRRT,SRRT
7	102178564	102178565	+		2	Bisulfite-seq	CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1,CUX1
7	104669446	104669447	+		1	Bisulfite-seq	EIF4BP6,LHFPL3,LHFPL3
7	134293042	134293043	-		5	Bisulfite-seq,m5C-RIP-seq	SLC35B4
7	155003664	155003665	+		2	Bisulfite-seq	PAXIP1-AS1
8	41542392	41542393	+		1	Bisulfite-seq	AluSx3,GINS4,GINS4,GINS4,GINS4
8	41542399	41542400	+		1	Bisulfite-seq	GINS4,GINS4,GINS4,AluSx3,GINS4
8	74315541	74315542	-		2	Bisulfite-seq	JPH1,JPH1
8	85177566	85177567	+		4	Bisulfite-seq,m5C-RIP-seq	E2F5,E2F5
8	100721469	100721470	-		3	Bisulfite-seq	PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1,PABPC1
8	143596122	143596123	-		6	Bisulfite-seq,m5C-RIP-seq	EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D,EEF1D
8	144356995	144356996	-		5	Bisulfite-seq,m5C-RIP-seq	FBXL6,FBXL6,FBXL6,FBXL6,FBXL6,FBXL6
9	20620809	20620810	-		4	Bisulfite-seq,m5C-RIP-seq	MLLT3,MLLT3,MLLT3,MLLT3
9	92242190	92242191	-		3	Bisulfite-seq	IARS,IARS,IARS,IARS,IARS,IARS,IARS
9	127506469	127506470	-		6	Bisulfite-seq,m5C-RIP-seq	FAM129B,FAM129B,FAM129B
9	133108753	133108754	-		4	Bisulfite-seq,m5C-RIP-seq	RALGDS,RALGDS,RALGDS,RALGDS,RALGDS,RALGDS,AL162417.1,RALGDS,RALGDS
9	136808025	136808026	+		5	Bisulfite-seq,m5C-RIP-seq	RABL6,RABL6,RABL6,AL355987.4,AL355987.4,AL355987.2,RABL6
9	137272215	137272216	+		3	Bisulfite-seq	NELFB,NELFB
9	137423620	137423621	+		1	Bisulfite-seq	NOXA1,NOXA1
9	137835431	137835432	+		4	Bisulfite-seq,m5C-RIP-seq	EHMT1,EHMT1,EHMT1,EHMT1,EHMT1,EHMT1
M	1483	1484	+		1	Bisulfite-seq	MT-RNR1
M	1485	1486	+		2	Bisulfite-seq,m5C-RIP-seq	MT-RNR1
X	1391946	1391947	-		2	Bisulfite-seq	SLC25A6,SLC25A6,SLC25A6
X	24077264	24077265	+		5	Bisulfite-seq,m5C-RIP-seq	EIF2S3,EIF2S3
X	40074181	40074182	-		4	Bisulfite-seq	BCOR,BCOR,BCOR,BCOR,BCOR,BCOR,BCOR
X	40935799	40935800	-		2	Bisulfite-seq	RPS2P55
X	54495593	54495594	-		1	Bisulfite-seq	FGD1
X	70134756	70134757	+		2	Bisulfite-seq	IGBP1,IGBP1
X	71136988	71136989	+		1	Bisulfite-seq	MED12,MED12,MED12,MED12
X	72301920	72301921	-		1	Bisulfite-seq	CITED1,CITED1,AL133500.1,AL133500.1,CITED1,CITED1,CITED1,CITED1,CITED1,CITED1
X	87703996	87703997	-		4	Bisulfite-seq,m5C-RIP-seq	RPSAP15
X	108668413	108668414	+		5	Bisulfite-seq,m5C-RIP-seq	COL4A5,COL4A5
X	149545400	149545401	+		2	Bisulfite-seq	CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A,CXorf40A
X	154488507	154488508	-		2	Bisulfite-seq	SLC10A3,SLC10A3,SLC10A3,SLC10A3,SLC10A3,SLC10A3
