chr	start	end	strand	label	gene_type	gene_name	gene_pos	unconverted	converted	ratio
13	95619509	95619510	+		Other features	.	.	15	15	0.5
13	99501631	99501632	+		protein_coding	ENSG00000125304(TM9SF2)	55322	14	929	0.014846235
13	102647225	102647226	+		protein_coding	ENSG00000134900(TPP2)	50269	11	51	0.177419355
13	106490912	106490913	-		protein_coding	ENSG00000125266(EFNB2)	44750	21	40	0.344262295
13	110174660	110174661	-		protein_coding	ENSG00000187498(COL4A1)	132497	5	36	0.12195122
13	110914889	110914890	-		protein_coding	ENSG00000088448(ANKRD10)	180	12	20	0.375
14	20343233	20343234	-		lncRNA	ENSG00000259001	452	10	12	0.454545455
14	22694324	22694325	-		pseudogene	ENSG00000242061	211	5	11	0.3125
14	22901330	22901331	-		protein_coding	ENSG00000100461(RBM23)	17852	13	602	0.021138211
14	22973489	22973490	-		protein_coding	ENSG00000129474(AJUBA)	9062	48	420	0.102564103
14	23033458	23033459	-		protein_coding	ENSG00000100804(PSMB5)	1772	34	1982	0.016865079
14	23301669	23301670	-		protein_coding	ENSG00000235194(PPP1R3E)	1190	11	39	0.22
14	23346868	23346869	-		protein_coding	ENSG00000092096(SLC22A17)	6044	38	42	0.475
14	23953852	23953853	+		protein_coding	ENSG00000157326(DHRS4)	120	31	215	0.12601626
14	24216984	24216985	-		protein_coding	ENSG00000129559(NEDD8)	15383	68	2199	0.029995589
14	24311266	24311267	+		protein_coding	ENSG00000213906(LTB4R2)	5534	46	18	0.71875
14	24416864	24416865	+		protein_coding	ENSG00000205978(NYNRIN)	17863	23	13	0.638888889
14	31207109	31207110	-		protein_coding	ENSG00000092148(HECTD1)	695	15	40	0.272727273
14	32484933	32484934	-		Other features	ENSG00000259045(MTCO1P2)	.	4	1	0.8
14	50997468	50997469	-		protein_coding	ENSG00000100505(TRIM9)	98593	6	27	0.181818182
14	52042255	52042256	-		protein_coding	ENSG00000087303(NID2)	26804	10	84	0.106382979
14	52068018	52068019	-		protein_coding	ENSG00000087303(NID2)	1041	10	60	0.142857143
14	52775654	52775655	-		protein_coding	ENSG00000100522(GNPNAT1)	16014	9	337	0.026011561
14	55616578	55616579	+		protein_coding	ENSG00000126777(KTN1)	57508	29	995	0.028320313
14	57269382	57269383	+		protein_coding	ENSG00000053770(AP5M1)	460	9	231	0.0375
14	60144783	60144784	-		protein_coding	ENSG00000100612(DHRS7)	25073	9	269	0.032374101
14	60153975	60153976	-		protein_coding	ENSG00000100612(DHRS7)	15881	236	1053	0.183087665
14	61043493	61043494	+		protein_coding	ENSG00000139974(SLC38A6)	62381	14	10	0.583333333
14	64946658	64946659	-		protein_coding	ENSG00000139998(RAB15)	26568	31	33	0.484375
14	67677392	67677393	-		protein_coding	ENSG00000072042(RDH11)	18401	18	502	0.034615385
14	69152795	69152796	-		protein_coding	ENSG00000139990(DCAF5)	355	7	117	0.056451613
14	69209633	69209634	+		protein_coding	ENSG00000081177(EXD2)	18137	41	266	0.133550489
14	71110828	71110829	+		protein_coding	ENSG00000100731(PCNX1)	203425	8	71	0.101265823
14	73950385	73950386	+		protein_coding	ENSG00000119723(COQ6)	461	26	181	0.125603865
14	75437987	75437988	+		protein_coding	ENSG00000140044(JDP2)	10273	7	169	0.039772727
14	76787749	76787750	-		protein_coding	ENSG00000013523(ANGEL1)	38497	53	390	0.119638826
14	77320778	77320779	-		protein_coding	ENSG00000009830(POMT2)	105	65	23	0.738636364
14	89417750	89417751	+		lncRNA	ENSG00000258920(FOXN3-AS1)	398	11	60	0.154929577
14	90766786	90766787	+		pseudogene	ENSG00000213315	257	19	38	0.333333333
14	92134056	92134057	+		protein_coding	ENSG00000165934(CPSF2)	12089	9	347	0.025280899
14	92162991	92162992	+		protein_coding	ENSG00000165934(CPSF2)	41024	72	197	0.267657993
14	92732799	92732800	-		protein_coding	ENSG00000100600(LGMN)	15880	13	804	0.015911873
14	100281407	100281408	+		protein_coding	ENSG00000100811(YY1)	43111	10	245	0.039215686
14	100333973	100333974	-		protein_coding	ENSG00000140105(WARS1)	42832	48	1698	0.027491409
14	100334201	100334202	-		protein_coding	ENSG00000140105(WARS1)	42604	9	255	0.034090909
14	100334948	100334949	-		protein_coding	ENSG00000140105(WARS1)	41857	28	3227	0.008602151
14	102015989	102015990	+		protein_coding	ENSG00000197102(DYNC1H1)	51418	111	459	0.194736842
14	102049559	102049560	+		protein_coding	ENSG00000197102(DYNC1H1)	84988	25	1274	0.019245574
14	102348512	102348513	-		protein_coding	ENSG00000100865(CINP)	14404	71	391	0.153679654
14	102507559	102507560	-		protein_coding	ENSG00000156381(ANKRD9)	2240	23	350	0.061662198
14	103385550	103385551	+		protein_coding	ENSG00000075413(MARK3)	175	31	240	0.114391144
14	103503474	103503475	+		protein_coding	ENSG00000075413(MARK3)	118099	12	172	0.065217391
14	103520001	103520002	-		protein_coding	ENSG00000166165(CKB)	2832	138	2361	0.055222089
14	103521376	103521377	-		protein_coding	ENSG00000166165(CKB)	1457	107	9797	0.010803716
14	103571638	103571639	+		protein_coding	ENSG00000256500	8678	71	389	0.154347826
14	103697900	103697901	-		protein_coding	ENSG00000126215(XRCC3)	17604	35	579	0.057003257
14	103698676	103698677	-		protein_coding	ENSG00000126215(XRCC3)	16828	11	382	0.027989822
14	103699334	103699335	+		protein_coding	ENSG00000126214(KLC1)	137440	5	30	0.142857143
14	103713512	103713513	-		protein_coding	ENSG00000126215(XRCC3)	1992	8	166	0.045977011
14	104177821	104177822	+		protein_coding	ENSG00000066735(KIF26A)	41369	5	53	0.086206897
14	104704047	104704048	+		protein_coding	ENSG00000203485(INF2)	22903	13	56	0.188405797
14	104804017	104804018	+		protein_coding	ENSG00000179627(ZBTB42)	3423	4	13	0.235294118
14	104865334	104865335	+		protein_coding	ENSG00000099814(CEP170B)	68	4	15	0.210526316
14	104894762	104894763	+		protein_coding	ENSG00000099814(CEP170B)	29496	20	123	0.13986014
14	105209632	105209633	-		protein_coding	ENSG00000185024(BRF1)	105957	6	55	0.098360656
14	105300587	105300588	-		protein_coding	ENSG00000185024(BRF1)	15002	5	57	0.080645161
14	105348577	105348578	+		protein_coding	ENSG00000179364(PACS2)	48016	12	380	0.030612245
14	105468403	105468404	+		protein_coding	ENSG00000182979(MTA1)	48585	10	159	0.059171598
14	105469132	105469133	+		protein_coding	ENSG00000182979(MTA1)	49314	9	266	0.032727273
15	22917799	22917800	-		protein_coding	ENSG00000273749(CYFIP1)	63264	13	477	0.026530612
15	26580367	26580368	-		protein_coding	ENSG00000166206(GABRB3)	359172	18	93	0.162162162
15	28886132	28886133	+		protein_coding	ENSG00000034053(APBA2)	1651	28	6	0.823529412
15	39801872	39801873	-		protein_coding	ENSG00000166073(GPR176)	118394	4	23	0.148148148
15	40767409	40767410	+		protein_coding	ENSG00000137880(GCHFR)	3343	12	63	0.16
15	41298044	41298045	+		protein_coding	ENSG00000285920	14039	17	271	0.059027778
15	41365432	41365433	+		protein_coding	ENSG00000137804(NUSAP1)	44640	19	1102	0.016949153
15	41900037	41900038	-		protein_coding	ENSG00000103966(EHD4)	72520	56	203	0.216216216
15	44596087	44596088	-		protein_coding	ENSG00000104133(SPG11)	67601	5	43	0.104166667
15	45198606	45198607	-		protein_coding	ENSG00000138606(SHF)	2569	3	4	0.428571429
15	45200413	45200414	-		protein_coding	ENSG00000138606(SHF)	762	14	35	0.285714286
15	48331649	48331650	+		protein_coding	ENSG00000128951(DUT)	640	16	293	0.051779935
15	52433279	52433280	-		protein_coding	ENSG00000197535(MYO5A)	95853	6	72	0.076923077
15	52937424	52937425	-		pseudogene	ENSG00000259612(EEF1A1P22)	1094	3	0	1.0
15	55850679	55850680	-		protein_coding	ENSG00000069869(NEDD4)	142981	15	145	0.09375
15	59117356	59117357	+		protein_coding	ENSG00000157456(CCNB2)	12232	18	1510	0.011780105
15	59662483	59662484	-		protein_coding	ENSG00000140299(BNIP2)	26856	20	64	0.238095238
15	64529027	64529028	-		pseudogene	ENSG00000248415(GAPDHP61)	644	3	3	0.5
15	64963457	64963458	-		protein_coding	ENSG00000090487(SPG21)	26853	62	272	0.185628743
15	65530585	65530586	+		protein_coding	ENSG00000074696(HACD3)	169	19	1737	0.010820046
15	65577309	65577310	+		protein_coding	ENSG00000074696(HACD3)	46893	19	1521	0.012337662
15	66352176	66352177	-		protein_coding	ENSG00000075131(TIPIN)	34570	60	822	0.068027211
15	66386950	66386951	+		protein_coding	ENSG00000169032(MAP2K1)	115	39	52	0.428571429
15	72260660	72260661	-		protein_coding	ENSG00000137817(PARP6)	12339	13	313	0.039877301
15	72731401	72731402	+		protein_coding	ENSG00000140463(BBS4)	45224	73	60	0.54887218
15	73713403	73713404	+		protein_coding	ENSG00000103855(CD276)	29439	7	86	0.075268817
15	73918008	73918009	-		lncRNA	ENSG00000261801(LOXL1-AS1)	10240	5	41	0.108695652
15	74449960	74449961	-		protein_coding	ENSG00000138629(UBL7)	11222	89	719	0.110148515
15	74458713	74458714	-		protein_coding	ENSG00000138629(UBL7)	2469	71	1516	0.0447385
15	74631045	74631046	-		protein_coding	ENSG00000179151(EDC3)	65247	68	168	0.288135593
15	74675060	74675061	-		protein_coding	ENSG00000179151(EDC3)	21232	12	249	0.045977011
15	74837794	74837795	-		protein_coding	ENSG00000140474(ULK3)	5552	15	528	0.027624309
15	74937956	74937957	-		protein_coding	ENSG00000178741(COX5A)	127	76	3436	0.021640091
15	75023304	75023305	+		Other features	.	.	15	457	0.031779661
15	75047617	75047618	+		protein_coding	ENSG00000138621(PPCDC)	24033	5	28	0.151515152
15	75339547	75339548	+		protein_coding	ENSG00000140365(COMMD4)	3529	7	69	0.092105263
15	75843460	75843461	+		protein_coding	ENSG00000140367(UBE2Q2)	155	5	52	0.087719298
15	77052787	77052788	-		protein_coding	ENSG00000140391(TSPAN3)	31197	65	2507	0.025272162
15	77071005	77071006	-		protein_coding	ENSG00000140391(TSPAN3)	12979	18	1573	0.011313639
15	77614388	77614389	-		protein_coding	ENSG00000169783(LINGO1)	206512	22	142	0.134146341
15	78292623	78292624	-		protein_coding	ENSG00000140395(WDR61)	7080	34	827	0.039488966
15	78863295	78863296	-		pseudogene	ENSG00000243711(RPL21P116)	434	6	4	0.6
15	82151610	82151611	-		protein_coding	ENSG00000140598(EFL1)	111163	25	271	0.084459459
15	82414617	82414618	+		pseudogene	ENSG00000259429(UBE2Q2P2)	22775	7	50	0.122807018
15	82536752	82536753	-		protein_coding	ENSG00000182774(RPS17)	3707	32	1464	0.021390374
15	84748418	84748419	+		Other features	.	.	8	21	0.275862069
15	85138714	85138715	+		protein_coding	ENSG00000073417(PDE8A)	158276	58	186	0.237704918
15	88299756	88299757	+		Other features	.	.	5	1	0.833333333
15	89687987	89687988	-		protein_coding	ENSG00000166821(PEX11A)	2796	7	41	0.145833333
15	89898815	89898816	-		protein_coding	ENSG00000242498(ARPIN)	14137	12	146	0.075949367
15	89898835	89898836	-		protein_coding	ENSG00000242498(ARPIN)	14117	101	213	0.321656051
15	89901585	89901586	-		protein_coding	ENSG00000242498(ARPIN)	11367	9	109	0.076271186
15	90087114	90087115	-		protein_coding	ENSG00000182054(IDH2)	15363	28	816	0.033175355
15	90882310	90882311	+		protein_coding	ENSG00000140564(FURIN)	13724	37	9	0.804347826
15	90931244	90931245	-		protein_coding	ENSG00000184508(HDDC3)	3952	59	486	0.108256881
15	95277268	95277269	-		lncRNA	ENSG00000248441(LETR1)	49861	5	54	0.084745763
15	99334091	99334092	+		protein_coding	ENSG00000168904(LRRC28)	82731	12	108	0.1
15	101398525	101398526	-		protein_coding	ENSG00000140479(PCSK6)	126677	18	360	0.047619048
16	85533	85534	+		protein_coding	ENSG00000103152(MPG)	8528	42	988	0.040776699
16	372172	372173	-		protein_coding	ENSG00000129925(PGAP6)	14941	19	117	0.139705882
16	521111	521112	+		protein_coding	ENSG00000090565(RAB11FIP3)	95464	10	142	0.065789474
16	570037	570038	+		protein_coding	ENSG00000007541(PIGQ)	3044	121	321	0.273755656
16	668404	668405	+		protein_coding	ENSG00000140983(RHOT2)	306	8	141	0.053691275
16	681471	681472	+		protein_coding	ENSG00000103266(STUB1)	1249	44	2049	0.021022456
16	694341	694342	-		protein_coding	ENSG00000127585(FBXL16)	11467	11	80	0.120879121
16	787455	787456	-		protein_coding	ENSG00000007376(RPUSD1)	942	34	364	0.085427136
16	1445763	1445764	-		protein_coding	ENSG00000103249(CLCN7)	29314	33	155	0.175531915
16	1523688	1523689	-		protein_coding	ENSG00000187535(IFT140)	88384	16	88	0.153846154
16	1770615	1770616	-		protein_coding	ENSG00000103024(NME3)	946	13	567	0.022413793
16	1977165	1977166	+		protein_coding	ENSG00000183751(TBL3)	5114	18	229	0.072874494
16	1998063	1998064	-		protein_coding	ENSG00000167962(ZNF598)	11758	11	448	0.023965142
16	2010419	2010420	+		protein_coding	ENSG00000183971(NPW)	495	16	33	0.326530612
16	2080230	2080231	+		protein_coding	ENSG00000103197(TSC2)	32265	24	429	0.052980132
16	2175895	2175896	+		protein_coding	ENSG00000131653(TRAF7)	20199	207	271	0.433054393
16	2176358	2176359	+		protein_coding	ENSG00000131653(TRAF7)	20662	25	248	0.091575092
16	2177934	2177935	+		protein_coding	ENSG00000131653(TRAF7)	22238	10	209	0.0456621
16	2206357	2206358	+		protein_coding	ENSG00000167965(MLST8)	2111	32	1466	0.021361816
16	2207064	2207065	+		protein_coding	ENSG00000167965(MLST8)	2818	25	1573	0.015644556
16	2246876	2246877	-		protein_coding	ENSG00000167969(ECI1)	5424	27	2991	0.008946322
16	2286761	2286762	-		protein_coding	ENSG00000167972(ABCA3)	53985	18	157	0.102857143
16	2299415	2299416	-		protein_coding	ENSG00000167972(ABCA3)	41331	9	75	0.107142857
16	2456713	2456714	+		protein_coding	ENSG00000162063(CCNF)	27321	15	192	0.072463768
16	2708080	2708081	+		protein_coding	ENSG00000167977(KCTD5)	25559	24	612	0.037735849
16	2896565	2896566	+		protein_coding	ENSG00000162076(FLYWCH2)	13354	23	236	0.088803089
16	2896589	2896590	+		protein_coding	ENSG00000162076(FLYWCH2)	13378	32	201	0.137339056
16	2949621	2949622	+		protein_coding	ENSG00000059122(FLYWCH1)	37692	12	316	0.036585366
16	2967118	2967119	+		protein_coding	ENSG00000131650(KREMEN2)	2904	19	2	0.904761905
16	2972794	2972795	+		protein_coding	ENSG00000162073(PAQR4)	3526	16	268	0.056338028
16	3004274	3004275	+		protein_coding	ENSG00000289281	144	8	15	0.347826087
16	3024290	3024291	+		protein_coding	ENSG00000131652(THOC6)	265	12	401	0.02905569
16	4456198	4456199	+		protein_coding	ENSG00000103423(DNAJA3)	30395	29	891	0.031521739
16	4509437	4509438	+		protein_coding	ENSG00000103415(HMOX2)	34749	11	541	0.019927536
16	4513001	4513002	-		protein_coding	ENSG00000089486(CDIP1)	25827	21	116	0.153284672
16	4847601	4847602	+		protein_coding	ENSG00000118900(UBN1)	938	8	38	0.173913043
16	11345704	11345705	+		protein_coding	ENSG00000175643(RMI2)	96087	9	46	0.163636364
16	16141675	16141676	+		protein_coding	ENSG00000103222(ABCC1)	192539	59	239	0.197986577
16	18809408	18809409	-		protein_coding	ENSG00000157106(SMG1)	117000	38	541	0.065630397
16	19633137	19633138	+		protein_coding	ENSG00000103544(VPS35L)	77899	7	130	0.051094891
16	21599709	21599710	+		protein_coding	ENSG00000197006(METTL9)	2493	11	204	0.051162791
16	22327283	22327284	+		protein_coding	ENSG00000058600(POLR3E)	29910	4	13	0.235294118
16	23523235	23523236	-		protein_coding	ENSG00000103356(EARS2)	34496	19	214	0.081545064
16	23571389	23571390	+		protein_coding	ENSG00000103353(UBFD1)	13670	9	268	0.032490975
16	23669315	23669316	+		protein_coding	ENSG00000166847(DCTN5)	27851	23	388	0.055961071
16	24791469	24791470	+		protein_coding	ENSG00000090905(TNRC6A)	181262	7	156	0.042944785
16	25111906	25111907	+		protein_coding	ENSG00000205629(LCMT1)	177	16	325	0.046920821
16	27461529	27461530	-		protein_coding	ENSG00000077235(GTF3C1)	88384	25	539	0.044326241
16	28211784	28211785	-		protein_coding	ENSG00000169180(XPO6)	181	20	195	0.093023256
16	28823123	28823124	+		protein_coding	ENSG00000168488(ATXN2L)	126	6	77	0.072289157
16	28836803	28836804	+		protein_coding	ENSG00000168488(ATXN2L)	13806	39	1488	0.025540275
16	28977914	28977915	+		protein_coding	ENSG00000169682(SPNS1)	3695	26	556	0.04467354
16	29694760	29694761	+		protein_coding	ENSG00000103485(QPRT)	31483	11	266	0.039711191
16	29806634	29806635	+		protein_coding	ENSG00000103495(MAZ)	530	14	850	0.016203704
16	29807025	29807026	+		protein_coding	ENSG00000103495(MAZ)	921	31	2781	0.011024182
16	29807124	29807125	+		protein_coding	ENSG00000103495(MAZ)	1020	103	3867	0.025944584
16	29809706	29809707	+		protein_coding	ENSG00000103495(MAZ)	3602	14	936	0.014736842
16	29885648	29885649	-		protein_coding	ENSG00000174938(SEZ6L2)	13902	66	164	0.286956522
16	29963117	29963118	+		protein_coding	ENSG00000149932(TMEM219)	22234	9	149	0.056962025
16	29968111	29968112	+		protein_coding	ENSG00000149932(TMEM219)	27228	232	591	0.281895504
16	30001284	30001285	+		protein_coding	ENSG00000169592(INO80E)	5571	7	163	0.041176471
16	30012638	30012639	-		protein_coding	ENSG00000149927(DOC2A)	10632	19	90	0.174311927
16	30085028	30085029	+		protein_coding	ENSG00000149923(PPP4C)	9052	22	837	0.025611176
16	30117205	30117206	-		protein_coding	ENSG00000102882(MAPK3)	6301	308	163	0.653927813
16	30369848	30369849	-		protein_coding	ENSG00000169221(TBC1D10B)	646	13	578	0.021996616
16	30652746	30652747	+		protein_coding	ENSG00000156858(PRR14)	2031	11	507	0.021235521
16	30712056	30712057	+		protein_coding	ENSG00000080603(SRCAP)	13849	12	119	0.091603053
16	30768318	30768319	+		protein_coding	ENSG00000103549(RNF40)	6575	10	418	0.023364486
16	30781686	30781687	-		protein_coding	ENSG00000102870(ZNF629)	5519	6	102	0.055555556
16	30782730	30782731	-		protein_coding	ENSG00000102870(ZNF629)	4475	18	170	0.095744681
16	30949370	30949371	+		protein_coding	ENSG00000175938(ORAI3)	304	6	76	0.073170732
16	30987988	30987989	+		protein_coding	ENSG00000099377(HSD3B7)	2783	4	20	0.166666667
16	34160965	34160966	+		Other features	.	.	3	1	0.75
16	47143618	47143619	-		protein_coding	ENSG00000171208(NETO2)	327	18	219	0.075949367
16	48352516	48352517	+		protein_coding	ENSG00000102910(LONP2)	108218	32	103	0.237037037
16	53470840	53470841	+		protein_coding	ENSG00000103479(RBL2)	36865	13	281	0.044217687
16	54928982	54928983	-		lncRNA	ENSG00000245694(CRNDE)	207	8	161	0.047337278
16	56328691	56328692	+		protein_coding	ENSG00000087258(GNAO1)	137303	9	33	0.214285714
16	56748305	56748306	+		protein_coding	ENSG00000102900(NUP93)	18189	18	1131	0.015665796
16	57428747	57428748	-		protein_coding	ENSG00000005194(CIAPIN1)	18673	6	60	0.090909091
16	57756912	57756913	+		protein_coding	ENSG00000140854(KATNB1)	21175	17	704	0.023578363
16	58026200	58026201	+		protein_coding	ENSG00000102996(MMP15)	448	5	13	0.277777778
16	58520986	58520987	-		protein_coding	ENSG00000125107(CNOT1)	108899	29	2272	0.012603216
16	58560316	58560317	-		protein_coding	ENSG00000125107(CNOT1)	69569	23	1616	0.014032947
16	58580637	58580638	-		protein_coding	ENSG00000125107(CNOT1)	49248	15	1050	0.014084507
16	58707132	58707133	-		protein_coding	ENSG00000125166(GOT2)	27210	15	279	0.051020408
16	58707670	58707671	-		protein_coding	ENSG00000125166(GOT2)	26672	173	2073	0.077025824
16	66817473	66817474	-		protein_coding	ENSG00000159593(NAE1)	55783	69	1177	0.055377207
16	66935528	66935529	+		protein_coding	ENSG00000172831(CES2)	1086	8	51	0.13559322
16	66943773	66943774	+		protein_coding	ENSG00000172831(CES2)	9331	8	17	0.32
16	67280445	67280446	+		protein_coding	ENSG00000196155(PLEKHG4)	2937	7	69	0.092105263
16	67481025	67481026	-		protein_coding	ENSG00000159720(ATP6V0D1)	156	12	260	0.044117647
16	67668539	67668540	+		protein_coding	ENSG00000159761(C16orf86)	1727	5	49	0.092592593
16	67831286	67831287	-		protein_coding	ENSG00000102901(CENPT)	16525	14	522	0.026119403
16	69941170	69941171	+		protein_coding	ENSG00000198373(WWP2)	178844	11	84	0.115789474
16	70316051	70316052	+		protein_coding	ENSG00000157349(DDX19B)	26390	35	466	0.069860279
16	70356194	70356195	+		protein_coding	ENSG00000260537	57002	89	414	0.17693837
16	70481108	70481109	-		protein_coding	ENSG00000103051(COG4)	42452	12	511	0.022944551
16	70530871	70530872	+		protein_coding	ENSG00000189091(SF3B3)	7082	28	1893	0.014575742
16	70556898	70556899	+		protein_coding	ENSG00000189091(SF3B3)	33109	20	1408	0.014005602
16	70661679	70661680	-		protein_coding	ENSG00000132613(MTSS2)	24374	7	101	0.064814815
16	70663962	70663963	-		protein_coding	ENSG00000132613(MTSS2)	22091	7	146	0.045751634
16	70664661	70664662	-		protein_coding	ENSG00000132613(MTSS2)	21392	10	441	0.022172949
16	74448098	74448099	-		protein_coding	ENSG00000090863(GLG1)	159046	6	72	0.076923077
16	74938173	74938174	-		protein_coding	ENSG00000103091(WDR59)	62000	10	248	0.03875969
16	75113995	75113996	-		protein_coding	ENSG00000166816(LDHD)	2785	6	57	0.095238095
16	84061402	84061403	-		protein_coding	ENSG00000140943(MBTPS1)	55540	14	34	0.291666667
16	88568757	88568758	-		Other features	.	.	5	39	0.113636364
16	88577160	88577161	+		protein_coding	ENSG00000158545(ZC3H18)	6759	25	344	0.067750678
16	88630551	88630552	+		protein_coding	ENSG00000158545(ZC3H18)	60150	132	397	0.24952741
16	88655362	88655363	-		protein_coding	ENSG00000167508(MVD)	7799	60	188	0.241935484
16	88809171	88809172	+		protein_coding	ENSG00000167513(CDT1)	5384	48	450	0.096385542
16	88810478	88810479	-		protein_coding	ENSG00000198931(APRT)	1459	137	1969	0.065052232
16	89146398	89146399	+		protein_coding	ENSG00000176715(ACSF3)	58025	4	12	0.25
16	89275094	89275095	-		protein_coding	ENSG00000167522(ANKRD11)	215467	14	637	0.021505376
16	89490334	89490335	-		protein_coding	ENSG00000167522(ANKRD11)	227	9	322	0.027190332
16	89490460	89490461	-		protein_coding	ENSG00000167522(ANKRD11)	101	36	680	0.05027933
16	89490461	89490462	-		protein_coding	ENSG00000167522(ANKRD11)	100	93	634	0.127922971
16	89553803	89553804	+		protein_coding	ENSG00000197912(SPG7)	63086	102	156	0.395348837
16	89562442	89562443	+		protein_coding	ENSG00000167526(RPL13)	1767	5	52	0.087719298
16	89765037	89765038	-		protein_coding	ENSG00000187741(FANCA)	51940	71	249	0.221875
16	89773298	89773299	-		protein_coding	ENSG00000187741(FANCA)	43679	29	414	0.065462754
16	89859291	89859292	+		protein_coding	ENSG00000204991(SPIRE2)	41114	10	84	0.106382979
16	89904915	89904916	+		protein_coding	ENSG00000141002(TCF25)	31347	18	7	0.72
16	89905641	89905642	+		protein_coding	ENSG00000141002(TCF25)	32073	11	10	0.523809524
17	1344541	1344542	-		protein_coding	ENSG00000108953(YWHAE)	55681	11	117	0.0859375
17	1422663	1422664	-		protein_coding	ENSG00000167193(CRK)	40499	35	449	0.07231405
17	2181339	2181340	+		Other features	.	.	3	0	1.0
17	2181345	2181346	+		Other features	.	.	3	0	1.0
17	3624201	3624202	-		protein_coding	ENSG00000197417(SHPK)	12049	23	89	0.205357143
17	4540381	4540382	-		protein_coding	ENSG00000132382(MYBBP1A)	15005	31	729	0.040789474
17	4807829	4807830	+		protein_coding	ENSG00000129219(PLD2)	679	10	53	0.158730159
17	4938182	4938183	-		protein_coding	ENSG00000108528(SLC25A11)	1871	59	1649	0.034543326
17	4974394	4974395	-		protein_coding	ENSG00000108509(CAMTA2)	13281	11	117	0.0859375
17	5468854	5468855	-		protein_coding	ENSG00000005100(DHX33)	128	30	123	0.196078431
17	7234458	7234459	-		protein_coding	ENSG00000004975(DVL2)	59	55	55	0.5
17	7243941	7243942	-		protein_coding	ENSG00000175826(CTDNEP1)	8550	22	1909	0.011393061
17	7314105	7314106	-		protein_coding	ENSG00000132522(GPS2)	1459	23	1951	0.011651469
17	7351380	7351381	+		protein_coding	ENSG00000072818(ACAP1)	14853	19	81	0.19
17	7405417	7405418	+		protein_coding	ENSG00000169992(NLGN2)	545	13	18	0.419354839
17	7497813	7497814	+		protein_coding	ENSG00000181222(POLR2A)	13449	107	474	0.184165232
17	7591485	7591486	-		protein_coding	ENSG00000129245(FXR2)	23412	10	194	0.049019608
17	7703410	7703411	+		protein_coding	ENSG00000141499(WRAP53)	17341	16	69	0.188235294
17	7846085	7846086	+		protein_coding	ENSG00000132510(KDM6B)	11870	8	156	0.048780488
17	7910884	7910885	+		protein_coding	ENSG00000170004(CHD3)	26090	14	53	0.208955224
17	7931546	7931547	-		protein_coding	ENSG00000170043(TRAPPC1)	577	18	1230	0.014423077
17	7939620	7939621	+		protein_coding	ENSG00000170037(CNTROB)	7521	22	190	0.103773585
17	9021785	9021786	+		protein_coding	ENSG00000065320(NTN1)	277	4	11	0.266666667
17	9168706	9168707	+		protein_coding	ENSG00000065320(NTN1)	147198	20	1	0.952380952
17	9168713	9168714	+		protein_coding	ENSG00000065320(NTN1)	147205	20	1	0.952380952
17	9241836	9241837	+		protein_coding	ENSG00000065320(NTN1)	220328	10	108	0.084745763
17	9242844	9242845	+		protein_coding	ENSG00000065320(NTN1)	221336	9	68	0.116883117
17	10697298	10697299	-		protein_coding	ENSG00000133028(SCO1)	1077	80	306	0.207253886
17	12992795	12992796	-		protein_coding	ENSG00000006744(ELAC2)	25270	18	1303	0.013626041
17	12994800	12994801	-		protein_coding	ENSG00000006744(ELAC2)	23265	26	542	0.045774648
17	12996606	12996607	-		protein_coding	ENSG00000006744(ELAC2)	21459	69	313	0.180628272
17	13601099	13601100	-		protein_coding	ENSG00000153976(HS3ST3A1)	830	12	97	0.110091743
17	16044905	16044906	+		pseudogene	ENSG00000243686(RPLP1P11)	286	6	41	0.127659574
17	16068036	16068037	-		protein_coding	ENSG00000141027(NCOR1)	150149	126	295	0.299287411
17	16442015	16442016	+		lncRNA	ENSG00000175061(SNHG29)	3250	29	2992	0.00959947
17	17187364	17187365	+		protein_coding	ENSG00000133030(MPRIP)	144909	17	177	0.087628866
17	17206113	17206114	-		protein_coding	ENSG00000179598(PLD6)	220	5	48	0.094339623
17	18333220	18333221	-		protein_coding	ENSG00000176974(SHMT1)	30343	10	429	0.022779043
17	19343443	19343444	-		protein_coding	ENSG00000108641(B9D1)	34750	42	95	0.306569343
17	21002701	21002702	-		protein_coding	ENSG00000124422(USP22)	41059	149	1555	0.087441315
17	22524057	22524058	+		Other features	.	.	16	28	0.363636364
17	27313455	27313456	+		protein_coding	ENSG00000109046(WSB1)	19381	13	658	0.019374069
17	27610168	27610169	+		protein_coding	ENSG00000141068(KSR1)	153722	10	97	0.093457944
17	28345155	28345156	+		protein_coding	ENSG00000109079(TNFAIP1)	9555	28	81	0.256880734
17	28372003	28372004	+		protein_coding	ENSG00000004139(SARM1)	7649	23	50	0.315068493
17	28397920	28397921	+		protein_coding	ENSG00000004139(SARM1)	33566	8	85	0.086021505
17	28547191	28547192	-		protein_coding	ENSG00000109103(UNC119)	5440	8	145	0.052287582
17	29109948	29109949	-		protein_coding	ENSG00000196535(MYO18A)	70450	15	42	0.263157895
17	31537535	31537536	+		protein_coding	ENSG00000131242(RAB11FIP4)	145862	14	24	0.368421053
17	32940883	32940884	+		protein_coding	ENSG00000006042(TMEM98)	12975	19	890	0.02090209
17	35131799	35131800	-		protein_coding	ENSG00000073536(NLE1)	10505	8	96	0.076923077
